ID	Par1	Par2	gener
0804562A	14/74	1207/17	1
0804563A	14/74	1207/17	1
0804563B	14/74	1207/17	1
0804565	14/74	1207/17	1
0804568A	14/74	1207/17	1
0804568B	14/74	1207/17	1
0804626B	BB5	1207/17	1
0804628	BB5	1207/17	1
0804629A	BB5	1207/17	1
0804632A	BB5	1207/17	1
0804632B	BB5	1207/17	1
0804632C	BB5	1207/17	1
0804632D	BB5	1207/17	1
0804632E	BB5	1207/17	1
0804660	V1	303/577	1
0804764A	14/74	1207/17	1
0804766A	1602/7	12/52	1
0804766B	14/74	1207/17	1
0804772B	14/74	1207/17	1
0804772C	14/74	1207/17	1
0804781A	12/228	1207/17	1
0804781B	12/228	1207/17	1
0804781C	12/228	1207/17	1
0804823	BB5	1207/17	1
0804922	12/53	1207/17	1
0804968	12/89	C182/40	1
0804970	12/89	C182/40	1
0804998G	SFS150	31/8	1
0805001A	BBT282	C182/40	1
0805001B	BBT282	C182/40	1
0805004A	BBT282	C182/40	1
0805004B	BBT282	C182/40	1
0805005	BBT282	C182/40	1
0805010A	BBT282	C182/40	1
0805010B	BBT282	C182/40	1
0805010C	BBT282	C182/40	1
0805020	V1	303/577	1
0805027	V1	303/577	1
0805080	12/228	C182/40	1
0805083	12/228	C182/40	1
0805084	12/228	C182/40	1
0805090A	12/228	C182/40	1
0805090B	12/228	C182/40	1
0805092A	12/228	C182/40	1
0805097B	12/228	C182/40	1
0805102	V1	303/577	1
0805185A	14/74	303/577	1
0805185B	14/74	303/577	1
0805188A	14/74	303/577	1
0805188B	14/74	303/577	1
0805191	14/74	303/577	1
0805198A	14/74	303/577	1
0805198B	14/74	303/577	1
0805222	BB5	C182/40	1
0805231A	BB5	C182/40	1
0805231B	BB5	C182/40	1
0805235A	BB5	C182/40	1
0805235C	BB5	C182/40	1
0805240B	BB5	C182/40	1
0805241	BB5	C182/40	1
0805247A	BB5	C182/40	1
0805247C	BB5	C182/40	1
0805248	BB5	C182/40	1
0805250A	BB5	C182/40	1
0805253A	BB5	C182/40	1
0805264B	BB2	C182/40	1
0805265B	BB2	C182/40	1
0805297	12/89	C182/40	1
0805303	12/89	C182/40	1
0805312B	BB5	C182/40	1
0805312C	BB5	C182/40	1
0805332A	BBT282	C182/40	1
0805332B	BBT282	C182/40	1
0805334A	BBT282	C182/40	1
0805334B	BBT282	C182/40	1
0805334C	BBT282	C182/40	1
0805334D	BBT282	C182/40	1
0805334E	BBT282	C182/40	1
0805338A	BBT282	C182/40	1
0805338B	BBT282	C182/40	1
0805338C	BBT282	C182/40	1
0805339A	BBT282	C182/40	1
0805339B	BBT282	C182/40	1
0805346A	BBT282	C182/40	1
0805346B	BBT282	C182/40	1
0805347A	BBT282	C182/40	1
0805356A	BBT282	C182/40	1
0805356B	BBT282	C182/40	1
0805368	12/89	C182/40	1
0805374	12/89	C182/40	1
0805379	12/89	C182/40	1
0805390	12/89	C182/40	1
0805411A	BBT282	C182/40	1
0805411B	BBT282	C182/40	1
0805411C	BBT282	C182/40	1
0805413A	BBT282	C182/40	1
0805413B	BBT282	C182/40	1
0805415	BBT282	C182/40	1
0805418	BBT282	C182/40	1
0805420A	BBT282	C182/40	1
0805420B	BBT282	C182/40	1
0805422A	BBT282	C182/40	1
0805422B	BBT282	C182/40	1
0805425A	BBT282	C182/40	1
0805425B	BBT282	C182/40	1
0805426A	BBT282	C182/40	1
0805426B	BBT282	C182/40	1
0805437A	BB5	C182/40	1
0805437B	BB5	C182/40	1
0805441A	BB5	C182/40	1
0805442	BB5	C182/40	1
0805443	BB5	C182/40	1
0805444	BB5	C182/40	1
0805445A	BB5	C182/40	1
0805445B	BB5	C182/40	1
0805448A	BB5	C182/40	1
0805448C	BB5	C182/40	1
0805449A	BB5	C182/40	1
0805449B	BB5	C182/40	1
0805451B	BB5	C182/40	1
0805452A	BB5	C182/40	1
0805453A	BB5	C182/40	1
0805456A	BB5	C182/40	1
0805456B	BB5	C182/40	1
0805486	12/53	303/577	1
0805488	12/53	303/577	1
0805495	12/228	C182/40	1
0805496A	12/228	C182/40	1
0805496B	12/228	C182/40	1
0805513A	12/228	C182/40	1
0805520	12/228	C182/40	1
0805553	V1	303/577	1
0805557A	V1	303/577	1
0805557B	V1	303/577	1
0805563	V1	303/577	1
0805582	14/74	303/577	1
0805606A	14/74	303/577	1
0805607A	14/74	303/577	1
0805607B	14/74	303/577	1
0805608B	14/74	303/577	1
0805651A	BB2	C182/40	1
0805651D	BB2	C182/40	1
0805658A	BB2	C182/40	1
0805658B	BB2	C182/40	1
0805662A	BB2	C182/40	1
0805662B	BB2	C182/40	1
0805668A	BB2	C182/40	1
0805678D	BB2	C182/40	1
0805687A	BB2	C182/40	1
0805687B	BB2	C182/40	1
0805687D	BB2	C182/40	1
0805688A	BB2	C182/40	1
0805688B	BB2	C182/40	1
0805688C	BB2	C182/40	1
0805699A	BB5	C182/40	1
0805699B	BB5	C182/40	1
0805714A	14/74	303/577	1
0805714C	14/74	303/577	1
0805714D	14/74	303/577	1
0805723B	14/74	303/577	1
0805746	PC108	C182/40	1
0805775A	12/228	C182/40	1
0805775C	12/228	C182/40	1
0805780A	12/228	C182/40	1
0805780B	12/228	C182/40	1
0805780C	12/228	C182/40	1
0805781	12/228	C182/40	1
0805795A	12/228	C182/40	1
0805795B	12/228	C182/40	1
0805795C	12/228	C182/40	1
0805795D	12/228	C182/40	1
0805801B	12/228	C182/40	1
0805804	12/228	C182/40	1
0805805	12/228	C182/40	1
0805830B	12/228	C182/40	1
0805877A	BB5	C182/40	1
0805938	BB2	C182/40	1
0805944A	BB2	C182/40	1
0805956B	BB2	C182/40	1
0805963	BB2	C182/40	1
0805986B	14/74	1207/17	1
0805986C	14/74	1207/17	1
0806009A	12/228	C182/40	1
0806009B	12/228	C182/40	1
0806014B	12/228	C182/40	1
0806018	12/228	C182/40	1
0806019	12/228	C182/40	1
0806044A	14/74	1207/17	1
0806044B	14/74	1207/17	1
0806150C	BB2	C182/40	1
0806153A	BB2	C182/40	1
0806155A	BB2	C182/40	1
0806155B	BB2	C182/40	1
0806172	BB2	C182/40	1
0806173	BB2	C182/40	1
0806177	BB2	C182/40	1
0806178A	BB2	C182/40	1
0806178B	BB2	C182/40	1
0806214A	BB5	C182/40	1
0806261B	BB2	C182/40	1
0806269A	BB2	C182/40	1
0806270A	BB2	C182/40	1
0806272A	BB2	C182/40	1
0806272B	BB2	C182/40	1
0806289	BB2	C182/40	1
0806292A	BBT282	C182/40	1
0806292B	BBT282	C182/40	1
0806293B	BBT282	C182/40	1
0806300A	BBT282	C182/40	1
0806300C	BBT282	C182/40	1
0806303A	12/53	303/577	1
0806303B	12/53	303/577	1
0806337A	BB5	C182/40	1
0806337C	BB5	C182/40	1
0806357	BBT282	C182/40	1
0806363	V1	C182/40	1
0806388B	12/53	1207/17	1
0806397	PC108	C182/40	1
0806452	V1	C182/40	1
0806469A	BBT282	C182/40	1
0806469B	BBT282	C182/40	1
0806474A	BBT282	C182/40	1
0806474B	BBT282	C182/40	1
0806474C	BBT282	C182/40	1
0806474D	BBT282	C182/40	1
0806488C	BB5	C182/40	1
0806495A	BB5	C182/40	1
0806508A	BB2	C182/40	1
0806508B	BB2	C182/40	1
0806508C	BB2	C182/40	1
0806509A	BB2	C182/40	1
0806509B	BB2	C182/40	1
0806509C	BB2	C182/40	1
0806566A	12/53	1207/17	1
0806579	14/74	1207/17	1
0806583A	14/74	1207/17	1
0806624A	PC108	C182/40	1
0806661A	BBT282	C182/40	1
0806662A	BBT282	C182/40	1
0806668A	BBT282	C182/40	1
0806668B	BBT282	C182/40	1
0806738A	14/74	1207/17	1
0806749	BBT282	C182/40	1
0806798A	14/74	1207/17	1
0806798B	14/74	1207/17	1
0806799B	14/74	1207/17	1
0806807A	14/74	1207/17	1
0806807B	14/74	1207/17	1
0806808A	14/74	1207/17	1
0806812A	14/74	1207/17	1
0806812B	14/74	1207/17	1
0806812C	14/74	1207/17	1
0806833	12/53	C182/40	1
0806859A	BBT282	C182/40	1
0806859B	BBT282	C182/40	1
0806865A	BBT282	C182/40	1
0806865B	BBT282	C182/40	1
0806878A	BBT282	C182/40	1
0806878B	BBT282	C182/40	1
0806878C	BBT282	C182/40	1
0806882A	BBT282	C182/40	1
0806882B	BBT282	C182/40	1
0806886	BBT282	C182/40	1
0806889A	BBT282	C182/40	1
0806889C	BBT282	C182/40	1
0806899A	BBT282	C182/40	1
0806899B	BBT282	C182/40	1
0806903B	BBT282	C182/40	1
0806906A	BBT282	C182/40	1
0806906B	BBT282	C182/40	1
0806907A	BBT282	C182/40	1
0806908A	BBT282	C182/40	1
0806915A	14/74	C182/40	1
0806926A	BBT282	C182/40	1
0806926B	BBT282	C182/40	1
0806930A	BBT282	C182/40	1
0806932	BBT282	C182/40	1
0806969	V1	1207/17	1
0806971A	303/577	PMC53	1
0806971B	303/577	PMC53	1
0806972	303/577	PMC53	1
0806973	303/577	PMC53	1
0806974A	303/577	PMC53	1
0806974B	303/577	PMC53	1
0806975A	303/577	PMC53	1
0806983A	303/577	PMC53	1
0806983B	303/577	PMC53	1
0806984	303/577	PMC53	1
0806985A	303/577	PMC53	1
0806985B	303/577	PMC53	1
0806987	303/577	PMC53	1
0806993	303/577	PMC53	1
0807004	303/577	PMC53	1
0807005A	303/577	PMC53	1
0807013A	303/577	PMC53	1
0807016A	303/577	PMC53	1
0807016B	303/577	PMC53	1
0807018	303/577	PMC53	1
0807020B	303/577	PMC53	1
0807121	303/577	PMC53	1
0807128A	303/577	PMC53	1
0807129A	303/577	PMC53	1
0807129B	303/577	PMC53	1
0807130A	303/577	PMC53	1
0807130B	303/577	PMC53	1
0807131	303/577	PMC53	1
0807134	303/577	PMC53	1
0807137A	303/577	PMC53	1
0807138A	303/577	PMC53	1
0807138B	303/577	PMC53	1
0807139A	303/577	PMC53	1
0807140	303/577	PMC53	1
0807145B	303/577	PMC53	1
0807145C	303/577	PMC53	1
0807151A	303/577	PMC53	1
0807153A	303/577	PMC53	1
0807153B	303/577	PMC53	1
0807153C	303/577	PMC53	1
0807198	V1	1207/17	1
0807253	303/577	PMC53	1
0807255A	303/577	PMC53	1
0807256	303/577	PMC53	1
0807260	303/577	PMC53	1
0807263	303/577	PMC53	1
0807264	303/577	PMC53	1
0807267A	303/577	PMC53	1
0807267B	303/577	PMC53	1
0807271	303/577	PMC53	1
0807272A	303/577	PMC53	1
0807272B	303/577	PMC53	1
0807278A	303/577	PMC53	1
0807278B	303/577	PMC53	1
0807278C	303/577	PMC53	1
0807292A	303/577	PMC53	1
0807292B	303/577	PMC53	1
0807293A	303/577	PMC53	1
0807293B	303/577	PMC53	1
0807294	303/577	PMC53	1
0807300A	303/577	PMC53	1
0807300B	303/577	PMC53	1
0807301	303/577	PMC53	1
0807304A	303/577	PMC53	1
0807304B	303/577	PMC53	1
0807307A	303/577	PMC53	1
0807313A	303/577	PMC53	1
0807313B	303/577	PMC53	1
0807315	303/577	PMC53	1
0807324A	303/577	PMC53	1
0807324B	303/577	PMC53	1
0807324C	303/577	PMC53	1
0807331	303/577	PMC53	1
0807332A	303/577	PMC53	1
0807332B	303/577	PMC53	1
0807332C	303/577	PMC53	1
0807347	303/577	PMC53	1
0807350	303/577	PMC53	1
0807413B	14/74	C182/40	1
0807414A	14/74	C182/40	1
0807414B	14/74	C182/40	1
0807414D	14/74	C182/40	1
0807415A	14/74	C182/40	1
0807415B	14/74	C182/40	1
0807419A	14/74	C182/40	1
0807437	14/74	C182/40	1
0807533	12/53	C182/40	1
0807543A	12/53	C182/40	1
0807578A	14/74	C182/40	1
0807578B	14/74	C182/40	1
0807578D	14/74	C182/40	1
0807584A	14/74	C182/40	1
0807584B	14/74	C182/40	1
0807584C	14/74	C182/40	1
0807585A	14/74	C182/40	1
0807585B	14/74	C182/40	1
0807590A	14/74	C182/40	1
0807590B	14/74	C182/40	1
0807596A	14/74	C182/40	1
0807596B	14/74	C182/40	1
0807596D	14/74	C182/40	1
0807597A	14/74	C182/40	1
0807597B	14/74	C182/40	1
0807621	V1	1207/17	1
0807630	V1	1207/17	1
0807650B	12/53	1207/17	1
0807702	V1	1207/17	1
0807713	12/53	1207/17	1
0807714	12/53	1207/17	1
0807718	12/53	1207/17	1
0807751	1207/17	PMC53	1
0807755B	1207/17	PMC53	1
0807755C	1207/17	PMC53	1
0807756	1207/17	PMC53	1
0807767A	1207/17	PMC53	1
0807767B2	1207/17	PMC53	1
0807775	12/53	1207/17	1
0807784A	12/53	1207/17	1
0807785B	12/53	1207/17	1
0807803	V1	1207/17	1
0807821	V1	1207/17	1
0807824	V1	1207/17	1
0807843A	14/74	C182/40	1
0807843B	14/74	C182/40	1
0807843C	14/74	C182/40	1
0807847	1207/17	PMC53	1
0807854	1207/17	PMC53	1
0807857	1207/17	PMC53	1
0807876	14/74	C182/40	1
0807877A	14/74	C182/40	1
0807877B	14/74	C182/40	1
0807930A	1207/17	PMC53	1
0807930B	1207/17	PMC53	1
0807946A	12/53	C182/40	1
0807981	1207/17	PMC53	1
0808032	C182/40	PMC53	1
0808072	C182/40	PMC53	1
0808094	C182/40	PMC53	1
0808100	C182/40	PMC53	1
0808114	14/74	C182/40	1
0808132	12/53	1207/17	1
0808139A	PC110	SFS150	1
0808142A	12/53	1207/17	1
0808166A	C182/40	PMC53	1
0808166B	C182/40	PMC53	1
0808166D	C182/40	PMC53	1
0808191	C182/40	PMC53	1
0808195B	C182/40	PMC53	1
0808195C	C182/40	PMC53	1
0808210	C182/40	PMC53	1
0808235A	12/53	C182/40	1
0808242A	12/53	C182/40	1
0808242C	12/53	C182/40	1
0808250	12/53	C182/40	1
0808303A	12/53	C182/40	1
0808303B	12/53	C182/40	1
0808307A	12/53	C182/40	1
0808307B	12/53	C182/40	1
0808310A	12/53	C182/40	1
0808310B	12/53	C182/40	1
0808315	PC110	303/577	1
0808331A	1207/17	1/92	1
0808331B	1207/17	1/92	1
0808351	C182/40	PMC53	1
0808365B	1207/17	1/92	1
0808369B	1207/17	1/92	1
0808382A	C182/40	PMC53	1
0808382B	C182/40	PMC53	1
0808386	C182/40	PMC53	1
0808391A	C182/40	PMC53	1
0808391B	C182/40	PMC53	1
0808392	C182/40	PMC53	1
0808393A	C182/40	PMC53	1
0808402	V1	C182/40	1
0808416	12/53	C182/40	1
0808418A	12/53	C182/40	1
0808420	12/53	C182/40	1
0808425B	12/53	C182/40	1
0808425C	12/53	C182/40	1
0808426	12/53	C182/40	1
0808445A	14/74	C182/40	1
0808445B	14/74	C182/40	1
0808450	14/74	C182/40	1
0808453	12/53	C182/40	1
0808468	C182/40	1/92	1
0808490	C182/40	PMC53	1
0808507	C182/40	1/92	1
0808517B	C182/40	PMC53	1
0808519A	C182/40	PMC53	1
0808519B	C182/40	PMC53	1
0808541	C182/40	1/92	1
0808567	C182/40	PMC53	1
0808590	C182/40	PMC53	1
0808593	12/53	1207/17	1
0808618	12/53	C182/40	1
0808625A	12/53	C182/40	1
0808649A	C182/40	1/92	1
0808649B	C182/40	1/92	1
0808651	C182/40	1/92	1
0808665A	C182/40	1/92	1
0808665B	C182/40	1/92	1
0808677	C182/40	1/92	1
0808704	C182/40	1/92	1
0808710	C182/40	1/92	1
0808712A	C182/40	1/92	1
0808712B	C182/40	1/92	1
0808712C	C182/40	1/92	1
0808721	C182/40	1/92	1
0808764	C182/40	1/92	1
0808771A	C182/40	1/92	1
0808771B	C182/40	1/92	1
0808810	C182/40	V1	1
0808821B	C182/40	12/53	1
0808829	C182/40	12/53	1
0810130B	PC110	CH3	1
1000004A	303/577	PC80	1
1000004B	303/577	PC80	1
1000004C	303/577	PC80	1
1000016A	303/577	PC80	1
1000016B	303/577	PC80	1
1000022A	BB2	PC80	1
1000023A	BB2	PC80	1
1000024A	BB2	PC80	1
1000024B	BB2	PC80	1
1000033A	BB2	PC80	1
1000033B	BB2	PC80	1
1000038	BB2	PC80	1
1000040B	BB2	PC80	1
1000044A	BB2	PC80	1
1000044B	BB2	PC80	1
1000046A	BB2	PC80	1
1000046B	BB2	PC80	1
1000052A	PC80	SFS204	1
1000052B	PC80	SFS204	1
1000067A	PC80	SFS204	1
1000067B	PC80	SFS204	1
1000067C	PC80	SFS204	1
1000070C	PC80	SFS204	1
1000078A	PC80	SFS204	1
1000078B	PC80	SFS204	1
1000080B	PC80	SFS204	1
1000085B	PC80	SFS204	1
1000133	BB35	PMC53	1
1000166	BB2	PC80	1
1000171	BB2	PC80	1
1000176A	BB2	PC80	1
1000176B	BB2	PC80	1
1000178A	BB2	PC80	1
1000178B	BB2	PC80	1
1000183A	303/577	PC80	1
1000183B	303/577	PC80	1
1000184	303/577	PC80	1
1000185A	303/577	PC80	1
1000185B	303/577	PC80	1
1000187A	303/577	PC80	1
1000187B	303/577	PC80	1
1000204	SFS204	1/92	1
1000206	SFS204	1/92	1
1000258	PC80	SFS204	1
1000261A	PC80	SFS204	1
1000261B	PC80	SFS204	1
1000263	PC80	SFS204	1
1000269A	PC80	SFS204	1
1000269C	PC80	SFS204	1
1000270A	PC80	SFS204	1
1000275A	PC80	SFS204	1
1000276	PC80	SFS204	1
1000280B	PC80	SFS204	1
1000287	PC80	SFS204	1
1000296	PC80	SFS204	1
1000300A	PC80	SFS204	1
1000300C	PC80	SFS204	1
1000300D	PC80	SFS204	1
1000304A	BB5	PC80	1
1000304B	BB5	PC80	1
1000305	BB5	PC80	1
1000312B	BB2	PC80	1
1000313A	BB2	PC80	1
1000313B	BB2	PC80	1
1000329	303/577	PMC53	1
1000333A	303/577	PMC53	1
1000333B	303/577	PMC53	1
1000333C	303/577	PMC53	1
1000333D	303/577	PMC53	1
1000339	303/577	PMC53	1
1000348A	303/577	PMC53	1
1000348B	303/577	PMC53	1
1000361A	BB35	PMC53	1
1000364	BB35	PMC53	1
1000464	PC80	1/92	1
1000467A	PC80	1/92	1
1000467B	PC80	1/92	1
1000470D	PC80	1/92	1
1000471A	BB35	PMC53	1
1000471B	BB35	PMC53	1
1000486B	BB35	PMC53	1
1000498A	BB5	PMC53	1
1000499A	BB5	PMC53	1
1000499B	BB5	PMC53	1
1000499C	BB5	PMC53	1
1000516A	BB5	PMC53	1
1000526A	PC80	SFS204	1
1000526B	PC80	SFS204	1
1000535B	PC80	SFS204	1
1000537A	PC80	SFS204	1
1000538A	PC80	SFS204	1
1000538B	PC80	SFS204	1
1000540	PC80	SFS204	1
1000550A	PC80	SFS204	1
1000552A	PMC53	PC80	1
1000552B	PMC53	PC80	1
1000554A	PMC53	PC80	1
1000554B	PMC53	PC80	1
1000554C	PMC53	PC80	1
1000555A	PMC53	PC80	1
1000555B	PMC53	PC80	1
1000555C	PMC53	PC80	1
1000568	BB2	PC80	1
1000569A	BB2	PC80	1
1000569B	BB2	PC80	1
1000601	303/577	1/92	1
1000611	303/577	1/92	1
1000629A	BB5	303/577	1
1000629B	BB5	303/577	1
1000635	BB5	303/577	1
1000652A	PC80	PC108	1
1000652C	PC80	PC108	1
1000655B	PC80	PC108	1
1000655C	PC80	PC108	1
1000659A	PC80	PC108	1
1000659B	PC80	PC108	1
1000659C	PC80	PC108	1
1000673	SFS204	PC108	1
1000681	SFS204	PC108	1
1000685	SFS204	PC108	1
1000690	SFS204	PC108	1
1000704A	SFS204	1/92	1
1000704B	SFS204	1/92	1
1000706	SFS204	1/92	1
1000725A	303/577	PC80	1
1000725B	303/577	PC80	1
1000729A	303/577	PC80	1
1000729B	303/577	PC80	1
1000729C	303/577	PC80	1
1000729E	303/577	PC80	1
1000735	303/577	PC80	1
1000748	BB2	PC80	1
1000754A	BB2	PC80	1
1000754B	BB2	PC80	1
1000756A	BB2	PC80	1
1000756B	BB2	PC80	1
1000765A	BB2	PC80	1
1000765B	BB2	PC80	1
1000770	BB2	PC80	1
1000780	BB35	PC108	1
1000781A	BB35	PC108	1
1000781B	BB35	PC108	1
1000784A	BB35	PC108	1
1000792A	BB5	1/92	1
1000792B	BB5	1/92	1
1000815B	BB5	1/92	1
1000817A	BB5	1/92	1
1000817B	BB5	1/92	1
1000820A	BB5	1/92	1
1000820B	BB5	1/92	1
1000820C	BB5	1/92	1
1000832	PC80	1/92	1
1000834	PC80	1/92	1
1000842A	PC80	1/92	1
1000846A	PC80	1/92	1
1000849A	PC80	1/92	1
1000849B	PC80	1/92	1
1000862A	SFS204	1/92	1
1000862B	SFS204	1/92	1
1000862C	SFS204	1/92	1
1000867A	SFS204	1/92	1
1000889A	PMC53	PC108	1
1000889B	PMC53	PC108	1
1000972	PC80	PC108	1
1000976	PC80	PC108	1
1000979	PC80	PC108	1
1000999A	PC80	PC108	1
1001001A	PC80	PC108	1
1001001B	PC80	PC108	1
1001001C	PC80	PC108	1
1001006A	PC80	PC108	1
1001010	PC80	PC108	1
1001022A	BB2	1/92	1
1001022B	BB2	1/92	1
1001024A	BB2	1/92	1
1001024B	BB2	1/92	1
1001024C	BB2	1/92	1
1001030	BB2	1/92	1
1001045A	BB35	PC80	1
1001045B	BB35	PC80	1
1001045C	BB35	PC80	1
1001093A	BB2	1/92	1
1001093B	BB2	1/92	1
1001095A	BB2	1/92	1
1001095B	BB2	1/92	1
1001096	BB2	1/92	1
1001098	BB2	1/92	1
1001100A	BB2	1/92	1
1001100B	BB2	1/92	1
1001102	PC80	PC108	1
1001104B	PC80	PC108	1
1001106B	PC80	PC108	1
1001109A	PC80	PC108	1
1001109B	PC80	PC108	1
1001109C	PC80	PC108	1
1001111A	303/577	PC108	1
1001111B	303/577	PC108	1
1001112	303/577	PC108	1
1001116	303/577	PC108	1
1001134A	BB5	PC80	1
1001134B	BB5	PC80	1
1001134C	BB5	PC80	1
1001153A	PC80	PC108	1
1001153B	PC80	PC108	1
1001162A	SFS204	PC108	1
1001163	SFS204	PC108	1
1001176A	SFS204	PC108	1
1001176B	SFS204	PC108	1
1001186	SFS204	PC108	1
1001202A	BB5	303/577	1
1001202B	BB5	303/577	1
1001203	BB5	303/577	1
1001213A	PC80	SFS204	1
1001213C	PC80	SFS204	1
1001216	PC80	SFS204	1
1001224A	BB2	PC108	1
1001224B	BB2	PC108	1
1001230A	BB2	PC108	1
1001230B	BB2	PC108	1
1001230C	BB2	PC108	1
1001238	BB2	PC108	1
1001245	BB2	PC108	1
1001249A	BB2	PC108	1
1001249B	BB2	PC108	1
1001250A	BB2	PC108	1
1001251A	303/577	PC80	1
1001251C	303/577	PC80	1
1001252	303/577	PC80	1
1001253A	303/577	PC80	1
1001253B	303/577	PC80	1
1001255A	303/577	PC80	1
1001255B	303/577	PC80	1
1001258B	303/577	PC80	1
1001261A	303/577	PC80	1
1001261B	303/577	PC80	1
1001261C	303/577	PC80	1
1001261D	303/577	PC80	1
1001290A	SFS204	1/92	1
1001290B	SFS204	1/92	1
1001292	SFS204	1/92	1
1001327B	PC80	PC108	1
1001334A	SFS204	1/92	1
1001335B	SFS204	1/92	1
1001336A	SFS204	1/92	1
1001336C	SFS204	1/92	1
1001337A	SFS204	1/92	1
1001337B	SFS204	1/92	1
1001347A	PC80	1/92	1
1001347B	PC80	1/92	1
1001349A	PC80	1/92	1
1001349B	PC80	1/92	1
1001349C	PC80	1/92	1
1001354A	PC80	1/92	1
1001355	PC80	1/92	1
1001356	PC80	1/92	1
1001360B	PC80	1/92	1
1001371A	PMC53	PC80	1
1001376A	BB2	PC108	1
1001376B	BB2	PC108	1
1001377	BB2	PC108	1
1001390B	PC108	1/92	1
1001391A	SFS204	PC108	1
1001392A	SFS204	PC108	1
1001392B	SFS204	PC108	1
1001400A	SFS204	PC108	1
1001400B	SFS204	PC108	1
1001402	SFS204	PC108	1
1001409	SFS204	PC108	1
1001423A	PC80	1/92	1
1001427A	PC80	1/92	1
1001431A	BB5	1/92	1
1001431B	BB5	1/92	1
1001441	SFS204	1/92	1
1001444A	SFS204	1/92	1
1001444C	SFS204	1/92	1
1001454A	303/577	PC108	1
1001454B	303/577	PC108	1
1001456A	303/577	PC108	1
1001459D	303/577	PC108	1
1001466	BB2	PC108	1
1001470	BB2	PC108	1
1001472A	SFS204	1/92	1
1001472B	SFS204	1/92	1
1001472C	SFS204	1/92	1
1001482B	SFS204	1/92	1
1001483A	SFS204	1/92	1
1001483B	SFS204	1/92	1
1001483C	SFS204	1/92	1
1001485	SFS204	1/92	1
1001486A	SFS204	1/92	1
1001486B	SFS204	1/92	1
1001487	SFS204	1/92	1
1001513	PC80	PC108	1
1001535A	PC80	PC108	1
1001535B	PC80	PC108	1
1001536A	PC80	PC108	1
1001539A	PC80	PC108	1
1001539B	PC80	PC108	1
1001552A	SFS204	PC108	1
1001552B	SFS204	PC108	1
1001553A	SFS204	PC108	1
1001554B	SFS204	PC108	1
1001566	SFS204	PC108	1
1001569A	SFS204	PC108	1
1001592B	PC80	1/92	1
1001595B	PC80	1/92	1
1001595C	PC80	1/92	1
1001598B	PC80	1/92	1
1001599A	PC80	1/92	1
1001601A	PC80	1/92	1
1001601B	PC80	1/92	1
1001616	PC80	1/92	1
1001632A	PC80	1/92	1
1001646A	PC80	1/92	1
1001646B	PC80	1/92	1
1001646D	PC80	1/92	1
1001648A	PC80	1/92	1
1001648B	PC80	1/92	1
1001648C	PC80	1/92	1
1001649C	PC80	1/92	1
1001652A	BB35	SFS204	1
1001652B	BB35	SFS204	1
1001664	BB2	PC80	1
1001680	BB2	PC80	1
1001682A	303/577	1/92	1
1001682B	303/577	1/92	1
1001682C	303/577	1/92	1
1001682D	303/577	1/92	1
1001683A	303/577	1/92	1
1001683B	303/577	1/92	1
1001684A	303/577	1/92	1
1001684B	303/577	1/92	1
1001685A	303/577	1/92	1
1001685B	303/577	1/92	1
1001697A	PC80	1/92	1
1001697B	PC80	1/92	1
1001697C	PC80	1/92	1
1001697D	PC80	1/92	1
1001699A	PC80	1/92	1
1001701A	PC80	1/92	1
1001708A	PC80	1/92	1
1001708B	PC80	1/92	1
1001716	PC80	1/92	1
1001726A	PMC53	SFS204	1
1001726B	PMC53	SFS204	1
1001726C	PMC53	SFS204	1
1001726D	PMC53	SFS204	1
1001727A	PMC53	SFS204	1
1001727B	PMC53	SFS204	1
1001741	SFS204	PC108	1
1001742A	SFS204	PC108	1
1001743	SFS204	PC108	1
1001748A	SFS204	PC108	1
1001760A	SFS204	PC108	1
1001785	303/577	PMC53	1
1001786A	303/577	PMC53	1
1001786B	303/577	PMC53	1
1001789	303/577	PMC53	1
1001797A	303/577	PMC53	1
1001797B	303/577	PMC53	1
1001797C	303/577	PMC53	1
1001797D	303/577	PMC53	1
1001798A	303/577	PMC53	1
1001798B	303/577	PMC53	1
1001799A	303/577	PMC53	1
1001799B	303/577	PMC53	1
1001801A	303/577	PMC53	1
1001803	303/577	PMC53	1
1001812	303/577	PMC53	1
1001814	303/577	PMC53	1
1001817	303/577	PMC53	1
1001820	303/577	PMC53	1
1001821A	SFS204	1/92	1
1001821B	SFS204	1/92	1
1001821C	SFS204	1/92	1
1001822	SFS204	1/92	1
1001823	SFS204	1/92	1
1001825	SFS204	1/92	1
1001828A	SFS204	1/92	1
1001828B	SFS204	1/92	1
1001828C	SFS204	1/92	1
1001831	SFS204	1/92	1
1001838C	SFS204	1/92	1
1001840A	SFS204	1/92	1
1001840B	SFS204	1/92	1
1001851	BB2	PC80	1
1001859	BB2	PC80	1
1001861A	BB2	PC80	1
1001861B	BB2	PC80	1
1001861C	BB2	PC80	1
1001866	BB2	PC80	1
1001870A	BB2	PC80	1
1001870B	BB2	PC80	1
1001873	BB35	PC80	1
1001885A	PC80	PC108	1
1001885B	PC80	PC108	1
1001886A	PC80	PC108	1
1001886B	PC80	PC108	1
1001913	303/577	PMC53	1
1001916	303/577	PMC53	1
1001929A	303/577	PMC53	1
1001929B	303/577	PMC53	1
1001934A	PMC53	PC80	1
1001934B	PMC53	PC80	1
1001946A	PMC53	PC80	1
