ID	Par1	Par2	gener
1106968B	1704/17	9400310	2
1106985	1704/17	9400310	2
1107014	9400248	9813850B	2
1107018B	9400248	9813850B	2
1107061A	9713644C	1704/17	2
1107061C	9713644C	1704/17	2
1107067B	9713644C	1704/17	2
1107068A	9713644C	1704/17	2
1107068B	9713644C	1704/17	2
1107068C	9713644C	1704/17	2
1107068D	9713644C	1704/17	2
1107069A	9713644C	1704/17	2
1107069B	9713644C	1704/17	2
1107071A	9713644C	1704/17	2
1107071B	9713644C	1704/17	2
1107084A	9713644C	1704/17	2
1107084B	9713644C	1704/17	2
1107086	9713644C	1704/17	2
1107087A	9713644C	1704/17	2
1107087B	9713644C	1704/17	2
1107087C	9713644C	1704/17	2
1107093B	9713644C	1704/17	2
1107093C	9713644C	1704/17	2
1107097A	9713644C	1704/17	2
1107100A	9713644C	1704/17	2
1107100B	9713644C	1704/17	2
1107106A	9803076C	1704/17	2
1107106B	9803076C	1704/17	2
1107106C	9803076C	1704/17	2
1107106E	9803076C	1704/17	2
1107122A	9501622B	9400310	2
1107122B	9501622B	9400310	2
1107138A	9501622B	9400310	2
1107151A	1704/17	9400310	2
1107151B	1704/17	9400310	2
1107152	1704/17	9400310	2
1107158A	1704/17	9400310	2
1107158B	1704/17	9400310	2
1107170	1704/17	9400310	2
1107176B	1704/17	9400310	2
1107186A	1704/17	9400310	2
1107191B	9713644C	9400248	2
1107195	9713644C	9400248	2
1107199A	9713644C	9400248	2
1107199B	9713644C	9400248	2
1107205	9713644C	9400248	2
1107207A	9713644C	9400248	2
1107207B	9713644C	9400248	2
1107207C	9713644C	9400248	2
1107214	9713644C	9400248	2
1107215A	9713644C	9400248	2
1107220A	9713644C	9400248	2
1107220B	9713644C	9400248	2
1107253	1704/17	9806490B	2
1107268A	9501622B	9400310	2
1107268C	9501622B	9400310	2
1107351A	9803076C	1704/17	2
1107372A	9803076C	9501529B	2
1107372B	9803076C	9501529B	2
1107372C	9803076C	9501529B	2
1107376A	9803076C	9501529B	2
1107376B	9803076C	9501529B	2
1107378	9803076C	9501529B	2
1107387	9803076C	9501529B	2
1107393A	9803076C	9501529B	2
1107393B	9803076C	9501529B	2
1107395A	9803076C	9501529B	2
1107395B	9803076C	9501529B	2
1107395C	9803076C	9501529B	2
1107395D	9803076C	9501529B	2
1107399A	9803076C	9501529B	2
1107399B	9803076C	9501529B	2
1107404A	9803076C	1704/17	2
1107404C	9803076C	1704/17	2
1107409	9803076C	1704/17	2
1107410	9803076C	1704/17	2
1107462	1704/17	9715075B	2
1107463	1704/17	9715075B	2
1107470	1704/17	9715075B	2
1107512	9400248	1704/17	2
1107515A	9400248	1704/17	2
1107515C	9400248	1704/17	2
1107528	9400248	1704/17	2
1107531A	9400310	9715075B	2
1107531B	9400310	9715075B	2
1107535A	9400310	9715075B	2
1107535B	9400310	9715075B	2
1107535C	9400310	9715075B	2
1107537	9400310	9715075B	2
1107567	9501622B	9715075B	2
1107606A	9803076C	9715075B	2
1107606B	9803076C	9715075B	2
1107620A	9803076C	9715075B	2
1107623A	9803076C	9715075B	2
1107625B	9803076C	9715075B	2
1107625C	9803076C	9715075B	2
1107627	9803076C	9715075B	2
1107664A	9400248	1704/17	2
1107664B	9400248	1704/17	2
1107676A	1704/17	9806490B	2
1107676B	1704/17	9806490B	2
1107676C	1704/17	9806490B	2
1107688C	1704/17	9806490B	2
1107698B	1704/17	9806490B	2
1107701	9806490B	1704/17	2
1107702A	9806490B	1704/17	2
1107702B	9806490B	1704/17	2
1107706A	9806490B	1704/17	2
1107706B	9806490B	1704/17	2
1107708A	9806490B	1704/17	2
1107708B	9806490B	1704/17	2
1107708C	9806490B	1704/17	2
1107709	9806490B	1704/17	2
1107711A	9806490B	1704/17	2
1107711B	9806490B	1704/17	2
1107712A	9806490B	1704/17	2
1107712B	9806490B	1704/17	2
1107714B	9806490B	1704/17	2
1107714C	9806490B	1704/17	2
1107715A	9806490B	1704/17	2
1107715B	9806490B	1704/17	2
1107717A	9806490B	1704/17	2
1107717B	9806490B	1704/17	2
1107717C	9806490B	1704/17	2
1107717D	9806490B	1704/17	2
1107721A	9806490B	1704/17	2
1107723B	9806490B	1704/17	2
1107724A	9806490B	1704/17	2
1107724B	9806490B	1704/17	2
1107726A	9806490B	1704/17	2
1107726B	9806490B	1704/17	2
1107727A	9806490B	1704/17	2
1107727B	9806490B	1704/17	2
1107730A	9806490B	1704/17	2
1107730B	9806490B	1704/17	2
1107731	9806490B	1704/17	2
1107732A	9806490B	1704/17	2
1107732C	9806490B	1704/17	2
1107733A	9806490B	1704/17	2
1107733B	9806490B	1704/17	2
1107738	9806490B	1704/17	2
1107742A	9806490B	1704/17	2
1107742B	9806490B	1704/17	2
1107742C	9806490B	1704/17	2
1107747A	9806490B	1704/17	2
1107747B	9806490B	1704/17	2
1107749A	9806490B	1704/17	2
1107749B	9806490B	1704/17	2
1107749C	9806490B	1704/17	2
1107750A	9806490B	1704/17	2
1107751A	9806490B	1704/17	2
1107751B	9806490B	1704/17	2
1107751C	9806490B	1704/17	2
1107753A	9806490B	1704/17	2
1107753B	9806490B	1704/17	2
1107754	9806490B	1704/17	2
1107754A1	9806490B	1704/17	2
1107754A2	9806490B	1704/17	2
1107757A	9806490B	1704/17	2
1107757B	9806490B	1704/17	2
1107757C	9806490B	1704/17	2
1107757D	9806490B	1704/17	2
1107779	9400248	9715075B	2
1107785A	1704/17	9806490B	2
1107814C	1704/17	9806490B	2
1107830D	9501622B	9806275A	2
1107832A	9501622B	9806275A	2
1107852A	9501622B	9806275A	2
1107852B	9501622B	9806275A	2
1107852C	9501622B	9806275A	2
1107852D	9501622B	9806275A	2
1107853A	9501622B	9806275A	2
1107853B	9501622B	9806275A	2
1107853E	9501622B	9806275A	2
1107861A	9400310	9715075B	2
1107861B	9400310	9715075B	2
1107861C	9400310	9715075B	2
1107867A	9400310	9715075B	2
1107867B	9400310	9715075B	2
1107867C	9400310	9715075B	2
1107872B	9400310	9715075B	2
1107882A	9803076C	9715075B	2
1107882B	9803076C	9715075B	2
1107899A	9803076C	9715075B	2
1107899B	9803076C	9715075B	2
1107905A	9803076C	9715075B	2
1107905B	9803076C	9715075B	2
1107910A	9803076C	9715075B	2
1107910B	9803076C	9715075B	2
1107922A	9806490B	1704/17	2
1107922B	9806490B	1704/17	2
1107922D	9806490B	1704/17	2
1107923A	9806490B	1704/17	2
1107923B	9806490B	1704/17	2
1107923C	9806490B	1704/17	2
1107924	9806490B	1704/17	2
1107925	9806490B	1704/17	2
1107926A	9806490B	1704/17	2
1107926B	9806490B	1704/17	2
1107926C	9806490B	1704/17	2
1107934A	9501622B	9400310	2
1107934B	9501622B	9400310	2
1107963A	1704/17	9501529B	2
1107964B	1704/17	9501529B	2
1107964C	1704/17	9501529B	2
1107967	1704/17	9501529B	2
1107977A	1704/17	9501529B	2
1107977B	1704/17	9501529B	2
1107985A	9803076C	9715075B	2
1107985B	9803076C	9715075B	2
1107992A	9803076C	9715075B	2
1107992B	9803076C	9715075B	2
1107992C	9803076C	9715075B	2
1107992D	9803076C	9715075B	2
1107996B	9803076C	9715075B	2
1108034B	9400248	9713644C	2
1108044	9400248	9713644C	2
1108074B	1704/17	9806275A	2
1108087B	9501622B	9806275A	2
1108128B	9400248	1704/17	2
1108168	1704/17	9806275A	2
1108208B	1704/17	9806490B	2
1108214A	1704/17	9806275A	2
1108214B	1704/17	9806275A	2
1108214C	1704/17	9806275A	2
1108214D	1704/17	9806275A	2
1108244A	1704/17	9806490B	2
1108244B	1704/17	9806490B	2
1108246A	1704/17	9806490B	2
1108246B	1704/17	9806490B	2
1108253A	1704/17	9806490B	2
1108253B	1704/17	9806490B	2
1108258	1704/17	9806490B	2
1108259	1704/17	9806490B	2
1108272A	1704/17	9806490B	2
1108272B	1704/17	9806490B	2
1108274	1704/17	9806490B	2
1108275A	1704/17	9806490B	2
1108278A	1704/17	9806490B	2
1108278B	1704/17	9806490B	2
1108280	1704/17	9806490B	2
1108292	9713644C	9400248	2
1108294	9713644C	9400248	2
1108302	9806490B	9501529B	2
1108303	9806490B	9501529B	2
1108306A	9806490B	9501529B	2
1108306B	9806490B	9501529B	2
1108306C	9806490B	9501529B	2
1108308A	9806490B	9501529B	2
1108308B	9806490B	9501529B	2
1108308C	9806490B	9501529B	2
1108319A	9806490B	9501529B	2
1108319B	9806490B	9501529B	2
1108320B	9806490B	9501529B	2
1108321A	9806490B	9501529B	2
1108321B	9806490B	9501529B	2
1108321D	9806490B	9501529B	2
1108321E	9806490B	9501529B	2
1108322	9806490B	9501529B	2
1108327A	9806490B	9501529B	2
1108327B	9806490B	9501529B	2
1108327C	9806490B	9501529B	2
1108327E	9806490B	9501529B	2
1108328A	9806490B	9501529B	2
1108328B	9806490B	9501529B	2
1108328C	9806490B	9501529B	2
1108332B	CH3	9501529B	2
1108334	CH3	9501529B	2
1108336A	CH3	9501529B	2
1108336B	CH3	9501529B	2
1108336C	CH3	9501529B	2
1108336D	CH3	9501529B	2
1108336E	CH3	9501529B	2
1108337A	CH3	9501529B	2
1108337B	CH3	9501529B	2
1108337C	CH3	9501529B	2
1108337D	CH3	9501529B	2
1108337E	CH3	9501529B	2
1108342A	CH3	9501529B	2
1108342B	CH3	9501529B	2
1108342C	CH3	9501529B	2
1108344A	CH3	9501529B	2
1108344B	CH3	9501529B	2
1108344C	CH3	9501529B	2
1108344D	CH3	9501529B	2
1108347A	CH3	9501529B	2
1108347B	CH3	9501529B	2
1108347C	CH3	9501529B	2
1108348A	CH3	9501529B	2
1108348B	CH3	9501529B	2
1108348C	CH3	9501529B	2
1108348D	CH3	9501529B	2
1108349A	CH3	9501529B	2
1108349B	CH3	9501529B	2
1108349C	CH3	9501529B	2
1108349D	CH3	9501529B	2
1108386A	9803076C	1704/17	2
1108386B	9803076C	1704/17	2
1108386C	9803076C	1704/17	2
1108386D	9803076C	1704/17	2
1108387	9803076C	1704/17	2
1108391A	9803076C	1704/17	2
1108391B	9803076C	1704/17	2
1108391C	9803076C	1704/17	2
1108395A	9803076C	1704/17	2
1108395A2	9803076C	1704/17	2
1108395B	9803076C	1704/17	2
1108395C	9803076C	1704/17	2
1108405	9713644C	9400310	2
1108407A	9713644C	9400310	2
1108407B	9713644C	9400310	2
1108408A	9713644C	9400310	2
1108413A	9713644C	9400310	2
1108413B	9713644C	9400310	2
1108414A	9713644C	9400310	2
1108414C	9713644C	9400310	2
1108418	9713644C	9400310	2
1108424A	9806490B	9501529B	2
1108424B	9806490B	9501529B	2
1108424C	9806490B	9501529B	2
1108425A	9806490B	9501529B	2
1108425B	9806490B	9501529B	2
1108425C	9806490B	9501529B	2
1108425D	9806490B	9501529B	2
1108428A	9806490B	9501529B	2
1108429B	9806490B	9501529B	2
1108430A	9806490B	9501529B	2
1108430B	9806490B	9501529B	2
1108447B	9400248	1704/17	2
1108458A	9400248	1704/17	2
1108458B	9400248	1704/17	2
1108461A	9400248	1704/17	2
1108461B	9400248	1704/17	2
1108467A	9400248	1704/17	2
1108469A	9400248	1704/17	2
1108476A	9806275A	9400310	2
1108476B	9806275A	9400310	2
1108495B	9501622B	9400310	2
1108518	9400310	9501622B	2
1108521	9400310	9501622B	2
1108522B	9400310	9501622B	2
1108528B	9400310	9501622B	2
1108529C	9400310	9501622B	2
1108560	9400310	9501622B	2
1108569	9400310	9501622B	2
1108573A	CH3	9501529B	2
1108573E	CH3	9501529B	2
1108574A	CH3	9501529B	2
1108575A	CH3	9501529B	2
1108575B	CH3	9501529B	2
1108575D	CH3	9501529B	2
1108578A	CH3	9501529B	2
1108578B	CH3	9501529B	2
1108578C	CH3	9501529B	2
1108583A	CH3	9501529B	2
1108583B	CH3	9501529B	2
1108583C	CH3	9501529B	2
1108583D	CH3	9501529B	2
1108585A	CH3	9501529B	2
1108585B	CH3	9501529B	2
1108587A	CH3	9501529B	2
1108587B	CH3	9501529B	2
1108587C	CH3	9501529B	2
1108589A	CH3	9501529B	2
1108589B	CH3	9501529B	2
1108622B	9806490B	9501529B	2
1108622C	9806490B	9501529B	2
1108624A	9806490B	9501529B	2
1108624B	9806490B	9501529B	2
1108625	9806490B	9501529B	2
1108626A	9806490B	9501529B	2
1108626B	9806490B	9501529B	2
1108628A	9806490B	9501529B	2
1108628B	9806490B	9501529B	2
1108629A	9806490B	9501529B	2
1108629B	9806490B	9501529B	2
1108629C	9806490B	9501529B	2
1108634A	9806490B	9501529B	2
1108634B	9806490B	9501529B	2
1108634C	9806490B	9501529B	2
1108635	9806490B	9501529B	2
1108639C	9806490B	9501529B	2
1108639D	9806490B	9501529B	2
1108641A	9806490B	9501529B	2
1108641B	9806490B	9501529B	2
1108643	9806490B	9501529B	2
1108644A	9806490B	9501529B	2
1108644B	9806490B	9501529B	2
1108644C	9806490B	9501529B	2
1108645A	9806490B	9501529B	2
1108645B	9806490B	9501529B	2
1108651B	9400248	9715075B	2
1108651C	9400248	9715075B	2
1108671A	9806490B	9501529B	2
1108671B	9806490B	9501529B	2
1108672	9806490B	9501529B	2
1108674A	9806490B	9501529B	2
1108674B	9806490B	9501529B	2
1108676A	9806490B	9501529B	2
1108676B	9806490B	9501529B	2
1108679	9806490B	9501529B	2
1108682A	9806490B	9501529B	2
1108682B	9806490B	9501529B	2
1108684A	9806490B	9501529B	2
1108684B	9806490B	9501529B	2
1108700C	9713644C	9715075B	2
1108700D	9713644C	9715075B	2
1108701A	1704/17	9813850B	2
1108701B	1704/17	9813850B	2
1108708	1704/17	9813850B	2
1108721A	9806490B	9813850B	2
1108723A	9806490B	9813850B	2
1108723B	9806490B	9813850B	2
1108723C	9806490B	9813850B	2
1108725	9806490B	9813850B	2
1108727A	9806490B	9813850B	2
1108728A	9806490B	9813850B	2
1108728B	9806490B	9813850B	2
1108728C	9806490B	9813850B	2
1108728D	9806490B	9813850B	2
1108728E	9806490B	9813850B	2
1108730A	9806490B	9813850B	2
1108730B	9806490B	9813850B	2
1108735	9806490B	9813850B	2
1108736A	9806490B	9813850B	2
1108736B	9806490B	9813850B	2
1108736C	9806490B	9813850B	2
1108739	9806490B	9813850B	2
1108741A	9806490B	9813850B	2
1108741B	9806490B	9813850B	2
1108742	9806490B	9813850B	2
1108743	9806490B	9813850B	2
1108746A	9806490B	9813850B	2
1108750	9806490B	9813850B	2
1108754A	CH3	9501529B	2
1108754B	CH3	9501529B	2
1108754C	CH3	9501529B	2
1108754D	CH3	9501529B	2
1108754E	CH3	9501529B	2
1108754F	CH3	9501529B	2
1108757B	CH3	9501529B	2
1108758B	CH3	9501529B	2
1108763A	CH3	9501529B	2
1108769A	CH3	9501529B	2
1108769B	CH3	9501529B	2
1108769C	9806490B	9813850B	2
1108770B	CH3	9501529B	2
1108772B	9806490B	9813850B	2
1108772C	9806490B	9813850B	2
1108773A	9806490B	9813850B	2
1108773B	9806490B	9813850B	2
1108775	9806490B	9813850B	2
1108779A	9806490B	9813850B	2
1108779B	9806490B	9813850B	2
1108779C	9806490B	9813850B	2
1108780A	9806490B	9813850B	2
1108780B	9806490B	9813850B	2
1108780C	9806490B	9813850B	2
1108781A	9806490B	9813850B	2
1108781B	9806490B	9813850B	2
1108784A	9806490B	9813850B	2
1108784B	9806490B	9813850B	2
1108785	9806490B	9813850B	2
1108789	9806490B	9813850B	2
1108800A	9806490B	9813850B	2
1108800B	9806490B	9813850B	2
1108805A	9806490B	9813850B	2
1108805B	9806490B	9813850B	2
1108805C	9806490B	9813850B	2
1108806A	9806490B	9813850B	2
1108806B	9806490B	9813850B	2
1108810A	9806490B	9813850B	2
1108810B	9806490B	9813850B	2
1108810C	9806490B	9813850B	2
1108812A	CH3	9501529B	2
1108812B	CH3	9501529B	2
1108812C	CH3	9501529B	2
1108820A	CH3	9501529B	2
1108820B	CH3	9501529B	2
1108820C	CH3	9501529B	2
1108820D	CH3	9501529B	2
1108884A	9501622B	9813850B	2
1108889A	9501622B	9813850B	2
1108889B	9501622B	9813850B	2
1108899B	9501622B	9813850B	2
1108902A	9501622B	9813850B	2
1108902B	9501622B	9813850B	2
1108902C	9501622B	9813850B	2
1108906A	9501622B	9813850B	2
1108908C	9501622B	9813850B	2
1108910A	9501622B	9813850B	2
1108910C	9501622B	9813850B	2
1108916A	9501622B	9813850B	2
1108921B	CH3	9501529B	2
1108922A	CH3	9501529B	2
1108922B	CH3	9501529B	2
1108922C	CH3	9501529B	2
1108922D	CH3	9501529B	2
1108929C	CH3	9501529B	2
1108929D	CH3	9501529B	2
1108930A	CH3	9501529B	2
1108930B	CH3	9501529B	2
1108932	9400310	9806275A	2
1108933A	9400310	9806275A	2
1108933B	9400310	9806275A	2
1108939	9400310	9806275A	2
1108943	9400310	9806275A	2
1108948	9400310	9806275A	2
1108955A	9400310	9806275A	2
1108955B	9400310	9806275A	2
1108961A	9400310	9806275A	2
1108961C	9400310	9806275A	2
1108961D	9400310	9806275A	2
1108962	9400310	9806275A	2
1108970A	9400310	9806275A	2
1108970B	9400310	9806275A	2
1108973	1704/17	9813850B	2
1108973A	1704/17	9813850B	2
1108973B	1704/17	9813850B	2
1108980	1704/17	9813850B	2
1108983C	1704/17	9813850B	2
1109085B	9501622B	9806275A	2
1109101A	9501622B	9806275A	2
1109101B	9501622B	9806275A	2
1109101C	9501622B	9806275A	2
1109145	9400310	9806275A	2
1109147	9400310	9806275A	2
1109152	9400310	9806275A	2
1109154A	9400310	9806275A	2
1109154C	9400310	9806275A	2
1109155A	9400310	9806275A	2
1109155B	9400310	9806275A	2
1109155C	9400310	9806275A	2
1109155D	9400310	9806275A	2
1109157A	9400310	9806275A	2
1109157B	9400310	9806275A	2
1109166A	9400310	9806275A	2
1109167	9400310	9806275A	2
1109167C	9400310	9806275A	2
1109169	9400310	9806275A	2
1109223	1704/17	9501529B	2
1109226A	1704/17	9501529B	2
1109226B	1704/17	9501529B	2
1109228A	1704/17	9501529B	2
1109228B	1704/17	9501529B	2
1109228C	1704/17	9501529B	2
1109259	1704/17	9501529B	2
1109270	1704/17	9501529B	2
1109299A	9400310	9715075B	2
1109299B	9400310	9715075B	2
1109300	9400310	9715075B	2
1109305	9400310	9715075B	2
1109320A	9501622B	9715075B	2
1109375A	9501529B	9806275A	2
1109375B	9501529B	9806275A	2
1109390	9501529B	9806275A	2
1109411A	9806275A	9713644C	2
1109411B	9806275A	9713644C	2
1109419	9806275A	9713644C	2
1109421	1704/17	9501529B	2
1109429A	1704/17	9501529B	2
1109429B	1704/17	9501529B	2
1109430	1704/17	9501529B	2
1109432	1704/17	9501529B	2
1109437	1704/17	9501529B	2
1109439A	1704/17	9501529B	2
1109439B	1704/17	9501529B	2
1109439C	1704/17	9501529B	2
1109440A	1704/17	9501529B	2
1109440B	1704/17	9501529B	2
1109441	1704/17	9501529B	2
1109442A	1704/17	9501529B	2
1109442B	1704/17	9501529B	2
1109443	1704/17	9501529B	2
1109446A2	1704/17	9501529B	2
1109462A	1704/17	9501529B	2
1109462B	1704/17	9501529B	2
1109524A	9400310	9715075B	2
1109524B	9400310	9715075B	2
1109525A	9400310	9715075B	2
1109525B	9400310	9715075B	2
1109526	9400310	9715075B	2
1109541A	1704/17	9715075B	2
1109541B	1704/17	9715075B	2
1109541C	1704/17	9715075B	2
1109541D	1704/17	9715075B	2
1109543A	1704/17	9715075B	2
1109543B	1704/17	9715075B	2
1109545A	1704/17	9715075B	2
1109545B	1704/17	9715075B	2
1109545C	1704/17	9715075B	2
1109545D	1704/17	9715075B	2
1109550	1704/17	9715075B	2
1109552	1704/17	9501529B	2
1109554	1704/17	9501529B	2
1109557A	1704/17	9501529B	2
1109557B	1704/17	9501529B	2
1109558	1704/17	9501529B	2
1109563	1704/17	9501529B	2
1109572B	9501529B	9715075B	2
1109580	9501529B	9715075B	2
1109580B	9501529B	9715075B	2
1109590A	9501529B	9715075B	2
1109590B	9501529B	9715075B	2
1109597	9501622B	9715075B	2
1109610A	9501622B	9715075B	2
1109675A	9400310	9813850B	2
1109675B	9400310	9813850B	2
1109679A	9400310	9813850B	2
1109679B	9400310	9813850B	2
1109680	9400310	9813850B	2
1109683	9400310	9813850B	2
1109686	9400310	9813850B	2
1109689A	9400310	9813850B	2
1109689B	9400310	9813850B	2
1109690A	9400310	9813850B	2
1109690B	9400310	9813850B	2
1109732	1704/17	9501622B	2
1109736	1704/17	9501622B	2
1109737	1704/17	9501622B	2
1109741A	9400310	9715075B	2
1109741C	9400310	9715075B	2
1109742	9400310	9715075B	2
1109748	9400310	9715075B	2
1109757A	9501622B	9715075B	2
1109757B	9501622B	9715075B	2
1109757C	9501622B	9715075B	2
1109757D	9501622B	9715075B	2
1109776A	1704/17	9501622B	2
1109776B	1704/17	9501622B	2
1109779	1704/17	9501622B	2
1109780A	1704/17	9501622B	2
1109780B	1704/17	9501622B	2
1109781	1704/17	9501622B	2
1109788B	1704/17	9501622B	2
1109789A	1704/17	9501622B	2
1109789B	1704/17	9501622B	2
1109789C	1704/17	9501622B	2
1109790A	1704/17	9501622B	2
1109792A	1704/17	9501622B	2
1109792B	1704/17	9501622B	2
1109798	1704/17	9501622B	2
1109801A	9400310	9715075B	2
1109801B	9400310	9715075B	2
1109803	9400310	9715075B	2
1109804A	9400310	9715075B	2
1109804B	9400310	9715075B	2
1109804C	9400310	9715075B	2
1109804D	9400310	9715075B	2
1109810	9400310	9715075B	2
1109852A	9501622B	9813850B	2
1109856B	9501622B	9813850B	2
1109862A	9501622B	9813850B	2
1109862B	9501622B	9813850B	2
1109862C	9501622B	9813850B	2
1109890A	1704/17	9501622B	2
1109890B	1704/17	9501622B	2
1109892A	1704/17	9501622B	2
1109893A	1704/17	9501622B	2
1109908A	9400310	9715075B	2
1109926A	9806275A	9715075B	2
1109965A	9501622B	9813850B	2
1109965B	9501622B	9813850B	2
1109992	9400310	9715075B	2
1110000	9400310	9715075B	2
1110008	1704/17	9501622B	2
1110012B	1704/17	9501622B	2
1110014	1704/17	9501622B	2
1110024B	9501622B	9715075B	2
1110031A	9501622B	9813850B	2
1110031B	9501622B	9813850B	2
1110031C	9501622B	9813850B	2
1110102	9400310	9715075B	2
1110118	9400310	9715075B	2
1110121A	9501622B	9813850B	2
1110121B	9501622B	9813850B	2
1110126A	9501622B	9813850B	2
1110126B	9501622B	9813850B	2
1110126C	9501622B	9813850B	2
1110133A	9501622B	9813850B	2
1110153	9806275A	9715075B	2
1110172A	9400310	9715075B	2
1110172B	9400310	9715075B	2
1110172C	9400310	9715075B	2
1110173	9400310	9715075B	2
1110174	9400310	9715075B	2
1110177	9400310	9715075B	2
1110178	9400310	9715075B	2
1110178A	9400310	9715075B	2
1110216	1704/17	9501529B	2
1110221	1704/17	9501529B	2
1110222A	1704/17	9501529B	2
1110222B	1704/17	9501529B	2
1110225	1704/17	9501529B	2
1110227B	1704/17	9501529B	2
1110238	1704/17	9501622B	2
1110240	1704/17	9501622B	2
1110278A	9501529B	9400310	2
1110282A	9501529B	9400310	2
1110305B	1704/17	9501529B	2
1110305C	1704/17	9501529B	2
1110313A	1704/17	9501529B	2
1110313B	1704/17	9501529B	2
1110327A	1704/17	9501529B	2
1110327B	1704/17	9501529B	2
1110327C	1704/17	9501529B	2
1110331A	1704/17	9501529B	2
1110331B	1704/17	9501529B	2
1110335	1704/17	9501529B	2
1110336A	1704/17	9501529B	2
1110336C	1704/17	9501529B	2
1110336D	1704/17	9501529B	2
1110337	1704/17	9501529B	2
1110341	9501622B	9715075B	2
1110342B	9501622B	9715075B	2
1110342C	9501622B	9715075B	2
1110349A	9501622B	9715075B	2
1110349C	9501622B	9715075B	2
1110356	9501622B	9715075B	2
1110360A	9501622B	9715075B	2
1110360B	9501622B	9715075B	2
1110360C	9501622B	9715075B	2
1110360D	9501622B	9715075B	2
1110372A	9501622B	9715075B	2
1110372B	9501622B	9715075B	2
1110388A	9501529B	9715075B	2
1110388B	9501529B	9715075B	2
1110395A	9501529B	9715075B	2
1110410	1704/17	9501622B	2
1110424A	9501622B	9715075B	2
1110424B	9501622B	9715075B	2
1110456A	9501622B	9715075B	2
1110456B	9501622B	9715075B	2
1110456C	9501622B	9715075B	2
1110457B	9501622B	9715075B	2
1110494A	9501529B	9715075B	2
1110494B	9501529B	9715075B	2
1110495	9501529B	9715075B	2
1110503B	1704/17	9501622B	2
1110505A	1704/17	9501622B	2
1110511	9400310	9501529B	2
1110512B	9400310	9501529B	2
1110512C	9400310	9501529B	2
1110548A	9501622B	9813850B	2
1110548B	9501622B	9813850B	2
1110581	9501529B	9806275A	2
1110619B	1704/17	9806275A	2
1110660	1704/17	9715075B	2
1110666A	1704/17	9806275A	2
1110666B	1704/17	9806275A	2
1110675	1704/17	9806275A	2
1110676	1704/17	9806275A	2
1110678	1704/17	9806275A	2
1110683A	1704/17	9806275A	2
1110683B	1704/17	9806275A	2
1110692A	1704/17	9806275A	2
1110692B	1704/17	9806275A	2
1110692D	1704/17	9806275A	2
1110692E	1704/17	9806275A	2
1110693	1704/17	9806275A	2
1110697	1704/17	9806275A	2
1110737A	9501529B	9715075B	2
1110743A	1704/17	9806275A	2
1110743B	1704/17	9806275A	2
1110759	1704/17	9806275A	2
1110789	1704/17	9713644C	2
1110792A	1704/17	9713644C	2
1110792B	1704/17	9713644C	2
1110793A	1704/17	9713644C	2
1110793B	1704/17	9713644C	2
1110797	1704/17	9713644C	2
1110809A	1704/17	9713644C	2
1110809B	1704/17	9713644C	2
1200001A	CH3	9501330	2
1200001C	CH3	9501330	2
1200003A	CH3	9501330	2
1200005A	CH3	9501330	2
1200005C	CH3	9501330	2
1200007A	CH3	9501330	2
1200007B	CH3	9501330	2
1200007C	CH3	9501330	2
1200016B	CH3	9501330	2
1200016C	CH3	9501330	2
1200016D	CH3	9501330	2
1200017A	CH3	9501330	2
1200017B	CH3	9501330	2
1200017C	CH3	9501330	2
1200017D	CH3	9501330	2
1200017F	CH3	9501330	2
1200018A	CH3	9501330	2
1200018B	CH3	9501330	2
1200018C	CH3	9501330	2
1200027A	CH3	9803076C	2
1200027B	CH3	9803076C	2
1200027C	CH3	9803076C	2
1200028A	CH3	9803076C	2
1200035A	CH3	9803076C	2
1200038C	CH3	9803076C	2
1200038E	CH3	9803076C	2
1200042C	CH3	9501330	2
1200044A	CH3	9501330	2
1200044D	CH3	9501330	2
1200044E	CH3	9501330	2
1200044F	CH3	9501330	2
1200046B	CH3	9501330	2
1200057B	CH3	9501330	2
1200094A	CH3	9803076C	2
1200094B	CH3	9803076C	2
1200099A	CH3	9803076C	2
1200099B	CH3	9803076C	2
1200099C	CH3	9803076C	2
1200102A	303/577	9803076C	2
1200102C	303/577	9803076C	2
1200104	303/577	9803076C	2
1200111A	303/577	9803076C	2
1200111B	303/577	9803076C	2
1200114	303/577	9803076C	2
1200116A	303/577	9803076C	2
1200116B	303/577	9803076C	2
1200117A	303/577	9803076C	2
1200121	303/577	9803076C	2
1200122A	303/577	9803076C	2
1200122B	303/577	9803076C	2
1200130A	303/577	9803076C	2
1200130B	303/577	9803076C	2
1200132	303/577	9803076C	2
1200136A	303/577	9803076C	2
1200136B	303/577	9803076C	2
1200144A	303/577	9803076C	2
1200144B	303/577	9803076C	2
1200145A	303/577	9803076C	2
1200145B	303/577	9803076C	2
1200152A	CH3	9803076C	2
1200183A	9501702	9803076C	2
1200183B	9501702	9803076C	2
1200183C	9501702	9803076C	2
1200184	9501702	9803076C	2
1200187A	9501702	9803076C	2
1200187B	9501702	9803076C	2
1200194	9501702	9803076C	2
1200198A	9501702	9803076C	2
1200198B	9501702	9803076C	2
1200199	9501702	9803076C	2
1200228B	9400208	9805110A	2
1200236	9400208	9805110A	2
1200299B	9400430	9805147E	2
1200310	9400430	9805147E	2
1200320	9400430	9805147E	2
1200343	303/577	9805106A	2
1200347A	303/577	9805106A	2
1200347B	303/577	9805106A	2
