:START_ID,:END_ID,:TYPE
"0906952B","2102278","PARENT_OF"
"9701987B","2102280B","PARENT_OF"
"0906952B","2102280B","PARENT_OF"
"9701987B","2102284","PARENT_OF"
"0906952B","2102284","PARENT_OF"
"9701987B","2102298","PARENT_OF"
"0906952B","2102298","PARENT_OF"
"9701987B","2102299A","PARENT_OF"
"0906952B","2102299A","PARENT_OF"
"9701987B","2102299B","PARENT_OF"
"0906952B","2102299B","PARENT_OF"
"9701987B","2102300A","PARENT_OF"
"0906952B","2102300A","PARENT_OF"
"9701987B","2102300C","PARENT_OF"
"0906952B","2102300C","PARENT_OF"
"9701987B","2102308A","PARENT_OF"
"0906952B","2102308A","PARENT_OF"
"9701987B","2102308B","PARENT_OF"
"0906952B","2102308B","PARENT_OF"
"9701987B","2102310B","PARENT_OF"
"0906952B","2102310B","PARENT_OF"
"9701987B","2102310C","PARENT_OF"
"0906952B","2102310C","PARENT_OF"
"9701987B","2102314A","PARENT_OF"
"0906952B","2102314A","PARENT_OF"
"9701987B","2102314B","PARENT_OF"
"0906952B","2102314B","PARENT_OF"
"9701987B","2102319A","PARENT_OF"
"0906952B","2102319A","PARENT_OF"
"9701987B","2102319B","PARENT_OF"
"0906952B","2102319B","PARENT_OF"
"9701987B","2102319C","PARENT_OF"
"0906952B","2102319C","PARENT_OF"
"9701987B","2102325A","PARENT_OF"
"0906952B","2102325A","PARENT_OF"
"9701987B","2102325B","PARENT_OF"
"0906952B","2102325B","PARENT_OF"
"9701987B","2102326B","PARENT_OF"
"0906952B","2102326B","PARENT_OF"
"9701987B","2102330","PARENT_OF"
"0906952B","2102330","PARENT_OF"
"9805147E","2102361A","PARENT_OF"
"0704674","2102361A","PARENT_OF"
"9805147E","2102361B","PARENT_OF"
"0704674","2102361B","PARENT_OF"
"9805147E","2102362A","PARENT_OF"
"0704674","2102362A","PARENT_OF"
"9805147E","2102362B","PARENT_OF"
"0704674","2102362B","PARENT_OF"
"9805147E","2102362C","PARENT_OF"
"0704674","2102362C","PARENT_OF"
"9805147E","2102365A","PARENT_OF"
"0704674","2102365A","PARENT_OF"
"9805147E","2102365B","PARENT_OF"
"0704674","2102365B","PARENT_OF"
"9805147E","2102365C","PARENT_OF"
"0704674","2102365C","PARENT_OF"
"9805147E","2102365D","PARENT_OF"
"0704674","2102365D","PARENT_OF"
"9805147E","2102366","PARENT_OF"
"0704674","2102366","PARENT_OF"
"9805147E","2102368A","PARENT_OF"
"0704674","2102368A","PARENT_OF"
"9805147E","2102368B","PARENT_OF"
"0704674","2102368B","PARENT_OF"
"9805147E","2102371A","PARENT_OF"
"0704674","2102371A","PARENT_OF"
"9805147E","2102374A","PARENT_OF"
"0704674","2102374A","PARENT_OF"
"9805147E","2102374B","PARENT_OF"
"0704674","2102374B","PARENT_OF"
"9805147E","2102375","PARENT_OF"
"0704674","2102375","PARENT_OF"
"9805147E","2102379A","PARENT_OF"
"0704674","2102379A","PARENT_OF"
"9805147E","2102379C","PARENT_OF"
"0704674","2102379C","PARENT_OF"
"9805147E","2102379D","PARENT_OF"
"0704674","2102379D","PARENT_OF"
"9805147E","2102382A","PARENT_OF"
"0704674","2102382A","PARENT_OF"
"9805147E","2102382B","PARENT_OF"
"0704674","2102382B","PARENT_OF"
"9805147E","2102383","PARENT_OF"
"0704674","2102383","PARENT_OF"
"9805147E","2102384A","PARENT_OF"
"0704674","2102384A","PARENT_OF"
"9805147E","2102384B","PARENT_OF"
"0704674","2102384B","PARENT_OF"
"9805147E","2102384C","PARENT_OF"
"0704674","2102384C","PARENT_OF"
"9805147E","2102384D","PARENT_OF"
"0704674","2102384D","PARENT_OF"
"9805147E","2102384E","PARENT_OF"
"0704674","2102384E","PARENT_OF"
"9805147E","2102387","PARENT_OF"
"0704674","2102387","PARENT_OF"
"9805147E","2102388A","PARENT_OF"
"0704674","2102388A","PARENT_OF"
"9805147E","2102388B","PARENT_OF"
"0704674","2102388B","PARENT_OF"
"9805147E","2102388C","PARENT_OF"
"0704674","2102388C","PARENT_OF"
"9805147E","2102388D","PARENT_OF"
"0704674","2102388D","PARENT_OF"
"9805147E","2102388E","PARENT_OF"
"0704674","2102388E","PARENT_OF"
"9805147E","2102389A","PARENT_OF"
"0704674","2102389A","PARENT_OF"
"9805147E","2102389B","PARENT_OF"
"0704674","2102389B","PARENT_OF"
"9805147E","2102389C","PARENT_OF"
"0704674","2102389C","PARENT_OF"
"9805147E","2102389D","PARENT_OF"
"0704674","2102389D","PARENT_OF"
"9805147E","2102389E","PARENT_OF"
"0704674","2102389E","PARENT_OF"
"9805147E","2102394A","PARENT_OF"
"0704674","2102394A","PARENT_OF"
"9805147E","2102394B","PARENT_OF"
"0704674","2102394B","PARENT_OF"
"9805147E","2102394C","PARENT_OF"
"0704674","2102394C","PARENT_OF"
"9805147E","2102395A","PARENT_OF"
"0704674","2102395A","PARENT_OF"
"9805147E","2102395B","PARENT_OF"
"0704674","2102395B","PARENT_OF"
"9805147E","2102395C","PARENT_OF"
"0704674","2102395C","PARENT_OF"
"9805147E","2102395D","PARENT_OF"
"0704674","2102395D","PARENT_OF"
"9805147E","2102402A","PARENT_OF"
"0704674","2102402A","PARENT_OF"
"9805147E","2102402B","PARENT_OF"
"0704674","2102402B","PARENT_OF"
"9805147E","2102404A","PARENT_OF"
"0704674","2102404A","PARENT_OF"
"9805147E","2102404B","PARENT_OF"
"0704674","2102404B","PARENT_OF"
"9805147E","2102406A","PARENT_OF"
"0704674","2102406A","PARENT_OF"
"9805147E","2102406B","PARENT_OF"
"0704674","2102406B","PARENT_OF"
"9805147E","2102409A","PARENT_OF"
"0704674","2102409A","PARENT_OF"
"9805147E","2102409B","PARENT_OF"
"0704674","2102409B","PARENT_OF"
"9805147E","2102409C","PARENT_OF"
"0704674","2102409C","PARENT_OF"
"9805147E","2102409D","PARENT_OF"
"0704674","2102409D","PARENT_OF"
"9805147E","2102413A","PARENT_OF"
"0704674","2102413A","PARENT_OF"
"9805147E","2102413B","PARENT_OF"
"0704674","2102413B","PARENT_OF"
"9805147E","2102413C","PARENT_OF"
"0704674","2102413C","PARENT_OF"
"9805147E","2102414","PARENT_OF"
"0704674","2102414","PARENT_OF"
"9805147E","2102415A","PARENT_OF"
"0704674","2102415A","PARENT_OF"
"9805147E","2102415B","PARENT_OF"
"0704674","2102415B","PARENT_OF"
"9805147E","2102415C","PARENT_OF"
"0704674","2102415C","PARENT_OF"
"9805147E","2102415E","PARENT_OF"
"0704674","2102415E","PARENT_OF"
"9805147E","2102416A","PARENT_OF"
"0704674","2102416A","PARENT_OF"
"9805147E","2102416B","PARENT_OF"
"0704674","2102416B","PARENT_OF"
"9805147E","2102416C","PARENT_OF"
"0704674","2102416C","PARENT_OF"
"9805147E","2102420B","PARENT_OF"
"0704674","2102420B","PARENT_OF"
"9805147E","2102421A","PARENT_OF"
"0704674","2102421A","PARENT_OF"
"9805147E","2102421B","PARENT_OF"
"0704674","2102421B","PARENT_OF"
"9805147E","2102421C","PARENT_OF"
"0704674","2102421C","PARENT_OF"
"9805147E","2102421D","PARENT_OF"
"0704674","2102421D","PARENT_OF"
"9805147E","2102422A","PARENT_OF"
"0704674","2102422A","PARENT_OF"
"9805147E","2102422B","PARENT_OF"
"0704674","2102422B","PARENT_OF"
"9805147E","2102422C","PARENT_OF"
"0704674","2102422C","PARENT_OF"
"9805147E","2102422D","PARENT_OF"
"0704674","2102422D","PARENT_OF"
"9805147E","2102422E","PARENT_OF"
"0704674","2102422E","PARENT_OF"
"9805147E","2102422F","PARENT_OF"
"0704674","2102422F","PARENT_OF"
"9805147E","2102422G","PARENT_OF"
"0704674","2102422G","PARENT_OF"
"9805147E","2102423A","PARENT_OF"
"0704674","2102423A","PARENT_OF"
"9805147E","2102423B","PARENT_OF"
"0704674","2102423B","PARENT_OF"
"9805147E","2102429A","PARENT_OF"
"0704674","2102429A","PARENT_OF"
"9805147E","2102429B","PARENT_OF"
"0704674","2102429B","PARENT_OF"
"9805147E","2102429C","PARENT_OF"
"0704674","2102429C","PARENT_OF"
"9805147E","2102431A","PARENT_OF"
"0704674","2102431A","PARENT_OF"
"9805147E","2102431B","PARENT_OF"
"0704674","2102431B","PARENT_OF"
"9805147E","2102432A","PARENT_OF"
"0704674","2102432A","PARENT_OF"
"9805147E","2102432B","PARENT_OF"
"0704674","2102432B","PARENT_OF"
"9805147E","2102444A","PARENT_OF"
"0704674","2102444A","PARENT_OF"
"9805147E","2102444B","PARENT_OF"
"0704674","2102444B","PARENT_OF"
"9805147E","2102446A","PARENT_OF"
"0704674","2102446A","PARENT_OF"
"9805147E","2102446B","PARENT_OF"
"0704674","2102446B","PARENT_OF"
"9807707B","2102451A","PARENT_OF"
"0704674","2102451A","PARENT_OF"
"9807707B","2102452A","PARENT_OF"
"0704674","2102452A","PARENT_OF"
"9807707B","2102454A","PARENT_OF"
"0704674","2102454A","PARENT_OF"
"9807707B","2102454C","PARENT_OF"
"0704674","2102454C","PARENT_OF"
"9807707B","2102454D","PARENT_OF"
"0704674","2102454D","PARENT_OF"
"9807707B","2102455A","PARENT_OF"
"0704674","2102455A","PARENT_OF"
"9807707B","2102455C","PARENT_OF"
"0704674","2102455C","PARENT_OF"
"9807707B","2102456A","PARENT_OF"
"0704674","2102456A","PARENT_OF"
"9807707B","2102456B","PARENT_OF"
"0704674","2102456B","PARENT_OF"
"9807707B","2102459A","PARENT_OF"
"0704674","2102459A","PARENT_OF"
"9807707B","2102459B","PARENT_OF"
"0704674","2102459B","PARENT_OF"
"9807707B","2102460A","PARENT_OF"
"0704674","2102460A","PARENT_OF"
"9807707B","2102460B","PARENT_OF"
"0704674","2102460B","PARENT_OF"
"9807707B","2102460C","PARENT_OF"
"0704674","2102460C","PARENT_OF"
"9807707B","2102462A","PARENT_OF"
"0704674","2102462A","PARENT_OF"
"9807707B","2102463A1","PARENT_OF"
"0704674","2102463A1","PARENT_OF"
"9807707B","2102463A2","PARENT_OF"
"0704674","2102463A2","PARENT_OF"
"9807707B","2102463C","PARENT_OF"
"0704674","2102463C","PARENT_OF"
"9807707B","2102463D","PARENT_OF"
"0704674","2102463D","PARENT_OF"
"9807707B","2102465A","PARENT_OF"
"0704674","2102465A","PARENT_OF"
"9807707B","2102465B","PARENT_OF"
"0704674","2102465B","PARENT_OF"
"9807707B","2102465C","PARENT_OF"
"0704674","2102465C","PARENT_OF"
"9807707B","2102466A","PARENT_OF"
"0704674","2102466A","PARENT_OF"
"9807707B","2102466B","PARENT_OF"
"0704674","2102466B","PARENT_OF"
"9807707B","2102468","PARENT_OF"
"0704674","2102468","PARENT_OF"
"9807707B","2102469B","PARENT_OF"
"0704674","2102469B","PARENT_OF"
"9807707B","2102469C","PARENT_OF"
"0704674","2102469C","PARENT_OF"
"9807707B","2102469D","PARENT_OF"
"0704674","2102469D","PARENT_OF"
"9807707B","2102473","PARENT_OF"
"0704674","2102473","PARENT_OF"
"9807707B","2102474A","PARENT_OF"
"0704674","2102474A","PARENT_OF"
"9807707B","2102474B","PARENT_OF"
"0704674","2102474B","PARENT_OF"
"9807707B","2102475A","PARENT_OF"
"0704674","2102475A","PARENT_OF"
"9807707B","2102475B","PARENT_OF"
"0704674","2102475B","PARENT_OF"
"9807707B","2102478B","PARENT_OF"
"0704674","2102478B","PARENT_OF"
"9807707B","2102480","PARENT_OF"
"0704674","2102480","PARENT_OF"
"9807707B","2102482A","PARENT_OF"
"0704674","2102482A","PARENT_OF"
"9807707B","2102482B","PARENT_OF"
"0704674","2102482B","PARENT_OF"
"9807707B","2102486B","PARENT_OF"
"0704674","2102486B","PARENT_OF"
"9807707B","2102486C","PARENT_OF"
"0704674","2102486C","PARENT_OF"
"9807707B","2102486D","PARENT_OF"
"0704674","2102486D","PARENT_OF"
"9807707B","2102486E","PARENT_OF"
"0704674","2102486E","PARENT_OF"
"9807707B","2102487A","PARENT_OF"
"0704674","2102487A","PARENT_OF"
"9807707B","2102487B","PARENT_OF"
"0704674","2102487B","PARENT_OF"
"9807707B","2102488","PARENT_OF"
"0704674","2102488","PARENT_OF"
"9807707B","2102490B","PARENT_OF"
"0704674","2102490B","PARENT_OF"
"9807707B","2102494","PARENT_OF"
"0704674","2102494","PARENT_OF"
"9807707B","2102496A","PARENT_OF"
"0704674","2102496A","PARENT_OF"
"9807707B","2102496B","PARENT_OF"
"0704674","2102496B","PARENT_OF"
"9807707B","2102496C","PARENT_OF"
"0704674","2102496C","PARENT_OF"
"9807707B","2102496D","PARENT_OF"
"0704674","2102496D","PARENT_OF"
"9807707B","2102501","PARENT_OF"
"0704674","2102501","PARENT_OF"
"9807707B","2102502","PARENT_OF"
"0704674","2102502","PARENT_OF"
"9807707B","2102505","PARENT_OF"
"0704674","2102505","PARENT_OF"
"9807707B","2102506A","PARENT_OF"
"0704674","2102506A","PARENT_OF"
"9807707B","2102506B","PARENT_OF"
"0704674","2102506B","PARENT_OF"
"9807707B","2102507","PARENT_OF"
"0704674","2102507","PARENT_OF"
"9903666A","2102546","PARENT_OF"
"0504057A","2102546","PARENT_OF"
"0702235B","2102614A","PARENT_OF"
"0802684","2102614A","PARENT_OF"
"0702235B","2102614B","PARENT_OF"
"0802684","2102614B","PARENT_OF"
"0702235B","2102614C","PARENT_OF"
"0802684","2102614C","PARENT_OF"
"0702235B","2102617","PARENT_OF"
"0802684","2102617","PARENT_OF"
"0702235B","2102629","PARENT_OF"
"0802684","2102629","PARENT_OF"
"0702235B","2102630","PARENT_OF"
"0802684","2102630","PARENT_OF"
"0702235B","2102631A","PARENT_OF"
"0802684","2102631A","PARENT_OF"
"0702235B","2102631B","PARENT_OF"
"0802684","2102631B","PARENT_OF"
"0702235B","2102635B","PARENT_OF"
"0802684","2102635B","PARENT_OF"
"0702235B","2102637A","PARENT_OF"
"0802684","2102637A","PARENT_OF"
"0702235B","2102637B","PARENT_OF"
"0802684","2102637B","PARENT_OF"
"0702235B","2102637C","PARENT_OF"
"0802684","2102637C","PARENT_OF"
"9701987B","2102651","PARENT_OF"
"0903213C","2102651","PARENT_OF"
"9701987B","2102660A","PARENT_OF"
"0903213C","2102660A","PARENT_OF"
"9701987B","2102660B","PARENT_OF"
"0903213C","2102660B","PARENT_OF"
"9701987B","2102669B","PARENT_OF"
"0903213C","2102669B","PARENT_OF"
"9701987B","2102675","PARENT_OF"
"0903213C","2102675","PARENT_OF"
"9701987B","2102680","PARENT_OF"
"0903213C","2102680","PARENT_OF"
"9701987B","2102681A","PARENT_OF"
"0903213C","2102681A","PARENT_OF"
"9701987B","2102681B","PARENT_OF"
"0903213C","2102681B","PARENT_OF"
"9701987B","2102686A","PARENT_OF"
"0903213C","2102686A","PARENT_OF"
"9701987B","2102691A","PARENT_OF"
"0903213C","2102691A","PARENT_OF"
"9701987B","2102691B","PARENT_OF"
"0903213C","2102691B","PARENT_OF"
"9701987B","2102692A","PARENT_OF"
"0903213C","2102692A","PARENT_OF"
"9701987B","2102692B","PARENT_OF"
"0903213C","2102692B","PARENT_OF"
"9701987B","2102712","PARENT_OF"
"0903213C","2102712","PARENT_OF"
"9701987B","2102716","PARENT_OF"
"0903213C","2102716","PARENT_OF"
"9701987B","2102722","PARENT_OF"
"0903213C","2102722","PARENT_OF"
"9701987B","2102723A","PARENT_OF"
"0903213C","2102723A","PARENT_OF"
"9701987B","2102723B","PARENT_OF"
"0903213C","2102723B","PARENT_OF"
"9805147E","2102751C","PARENT_OF"
"0400082D","2102751C","PARENT_OF"
"9805147E","2102752A","PARENT_OF"
"0400082D","2102752A","PARENT_OF"
"9805147E","2102752B","PARENT_OF"
"0400082D","2102752B","PARENT_OF"
"9805147E","2102753","PARENT_OF"
"0400082D","2102753","PARENT_OF"
"9805147E","2102755A","PARENT_OF"
"0400082D","2102755A","PARENT_OF"
"9805147E","2102755B","PARENT_OF"
"0400082D","2102755B","PARENT_OF"
"9805147E","2102755C","PARENT_OF"
"0400082D","2102755C","PARENT_OF"
"9805147E","2102755D","PARENT_OF"
"0400082D","2102755D","PARENT_OF"
"9805147E","2102756B","PARENT_OF"
"0400082D","2102756B","PARENT_OF"
"9805147E","2102756E","PARENT_OF"
"0400082D","2102756E","PARENT_OF"
"9805147E","2102757A","PARENT_OF"
"0400082D","2102757A","PARENT_OF"
"9805147E","2102758A","PARENT_OF"
"0400082D","2102758A","PARENT_OF"
"9805147E","2102758B","PARENT_OF"
"0400082D","2102758B","PARENT_OF"
"9805147E","2102758C","PARENT_OF"
"0400082D","2102758C","PARENT_OF"
"9805147E","2102760A","PARENT_OF"
"0400082D","2102760A","PARENT_OF"
"9805147E","2102760B","PARENT_OF"
"0400082D","2102760B","PARENT_OF"
"9805147E","2102762A","PARENT_OF"
"0400082D","2102762A","PARENT_OF"
"9805147E","2102768B","PARENT_OF"
"0400082D","2102768B","PARENT_OF"
"9805147E","2102768C","PARENT_OF"
"0400082D","2102768C","PARENT_OF"
"9805147E","2102771A","PARENT_OF"
"0400082D","2102771A","PARENT_OF"
"9805147E","2102771B","PARENT_OF"
"0400082D","2102771B","PARENT_OF"
"9805147E","2102773A","PARENT_OF"
"0400082D","2102773A","PARENT_OF"
"9805147E","2102773B","PARENT_OF"
"0400082D","2102773B","PARENT_OF"
"9805147E","2102778A","PARENT_OF"
"0400082D","2102778A","PARENT_OF"
"9805147E","2102778B","PARENT_OF"
"0400082D","2102778B","PARENT_OF"
"9805147E","2102784","PARENT_OF"
"0903589A","2102784","PARENT_OF"
"9805147E","2102784B","PARENT_OF"
"0903589A","2102784B","PARENT_OF"
"9805147E","2102790A","PARENT_OF"
"0903589A","2102790A","PARENT_OF"
"9805147E","2102790B","PARENT_OF"
"0903589A","2102790B","PARENT_OF"
"9805147E","2102794A","PARENT_OF"
"0903589A","2102794A","PARENT_OF"
"9805147E","2102794B","PARENT_OF"
"0903589A","2102794B","PARENT_OF"
"9805147E","2102798A","PARENT_OF"
"0903589A","2102798A","PARENT_OF"
"9805147E","2102798B","PARENT_OF"
"0903589A","2102798B","PARENT_OF"
"9805147E","2102798C","PARENT_OF"
"0903589A","2102798C","PARENT_OF"
"9805147E","2102799A","PARENT_OF"
"0903589A","2102799A","PARENT_OF"
"9805147E","2102799B","PARENT_OF"
"0903589A","2102799B","PARENT_OF"
"9805147E","2102800A","PARENT_OF"
"0903589A","2102800A","PARENT_OF"
"9805147E","2102800B","PARENT_OF"
"0903589A","2102800B","PARENT_OF"
"9805147E","2102800C","PARENT_OF"
"0903589A","2102800C","PARENT_OF"
"9807707B","2102802A","PARENT_OF"
"0903213C","2102802A","PARENT_OF"
"9807707B","2102802B","PARENT_OF"
"0903213C","2102802B","PARENT_OF"
"9807707B","2102805","PARENT_OF"
"0903213C","2102805","PARENT_OF"
"9807707B","2102806A","PARENT_OF"
"0903213C","2102806A","PARENT_OF"
"9807707B","2102809A","PARENT_OF"
"0903213C","2102809A","PARENT_OF"
"9807707B","2102809B","PARENT_OF"
"0903213C","2102809B","PARENT_OF"
"9805147E","2102817A","PARENT_OF"
"0903589A","2102817A","PARENT_OF"
"9805147E","2102820A","PARENT_OF"
"0903589A","2102820A","PARENT_OF"
"9805147E","2102821A","PARENT_OF"
"0903589A","2102821A","PARENT_OF"
"9805147E","2102821B","PARENT_OF"
"0903589A","2102821B","PARENT_OF"
"9805147E","2102821C","PARENT_OF"
"0903589A","2102821C","PARENT_OF"
"9805147E","2102821D","PARENT_OF"
"0903589A","2102821D","PARENT_OF"
"9805147E","2102821E","PARENT_OF"
"0903589A","2102821E","PARENT_OF"
"9805147E","2102821F","PARENT_OF"
"0903589A","2102821F","PARENT_OF"
"9805147E","2102822B","PARENT_OF"
"0903589A","2102822B","PARENT_OF"
"9805147E","2102822C","PARENT_OF"
"0903589A","2102822C","PARENT_OF"
"9805147E","2102822D","PARENT_OF"
"0903589A","2102822D","PARENT_OF"
"0702235B","2102858A","PARENT_OF"
"0706809","2102858A","PARENT_OF"
"0702235B","2102858B","PARENT_OF"
"0706809","2102858B","PARENT_OF"
"0702235B","2102871","PARENT_OF"
"0706809","2102871","PARENT_OF"
"0702235B","2102871A","PARENT_OF"
"0706809","2102871A","PARENT_OF"
"0702235B","2102884","PARENT_OF"
"0706809","2102884","PARENT_OF"
"0702235B","2102886","PARENT_OF"
"0706809","2102886","PARENT_OF"
"0702235B","2102888A","PARENT_OF"
"0706809","2102888A","PARENT_OF"
"0702235B","2102888B","PARENT_OF"
"0706809","2102888B","PARENT_OF"
"0704524B","2102893A","PARENT_OF"
"0504057A","2102893A","PARENT_OF"
"0704524B","2102893B","PARENT_OF"
"0504057A","2102893B","PARENT_OF"
"0704524B","2102894A","PARENT_OF"
"0504057A","2102894A","PARENT_OF"
"0704524B","2102894B","PARENT_OF"
"0504057A","2102894B","PARENT_OF"
"0704524B","2102895A","PARENT_OF"
"0504057A","2102895A","PARENT_OF"
"0704524B","2102895B","PARENT_OF"
"0504057A","2102895B","PARENT_OF"
"0704524B","2102906B","PARENT_OF"
"0504057A","2102906B","PARENT_OF"
"0704524B","2102909B","PARENT_OF"
"0504057A","2102909B","PARENT_OF"
"0704524B","2102910A","PARENT_OF"
"0504057A","2102910A","PARENT_OF"
"0704524B","2102910B","PARENT_OF"
"0504057A","2102910B","PARENT_OF"
"0704524B","2102911A","PARENT_OF"
"0504057A","2102911A","PARENT_OF"
"0704524B","2102916A","PARENT_OF"
"0504057A","2102916A","PARENT_OF"
"0704524B","2102916B","PARENT_OF"
"0504057A","2102916B","PARENT_OF"
"0704524B","2102916C","PARENT_OF"
"0504057A","2102916C","PARENT_OF"
"0704524B","2102916D","PARENT_OF"
"0504057A","2102916D","PARENT_OF"
"0704524B","2102919A","PARENT_OF"
"0504057A","2102919A","PARENT_OF"
"0704524B","2102919B","PARENT_OF"
"0504057A","2102919B","PARENT_OF"
"0704524B","2102919C","PARENT_OF"
"0504057A","2102919C","PARENT_OF"
"9807707B","2102925A","PARENT_OF"
"0704674","2102925A","PARENT_OF"
"9807707B","2102925B","PARENT_OF"
"0704674","2102925B","PARENT_OF"
"9807707B","2102925C","PARENT_OF"
"0704674","2102925C","PARENT_OF"
"9807707B","2102928A","PARENT_OF"
"0704674","2102928A","PARENT_OF"
"9807707B","2102928B","PARENT_OF"
"0704674","2102928B","PARENT_OF"
"9807707B","2102929A","PARENT_OF"
"0704674","2102929A","PARENT_OF"
"9807707B","2102929C","PARENT_OF"
"0704674","2102929C","PARENT_OF"
"9805147E","2102942A","PARENT_OF"
"0903589A","2102942A","PARENT_OF"
"9805147E","2102942B","PARENT_OF"
"0903589A","2102942B","PARENT_OF"
"9805147E","2102942C","PARENT_OF"
"0903589A","2102942C","PARENT_OF"
"9805147E","2102943","PARENT_OF"
"0903589A","2102943","PARENT_OF"
"9805147E","2102943A","PARENT_OF"
"0903589A","2102943A","PARENT_OF"
"9805147E","2102943B","PARENT_OF"
"0903589A","2102943B","PARENT_OF"
"9805147E","2102943F","PARENT_OF"
"0903589A","2102943F","PARENT_OF"
"9805147E","2102945","PARENT_OF"
"0903589A","2102945","PARENT_OF"
"9805147E","2102948E","PARENT_OF"
"0903589A","2102948E","PARENT_OF"
"9805147E","2102949","PARENT_OF"
"0903589A","2102949","PARENT_OF"
"9805147E","2102950A","PARENT_OF"
"0903589A","2102950A","PARENT_OF"
"9805147E","2102950B","PARENT_OF"
"0903589A","2102950B","PARENT_OF"
"9805147E","2102954","PARENT_OF"
"0903589A","2102954","PARENT_OF"
"9805147E","2102954B","PARENT_OF"
"0903589A","2102954B","PARENT_OF"
"9805147E","2102962A","PARENT_OF"
"0903589A","2102962A","PARENT_OF"
"9805147E","2102964A","PARENT_OF"
"0903589A","2102964A","PARENT_OF"
"9805147E","2102964B","PARENT_OF"
"0903589A","2102964B","PARENT_OF"
"9805147E","2102964C","PARENT_OF"
"0903589A","2102964C","PARENT_OF"
"0704524B","2102977A","PARENT_OF"
"0903256B","2102977A","PARENT_OF"
"0704524B","2102977C","PARENT_OF"
"0903256B","2102977C","PARENT_OF"
"0704524B","2102977D","PARENT_OF"
"0903256B","2102977D","PARENT_OF"
"0704524B","2102980","PARENT_OF"
"0903256B","2102980","PARENT_OF"
"0704524B","2102990B","PARENT_OF"
"0903256B","2102990B","PARENT_OF"
"0704524B","2102990C","PARENT_OF"
"0903256B","2102990C","PARENT_OF"
"0704524B","2102992A","PARENT_OF"
"0903256B","2102992A","PARENT_OF"
"0704524B","2102993A","PARENT_OF"
"0903256B","2102993A","PARENT_OF"
"0704524B","2102993B","PARENT_OF"
"0903256B","2102993B","PARENT_OF"
"0704524B","2102993C","PARENT_OF"
"0903256B","2102993C","PARENT_OF"
"0704524B","2102993D","PARENT_OF"
"0903256B","2102993D","PARENT_OF"
"0704524B","2102993E","PARENT_OF"
"0903256B","2102993E","PARENT_OF"
"0704524B","2102995A","PARENT_OF"
"0903256B","2102995A","PARENT_OF"
"0704524B","2102997B","PARENT_OF"
"0903256B","2102997B","PARENT_OF"
"0704524B","2102997C","PARENT_OF"
"0903256B","2102997C","PARENT_OF"
"0704524B","2102998E","PARENT_OF"
"0903256B","2102998E","PARENT_OF"
"0704524B","2103005","PARENT_OF"
"0903256B","2103005","PARENT_OF"
"0704524B","2103005B","PARENT_OF"
"0903256B","2103005B","PARENT_OF"
"0704524B","2103008","PARENT_OF"
"0903256B","2103008","PARENT_OF"
"0704524B","2103009A","PARENT_OF"
"0903256B","2103009A","PARENT_OF"
"0704524B","2103009B","PARENT_OF"
"0903256B","2103009B","PARENT_OF"
"0704524B","2103009C","PARENT_OF"
"0903256B","2103009C","PARENT_OF"
"0704524B","2103010A","PARENT_OF"
"0903256B","2103010A","PARENT_OF"
"0704524B","2103010B","PARENT_OF"
"0903256B","2103010B","PARENT_OF"
"0704524B","2103010C","PARENT_OF"
"0903256B","2103010C","PARENT_OF"
"0704524B","2103020A","PARENT_OF"
"0903256B","2103020A","PARENT_OF"
"9701987B","2103023A","PARENT_OF"
"0704668C","2103023A","PARENT_OF"
"9701987B","2103023B","PARENT_OF"
"0704668C","2103023B","PARENT_OF"
"9701987B","2103029A","PARENT_OF"
"0704668C","2103029A","PARENT_OF"
"9701987B","2103040","PARENT_OF"
"0704668C","2103040","PARENT_OF"
"9701987B","2103058A","PARENT_OF"
"0704668C","2103058A","PARENT_OF"
"9701987B","2103067A","PARENT_OF"
"0704668C","2103067A","PARENT_OF"
"9701987B","2103067B","PARENT_OF"
"0704668C","2103067B","PARENT_OF"
"9701987B","2103067C","PARENT_OF"
"0704668C","2103067C","PARENT_OF"
"9701987B","2103069","PARENT_OF"
"0704668C","2103069","PARENT_OF"
"9701987B","2103074A","PARENT_OF"
"0704668C","2103074A","PARENT_OF"
"9701987B","2103074B","PARENT_OF"
"0704668C","2103074B","PARENT_OF"
"9701987B","2103076","PARENT_OF"
"0704668C","2103076","PARENT_OF"
"9701987B","2103092A","PARENT_OF"
"0704668C","2103092A","PARENT_OF"
"9701987B","2103094A","PARENT_OF"
"0704668C","2103094A","PARENT_OF"
"9701987B","2103098A","PARENT_OF"
"0704668C","2103098A","PARENT_OF"
"9701987B","2103098B","PARENT_OF"
"0704668C","2103098B","PARENT_OF"
"9701987B","2103099","PARENT_OF"
"0704668C","2103099","PARENT_OF"
"9701987B","2103100A","PARENT_OF"
"0704668C","2103100A","PARENT_OF"
"9701987B","2103105B","PARENT_OF"
"0704668C","2103105B","PARENT_OF"
"9701987B","2103105C","PARENT_OF"
"0704668C","2103105C","PARENT_OF"
"9701987B","2103109","PARENT_OF"
"0704668C","2103109","PARENT_OF"
"9701987B","2103112A","PARENT_OF"
"0704668C","2103112A","PARENT_OF"
"9701987B","2103112B","PARENT_OF"
"0704668C","2103112B","PARENT_OF"
"9701987B","2103114A","PARENT_OF"
"0704668C","2103114A","PARENT_OF"
"9701987B","2103114B","PARENT_OF"
