:START_ID,:END_ID,:TYPE
"502/7","0704524C","PARENT_OF"
"EJULU","0704524C","PARENT_OF"
"502/7","0704526","PARENT_OF"
"EJULU","0704526","PARENT_OF"
"502/7","0704527A","PARENT_OF"
"EJULU","0704527A","PARENT_OF"
"502/7","0704527B","PARENT_OF"
"EJULU","0704527B","PARENT_OF"
"502/7","0704537A","PARENT_OF"
"EJULU","0704537A","PARENT_OF"
"502/7","0704537B","PARENT_OF"
"EJULU","0704537B","PARENT_OF"
"502/7","0704537C","PARENT_OF"
"EJULU","0704537C","PARENT_OF"
"502/7","0704541A","PARENT_OF"
"EJULU","0704541A","PARENT_OF"
"502/7","0704541B","PARENT_OF"
"EJULU","0704541B","PARENT_OF"
"502/7","0704541C","PARENT_OF"
"EJULU","0704541C","PARENT_OF"
"502/7","0704542A","PARENT_OF"
"EJULU","0704542A","PARENT_OF"
"502/7","0704542B","PARENT_OF"
"EJULU","0704542B","PARENT_OF"
"502/7","0704545A","PARENT_OF"
"EJULU","0704545A","PARENT_OF"
"502/7","0704545B","PARENT_OF"
"EJULU","0704545B","PARENT_OF"
"502/7","0704545D","PARENT_OF"
"EJULU","0704545D","PARENT_OF"
"502/7","0704553","PARENT_OF"
"EJULU","0704553","PARENT_OF"
"502/7","0704555C","PARENT_OF"
"EJULU","0704555C","PARENT_OF"
"1602/7","0704745A","PARENT_OF"
"12/52","0704745A","PARENT_OF"
"1602/7","0704745B","PARENT_OF"
"12/52","0704745B","PARENT_OF"
"1602/7","0704747B","PARENT_OF"
"12/52","0704747B","PARENT_OF"
"1602/7","0704750","PARENT_OF"
"12/52","0704750","PARENT_OF"
"1602/7","0704751","PARENT_OF"
"12/52","0704751","PARENT_OF"
"SFS150","0704784A","PARENT_OF"
"31/8","0704784A","PARENT_OF"
"SFS150","0704787A","PARENT_OF"
"31/8","0704787A","PARENT_OF"
"SFS150","0704787C","PARENT_OF"
"31/8","0704787C","PARENT_OF"
"SFS150","0704788A","PARENT_OF"
"31/8","0704788A","PARENT_OF"
"SFS150","0704788B","PARENT_OF"
"31/8","0704788B","PARENT_OF"
"SFS150","0704788C","PARENT_OF"
"31/8","0704788C","PARENT_OF"
"SFS150","0704788D","PARENT_OF"
"31/8","0704788D","PARENT_OF"
"SFS150","0704792A","PARENT_OF"
"31/8","0704792A","PARENT_OF"
"SFS150","0704792B","PARENT_OF"
"31/8","0704792B","PARENT_OF"
"SFS150","0704792C","PARENT_OF"
"31/8","0704792C","PARENT_OF"
"SFS150","0704792D","PARENT_OF"
"31/8","0704792D","PARENT_OF"
"SFS150","0704793B","PARENT_OF"
"31/8","0704793B","PARENT_OF"
"SFS150","0704797A","PARENT_OF"
"31/8","0704797A","PARENT_OF"
"SFS150","0704797B","PARENT_OF"
"31/8","0704797B","PARENT_OF"
"SFS150","0704797C","PARENT_OF"
"31/8","0704797C","PARENT_OF"
"SFS150","0704805B","PARENT_OF"
"31/8","0704805B","PARENT_OF"
"SFS150","0704805C","PARENT_OF"
"31/8","0704805C","PARENT_OF"
"SFS150","0704810","PARENT_OF"
"31/8","0704810","PARENT_OF"
"SFS150","0704817A","PARENT_OF"
"31/8","0704817A","PARENT_OF"
"SFS150","0704817B","PARENT_OF"
"31/8","0704817B","PARENT_OF"
"SFS150","0704817C","PARENT_OF"
"31/8","0704817C","PARENT_OF"
"SFS150","0704822A","PARENT_OF"
"31/8","0704822A","PARENT_OF"
"SFS150","0704822B","PARENT_OF"
"31/8","0704822B","PARENT_OF"
"SFS150","0704823","PARENT_OF"
"31/8","0704823","PARENT_OF"
"SFS150","0704824A","PARENT_OF"
"31/8","0704824A","PARENT_OF"
"SFS150","0704824B","PARENT_OF"
"31/8","0704824B","PARENT_OF"
"SFS150","0704828A","PARENT_OF"
"31/8","0704828A","PARENT_OF"
"SFS150","0704828B","PARENT_OF"
"31/8","0704828B","PARENT_OF"
"SFS150","0704828C","PARENT_OF"
"31/8","0704828C","PARENT_OF"
"SFS150","0704931A","PARENT_OF"
"31/8","0704931A","PARENT_OF"
"SFS150","0704931B","PARENT_OF"
"31/8","0704931B","PARENT_OF"
"SFS150","0704931C","PARENT_OF"
"31/8","0704931C","PARENT_OF"
"SFS150","0704933A","PARENT_OF"
"31/8","0704933A","PARENT_OF"
"SFS150","0704933B","PARENT_OF"
"31/8","0704933B","PARENT_OF"
"SFS150","0704933C","PARENT_OF"
"31/8","0704933C","PARENT_OF"
"SFS150","0704934B","PARENT_OF"
"31/8","0704934B","PARENT_OF"
"SFS150","0704936","PARENT_OF"
"31/8","0704936","PARENT_OF"
"SFS150","0704939B","PARENT_OF"
"31/8","0704939B","PARENT_OF"
"SFS150","0704939C","PARENT_OF"
"31/8","0704939C","PARENT_OF"
"SFS150","0704944B","PARENT_OF"
"31/8","0704944B","PARENT_OF"
"SFS150","0704944C","PARENT_OF"
"31/8","0704944C","PARENT_OF"
"SFS150","0704945B","PARENT_OF"
"31/8","0704945B","PARENT_OF"
"SFS150","0704950A","PARENT_OF"
"31/8","0704950A","PARENT_OF"
"SFS150","0704950B","PARENT_OF"
"31/8","0704950B","PARENT_OF"
"SFS150","0704950C","PARENT_OF"
"31/8","0704950C","PARENT_OF"
"SFS150","0704954","PARENT_OF"
"31/8","0704954","PARENT_OF"
"SFS150","0704957A","PARENT_OF"
"31/8","0704957A","PARENT_OF"
"SFS150","0704957B","PARENT_OF"
"31/8","0704957B","PARENT_OF"
"SFS150","0704957C","PARENT_OF"
"31/8","0704957C","PARENT_OF"
"SFS150","0704957D","PARENT_OF"
"31/8","0704957D","PARENT_OF"
"SFS150","0704958A","PARENT_OF"
"31/8","0704958A","PARENT_OF"
"SFS150","0704958C","PARENT_OF"
"31/8","0704958C","PARENT_OF"
"SFS150","0704959A","PARENT_OF"
"31/8","0704959A","PARENT_OF"
"SFS150","0704959B","PARENT_OF"
"31/8","0704959B","PARENT_OF"
"SFS150","0704959C","PARENT_OF"
"31/8","0704959C","PARENT_OF"
"PC110","0704966A","PARENT_OF"
"SFS150","0704966A","PARENT_OF"
"PC110","0704975B","PARENT_OF"
"SFS150","0704975B","PARENT_OF"
"PC110","0704975C","PARENT_OF"
"SFS150","0704975C","PARENT_OF"
"SFS150","0704982C","PARENT_OF"
"31/8","0704982C","PARENT_OF"
"SFS150","0704983","PARENT_OF"
"31/8","0704983","PARENT_OF"
"SFS150","0704985A","PARENT_OF"
"31/8","0704985A","PARENT_OF"
"SFS150","0704985B","PARENT_OF"
"31/8","0704985B","PARENT_OF"
"SFS150","0704985C","PARENT_OF"
"31/8","0704985C","PARENT_OF"
"SFS150","0704998A","PARENT_OF"
"31/8","0704998A","PARENT_OF"
"SFS150","0704998C","PARENT_OF"
"31/8","0704998C","PARENT_OF"
"SFS150","0704998E","PARENT_OF"
"31/8","0704998E","PARENT_OF"
"SFS150","0704998G","PARENT_OF"
"31/8","0704998G","PARENT_OF"
"SFS150","0705000B","PARENT_OF"
"31/8","0705000B","PARENT_OF"
"SFS150","0705007A","PARENT_OF"
"31/8","0705007A","PARENT_OF"
"SFS150","0705007B","PARENT_OF"
"31/8","0705007B","PARENT_OF"
"SFS150","0705011A","PARENT_OF"
"31/8","0705011A","PARENT_OF"
"SFS150","0705011B","PARENT_OF"
"31/8","0705011B","PARENT_OF"
"SFS150","0705012A","PARENT_OF"
"31/8","0705012A","PARENT_OF"
"SFS150","0705012B","PARENT_OF"
"31/8","0705012B","PARENT_OF"
"SFS150","0705012C","PARENT_OF"
"31/8","0705012C","PARENT_OF"
"SFS150","0705014A","PARENT_OF"
"31/8","0705014A","PARENT_OF"
"SFS150","0705014B","PARENT_OF"
"31/8","0705014B","PARENT_OF"
"SFS150","0705016A","PARENT_OF"
"31/8","0705016A","PARENT_OF"
"502/7","0705016B","PARENT_OF"
"CH3","0705016B","PARENT_OF"
"SFS150","0705017A","PARENT_OF"
"31/8","0705017A","PARENT_OF"
"SFS150","0705017B","PARENT_OF"
"31/8","0705017B","PARENT_OF"
"SFS150","0705017C","PARENT_OF"
"31/8","0705017C","PARENT_OF"
"SFS150","0705018A","PARENT_OF"
"31/8","0705018A","PARENT_OF"
"SFS150","0705018B","PARENT_OF"
"31/8","0705018B","PARENT_OF"
"PC110","0705097A","PARENT_OF"
"303/577","0705097A","PARENT_OF"
"PC110","0705099A","PARENT_OF"
"303/577","0705099A","PARENT_OF"
"PC110","0705099B","PARENT_OF"
"303/577","0705099B","PARENT_OF"
"PC110","0705099C","PARENT_OF"
"303/577","0705099C","PARENT_OF"
"SFS150","0705113A","PARENT_OF"
"31/8","0705113A","PARENT_OF"
"SFS150","0705113B","PARENT_OF"
"31/8","0705113B","PARENT_OF"
"SFS150","0705114A","PARENT_OF"
"31/8","0705114A","PARENT_OF"
"SFS150","0705114B","PARENT_OF"
"31/8","0705114B","PARENT_OF"
"SFS150","0705114C","PARENT_OF"
"31/8","0705114C","PARENT_OF"
"SFS150","0705115B","PARENT_OF"
"31/8","0705115B","PARENT_OF"
"SFS150","0705115C","PARENT_OF"
"31/8","0705115C","PARENT_OF"
"SFS150","0705122A","PARENT_OF"
"31/8","0705122A","PARENT_OF"
"SFS150","0705122B","PARENT_OF"
"31/8","0705122B","PARENT_OF"
"SFS150","0705122C","PARENT_OF"
"31/8","0705122C","PARENT_OF"
"SFS150","0705122E","PARENT_OF"
"31/8","0705122E","PARENT_OF"
"SFS150","0705122F","PARENT_OF"
"31/8","0705122F","PARENT_OF"
"SFS150","0705122G","PARENT_OF"
"31/8","0705122G","PARENT_OF"
"SFS150","0705125A","PARENT_OF"
"31/8","0705125A","PARENT_OF"
"SFS150","0705125B","PARENT_OF"
"31/8","0705125B","PARENT_OF"
"SFS150","0705125C","PARENT_OF"
"31/8","0705125C","PARENT_OF"
"SFS150","0705126A","PARENT_OF"
"31/8","0705126A","PARENT_OF"
"SFS150","0705126C","PARENT_OF"
"31/8","0705126C","PARENT_OF"
"SFS150","0705128A","PARENT_OF"
"31/8","0705128A","PARENT_OF"
"SFS150","0705128B","PARENT_OF"
"31/8","0705128B","PARENT_OF"
"SFS150","0705128D","PARENT_OF"
"31/8","0705128D","PARENT_OF"
"SFS150","0705128E","PARENT_OF"
"31/8","0705128E","PARENT_OF"
"SFS150","0705128F","PARENT_OF"
"31/8","0705128F","PARENT_OF"
"SFS150","0705130A","PARENT_OF"
"31/8","0705130A","PARENT_OF"
"SFS150","0705130B","PARENT_OF"
"31/8","0705130B","PARENT_OF"
"PC110","0705132A","PARENT_OF"
"303/577","0705132A","PARENT_OF"
"PC110","0705146A","PARENT_OF"
"303/577","0705146A","PARENT_OF"
"PC110","0705146B","PARENT_OF"
"303/577","0705146B","PARENT_OF"
"PC110","0705153A","PARENT_OF"
"303/577","0705153A","PARENT_OF"
"PC110","0705153B","PARENT_OF"
"303/577","0705153B","PARENT_OF"
"502/7","0705165A","PARENT_OF"
"SFS150","0705165A","PARENT_OF"
"502/7","0705165B","PARENT_OF"
"SFS150","0705165B","PARENT_OF"
"502/7","0705165C","PARENT_OF"
"SFS150","0705165C","PARENT_OF"
"502/7","0705203","PARENT_OF"
"SFS150","0705203","PARENT_OF"
"502/7","0705206","PARENT_OF"
"SFS150","0705206","PARENT_OF"
"502/7","0705220A","PARENT_OF"
"SFS150","0705220A","PARENT_OF"
"502/7","0705220B","PARENT_OF"
"SFS150","0705220B","PARENT_OF"
"502/7","0705225","PARENT_OF"
"SFS150","0705225","PARENT_OF"
"502/7","0705226B","PARENT_OF"
"SFS150","0705226B","PARENT_OF"
"502/7","0705229A","PARENT_OF"
"SFS150","0705229A","PARENT_OF"
"SFS150","0705234A","PARENT_OF"
"31/8","0705234A","PARENT_OF"
"SFS150","0705234B","PARENT_OF"
"31/8","0705234B","PARENT_OF"
"SFS150","0705235B","PARENT_OF"
"31/8","0705235B","PARENT_OF"
"SFS150","0705247","PARENT_OF"
"31/8","0705247","PARENT_OF"
"SFS150","0705248A","PARENT_OF"
"31/8","0705248A","PARENT_OF"
"SFS150","0705248B","PARENT_OF"
"31/8","0705248B","PARENT_OF"
"SFS150","0705248C","PARENT_OF"
"31/8","0705248C","PARENT_OF"
"SFS150","0705248D","PARENT_OF"
"31/8","0705248D","PARENT_OF"
"SFS150","0705493A","PARENT_OF"
"31/8","0705493A","PARENT_OF"
"SFS150","0705493B","PARENT_OF"
"31/8","0705493B","PARENT_OF"
"SFS150","0705493D","PARENT_OF"
"31/8","0705493D","PARENT_OF"
"SFS150","0705499A","PARENT_OF"
"31/8","0705499A","PARENT_OF"
"SFS150","0705499B","PARENT_OF"
"31/8","0705499B","PARENT_OF"
"SFS150","0705502A","PARENT_OF"
"31/8","0705502A","PARENT_OF"
"SFS150","0705502B","PARENT_OF"
"31/8","0705502B","PARENT_OF"
"1602/7","0705911A","PARENT_OF"
"12/52","0705911A","PARENT_OF"
"1602/7","0705911B","PARENT_OF"
"12/52","0705911B","PARENT_OF"
"1602/7","0705940","PARENT_OF"
"31/8","0705940","PARENT_OF"
"1602/7","0705945A","PARENT_OF"
"31/8","0705945A","PARENT_OF"
"1602/7","0705945B","PARENT_OF"
"31/8","0705945B","PARENT_OF"
"1602/7","0705951A","PARENT_OF"
"31/8","0705951A","PARENT_OF"
"1602/7","0705957","PARENT_OF"
"31/8","0705957","PARENT_OF"
"1602/7","0705970B","PARENT_OF"
"31/8","0705970B","PARENT_OF"
"1602/7","0706203","PARENT_OF"
"31/8","0706203","PARENT_OF"
"502/7","0706250A","PARENT_OF"
"EJULU","0706250A","PARENT_OF"
"502/7","0706250C","PARENT_OF"
"EJULU","0706250C","PARENT_OF"
"502/7","0706251A","PARENT_OF"
"EJULU","0706251A","PARENT_OF"
"502/7","0706251B","PARENT_OF"
"EJULU","0706251B","PARENT_OF"
"502/7","0706251C","PARENT_OF"
"EJULU","0706251C","PARENT_OF"
"502/7","0706252B","PARENT_OF"
"EJULU","0706252B","PARENT_OF"
"502/7","0706253","PARENT_OF"
"EJULU","0706253","PARENT_OF"
"502/7","0706260A","PARENT_OF"
"EJULU","0706260A","PARENT_OF"
"502/7","0706260B","PARENT_OF"
"EJULU","0706260B","PARENT_OF"
"502/7","0706260C","PARENT_OF"
"EJULU","0706260C","PARENT_OF"
"502/7","0706260D","PARENT_OF"
"EJULU","0706260D","PARENT_OF"
"502/7","0706267A","PARENT_OF"
"EJULU","0706267A","PARENT_OF"
"502/7","0706267B","PARENT_OF"
"EJULU","0706267B","PARENT_OF"
"502/7","0706267C","PARENT_OF"
"EJULU","0706267C","PARENT_OF"
"502/7","0706268A","PARENT_OF"
"EJULU","0706268A","PARENT_OF"
"502/7","0706268B","PARENT_OF"
"EJULU","0706268B","PARENT_OF"
"PC110","0706323A","PARENT_OF"
"1602/7","0706323A","PARENT_OF"
"PC110","0706323B","PARENT_OF"
"1602/7","0706323B","PARENT_OF"
"PC110","0706336A","PARENT_OF"
"1602/7","0706336A","PARENT_OF"
"PC110","0706337A","PARENT_OF"
"1602/7","0706337A","PARENT_OF"
"PC110","0706468A","PARENT_OF"
"303/577","0706468A","PARENT_OF"
"PC110","0706468B","PARENT_OF"
"303/577","0706468B","PARENT_OF"
"PC110","0706468C","PARENT_OF"
"303/577","0706468C","PARENT_OF"
"PC110","0706468D","PARENT_OF"
"303/577","0706468D","PARENT_OF"
"502/7","0706523","PARENT_OF"
"303/577","0706523","PARENT_OF"
"502/7","0706533","PARENT_OF"
"303/577","0706533","PARENT_OF"
"502/7","0706554A","PARENT_OF"
"303/577","0706554A","PARENT_OF"
"502/7","0706554C","PARENT_OF"
"303/577","0706554C","PARENT_OF"
"502/7","0706560A","PARENT_OF"
"EJULU","0706560A","PARENT_OF"
"502/7","0706560B","PARENT_OF"
"EJULU","0706560B","PARENT_OF"
"502/7","0706564A","PARENT_OF"
"EJULU","0706564A","PARENT_OF"
"502/7","0706564B","PARENT_OF"
"EJULU","0706564B","PARENT_OF"
"502/7","0706564C","PARENT_OF"
"EJULU","0706564C","PARENT_OF"
"502/7","0706564D","PARENT_OF"
"EJULU","0706564D","PARENT_OF"
"502/7","0706564E","PARENT_OF"
"EJULU","0706564E","PARENT_OF"
"502/7","0706705A","PARENT_OF"
"SFS150","0706705A","PARENT_OF"
"502/7","0706705B","PARENT_OF"
"SFS150","0706705B","PARENT_OF"
"502/7","0706708A","PARENT_OF"
"SFS150","0706708A","PARENT_OF"
"502/7","0706708B","PARENT_OF"
"SFS150","0706708B","PARENT_OF"
"502/7","0706711A","PARENT_OF"
"SFS150","0706711A","PARENT_OF"
"502/7","0706711B","PARENT_OF"
"SFS150","0706711B","PARENT_OF"
"502/7","0706725","PARENT_OF"
"SFS150","0706725","PARENT_OF"
"502/7","0706731A","PARENT_OF"
"SFS150","0706731A","PARENT_OF"
"502/7","0706731B","PARENT_OF"
"SFS150","0706731B","PARENT_OF"
"502/7","0706736A","PARENT_OF"
"SFS150","0706736A","PARENT_OF"
"502/7","0706736B","PARENT_OF"
"SFS150","0706736B","PARENT_OF"
"502/7","0706739A","PARENT_OF"
"EJULU","0706739A","PARENT_OF"
"502/7","0706742A","PARENT_OF"
"SFS150","0706742A","PARENT_OF"
"502/7","0706742B","PARENT_OF"
"SFS150","0706742B","PARENT_OF"
"502/7","0706742C","PARENT_OF"
"SFS150","0706742C","PARENT_OF"
"502/7","0706743A","PARENT_OF"
"SFS150","0706743A","PARENT_OF"
"502/7","0706743B","PARENT_OF"
"SFS150","0706743B","PARENT_OF"
"502/7","0706754","PARENT_OF"
"SFS150","0706754","PARENT_OF"
"502/7","0706755A","PARENT_OF"
"SFS150","0706755A","PARENT_OF"
"502/7","0706755B","PARENT_OF"
"SFS150","0706755B","PARENT_OF"
"502/7","0706758A","PARENT_OF"
"SFS150","0706758A","PARENT_OF"
"502/7","0706758B","PARENT_OF"
"SFS150","0706758B","PARENT_OF"
"502/7","0706759A","PARENT_OF"
"SFS150","0706759A","PARENT_OF"
"502/7","0706759B","PARENT_OF"
"SFS150","0706759B","PARENT_OF"
"502/7","0706759C","PARENT_OF"
"SFS150","0706759C","PARENT_OF"
"502/7","0706760A","PARENT_OF"
"SFS150","0706760A","PARENT_OF"
"502/7","0706762A","PARENT_OF"
"SFS150","0706762A","PARENT_OF"
"502/7","0706762B","PARENT_OF"
"SFS150","0706762B","PARENT_OF"
"502/7","0706762C","PARENT_OF"
"SFS150","0706762C","PARENT_OF"
"502/7","0706765","PARENT_OF"
"SFS150","0706765","PARENT_OF"
"502/7","0706767","PARENT_OF"
"SFS150","0706767","PARENT_OF"
"502/7","0706768","PARENT_OF"
"SFS150","0706768","PARENT_OF"
"PC110","0706787A","PARENT_OF"
"303/577","0706787A","PARENT_OF"
"PC110","0706787B","PARENT_OF"
"303/577","0706787B","PARENT_OF"
"PC110","0706790A","PARENT_OF"
"303/577","0706790A","PARENT_OF"
"PC110","0706790B","PARENT_OF"
"303/577","0706790B","PARENT_OF"
"502/7","0706791B","PARENT_OF"
"EJULU","0706791B","PARENT_OF"
"502/7","0706794","PARENT_OF"
"EJULU","0706794","PARENT_OF"
"502/7","0706805A","PARENT_OF"
"EJULU","0706805A","PARENT_OF"
"502/7","0706805C","PARENT_OF"
"EJULU","0706805C","PARENT_OF"
"502/7","0706806","PARENT_OF"
"EJULU","0706806","PARENT_OF"
"502/7","0706809","PARENT_OF"
"EJULU","0706809","PARENT_OF"
"502/7","0706811A","PARENT_OF"
"EJULU","0706811A","PARENT_OF"
"502/7","0706811B","PARENT_OF"
"EJULU","0706811B","PARENT_OF"
"502/7","0706811D","PARENT_OF"
"EJULU","0706811D","PARENT_OF"
"502/7","0706813","PARENT_OF"
"EJULU","0706813","PARENT_OF"
"502/7","0706815A","PARENT_OF"
"EJULU","0706815A","PARENT_OF"
"502/7","0706815B","PARENT_OF"
"EJULU","0706815B","PARENT_OF"
"502/7","0706817","PARENT_OF"
"EJULU","0706817","PARENT_OF"
"502/7","0706819A","PARENT_OF"
"EJULU","0706819A","PARENT_OF"
"502/7","0706819B","PARENT_OF"
"EJULU","0706819B","PARENT_OF"
"502/7","0706819D","PARENT_OF"
"EJULU","0706819D","PARENT_OF"
"502/7","0706825","PARENT_OF"
"EJULU","0706825","PARENT_OF"
"502/7","0706826A","PARENT_OF"
"EJULU","0706826A","PARENT_OF"
"502/7","0706830","PARENT_OF"
"EJULU","0706830","PARENT_OF"
"502/7","0706832","PARENT_OF"
"EJULU","0706832","PARENT_OF"
"502/7","0706835A","PARENT_OF"
"EJULU","0706835A","PARENT_OF"
"502/7","0706835B","PARENT_OF"
"EJULU","0706835B","PARENT_OF"
"502/7","0706836","PARENT_OF"
"EJULU","0706836","PARENT_OF"
"502/7","0706839A","PARENT_OF"
"EJULU","0706839A","PARENT_OF"
"502/7","0706839B","PARENT_OF"
"EJULU","0706839B","PARENT_OF"
"502/7","0706839C","PARENT_OF"
"EJULU","0706839C","PARENT_OF"
"502/7","0706841A","PARENT_OF"
"EJULU","0706841A","PARENT_OF"
"502/7","0706841B","PARENT_OF"
"EJULU","0706841B","PARENT_OF"
"502/7","0706841C","PARENT_OF"
"EJULU","0706841C","PARENT_OF"
"502/7","0706844A","PARENT_OF"
"EJULU","0706844A","PARENT_OF"
"502/7","0706844B","PARENT_OF"
"EJULU","0706844B","PARENT_OF"
"502/7","0706844C","PARENT_OF"
"EJULU","0706844C","PARENT_OF"
"502/7","0706848B","PARENT_OF"
"EJULU","0706848B","PARENT_OF"
"502/7","0706854B","PARENT_OF"
"EJULU","0706854B","PARENT_OF"
"502/7","0706854C","PARENT_OF"
"EJULU","0706854C","PARENT_OF"
"502/7","0706861A","PARENT_OF"
"EJULU","0706861A","PARENT_OF"
"502/7","0706861B","PARENT_OF"
"EJULU","0706861B","PARENT_OF"
"502/7","0706867","PARENT_OF"
"EJULU","0706867","PARENT_OF"
"502/7","0706871A","PARENT_OF"
"EJULU","0706871A","PARENT_OF"
"502/7","0706871B","PARENT_OF"
"EJULU","0706871B","PARENT_OF"
"502/7","0706871B2","PARENT_OF"
"EJULU","0706871B2","PARENT_OF"
"502/7","0706872A","PARENT_OF"
"EJULU","0706872A","PARENT_OF"
"502/7","0706872B","PARENT_OF"
"EJULU","0706872B","PARENT_OF"
"502/7","0706941","PARENT_OF"
"CH3","0706941","PARENT_OF"
"502/7","0706944A","PARENT_OF"
"CH3","0706944A","PARENT_OF"
"502/7","0706945A","PARENT_OF"
"CH3","0706945A","PARENT_OF"
"502/7","0706945B","PARENT_OF"
"CH3","0706945B","PARENT_OF"
"502/7","0706946A","PARENT_OF"
"CH3","0706946A","PARENT_OF"
"502/7","0706946B","PARENT_OF"
"CH3","0706946B","PARENT_OF"
"502/7","0706949A","PARENT_OF"
"CH3","0706949A","PARENT_OF"
"502/7","0706958A","PARENT_OF"
"CH3","0706958A","PARENT_OF"
"502/7","0706958B","PARENT_OF"
"CH3","0706958B","PARENT_OF"
"502/7","0706958C","PARENT_OF"
"CH3","0706958C","PARENT_OF"
"502/7","0706959","PARENT_OF"
"CH3","0706959","PARENT_OF"
"502/7","0706960B","PARENT_OF"
"CH3","0706960B","PARENT_OF"
"502/7","0706960D","PARENT_OF"
"CH3","0706960D","PARENT_OF"
"502/7","0706969","PARENT_OF"
"CH3","0706969","PARENT_OF"
"PC110","0706982","PARENT_OF"
"12/49","0706982","PARENT_OF"
"PC110","0706987A","PARENT_OF"
"12/49","0706987A","PARENT_OF"
"PC110","0706987B","PARENT_OF"
"12/49","0706987B","PARENT_OF"
"PC110","0706987C","PARENT_OF"
"12/49","0706987C","PARENT_OF"
"PC110","0706987D","PARENT_OF"
"12/49","0706987D","PARENT_OF"
"PC110","0706988A","PARENT_OF"
"12/49","0706988A","PARENT_OF"
"PC110","0706988C","PARENT_OF"
"12/49","0706988C","PARENT_OF"
"PC110","0706988D","PARENT_OF"
"12/49","0706988D","PARENT_OF"
"PC110","0706988E","PARENT_OF"
"12/49","0706988E","PARENT_OF"
"PC110","0706988F","PARENT_OF"
"12/49","0706988F","PARENT_OF"
"PC110","0706990B","PARENT_OF"
"12/49","0706990B","PARENT_OF"
"PC110","0706990C","PARENT_OF"
"12/49","0706990C","PARENT_OF"
"502/7","0706996","PARENT_OF"
"12/49","0706996","PARENT_OF"
"502/7","0707009A","PARENT_OF"
"12/49","0707009A","PARENT_OF"
"502/7","0707009B","PARENT_OF"
"12/49","0707009B","PARENT_OF"
"502/7","0707009C","PARENT_OF"
"12/49","0707009C","PARENT_OF"
"502/7","0707009D","PARENT_OF"
"12/49","0707009D","PARENT_OF"
"502/7","0707017A","PARENT_OF"
"12/49","0707017A","PARENT_OF"
"502/7","0707020A","PARENT_OF"
"12/49","0707020A","PARENT_OF"
"502/7","0707020B","PARENT_OF"
"12/49","0707020B","PARENT_OF"
"502/7","0707041A","PARENT_OF"
"12/49","0707041A","PARENT_OF"
"502/7","0707042","PARENT_OF"
"12/49","0707042","PARENT_OF"
"502/7","0707050A","PARENT_OF"
"12/49","0707050A","PARENT_OF"
"502/7","0707050B","PARENT_OF"
"12/49","0707050B","PARENT_OF"
"502/7","0707053","PARENT_OF"
"12/49","0707053","PARENT_OF"
"502/7","0707057A","PARENT_OF"
"12/49","0707057A","PARENT_OF"
"502/7","0707111B","PARENT_OF"
"12/49","0707111B","PARENT_OF"
"502/7","0707115A","PARENT_OF"
"12/49","0707115A","PARENT_OF"
"502/7","0707115B","PARENT_OF"
"12/49","0707115B","PARENT_OF"
"502/7","0707115C","PARENT_OF"
"12/49","0707115C","PARENT_OF"
"502/7","0707115D","PARENT_OF"
"12/49","0707115D","PARENT_OF"
"502/7","0707143","PARENT_OF"
"12/49","0707143","PARENT_OF"
"502/7","0707147A","PARENT_OF"
"12/49","0707147A","PARENT_OF"
"502/7","0707147B","PARENT_OF"
"12/49","0707147B","PARENT_OF"
"502/7","0707151A","PARENT_OF"
"12/49","0707151A","PARENT_OF"
"502/7","0707151B","PARENT_OF"
"12/49","0707151B","PARENT_OF"
"1602/7","0707166A","PARENT_OF"
"10/3","0707166A","PARENT_OF"
"1602/7","0707166C","PARENT_OF"
"10/3","0707166C","PARENT_OF"
"PC110","0707192A","PARENT_OF"
"12/49","0707192A","PARENT_OF"
"PC110","0707192B","PARENT_OF"
"12/49","0707192B","PARENT_OF"
"PC110","0707206A","PARENT_OF"
"12/49","0707206A","PARENT_OF"
"PC110","0707206B","PARENT_OF"
"12/49","0707206B","PARENT_OF"
"PC110","0707211A","PARENT_OF"
"12/49","0707211A","PARENT_OF"
"PC110","0707211B","PARENT_OF"
"12/49","0707211B","PARENT_OF"
"PC110","0707216A","PARENT_OF"
"12/49","0707216A","PARENT_OF"
"PC110","0707216B","PARENT_OF"
"12/49","0707216B","PARENT_OF"
"PC110","0707219B","PARENT_OF"
"12/49","0707219B","PARENT_OF"
"PC110","0707220A","PARENT_OF"
"12/49","0707220A","PARENT_OF"
"PC110","0707220B","PARENT_OF"
"12/49","0707220B","PARENT_OF"
"PC110","0707222","PARENT_OF"
"12/49","0707222","PARENT_OF"
"PC110","0707227A","PARENT_OF"
"12/49","0707227A","PARENT_OF"
"PC110","0707227C","PARENT_OF"
"12/49","0707227C","PARENT_OF"
"PC110","0707409A","PARENT_OF"
"303/577","0707409A","PARENT_OF"
"PC110","0707410A","PARENT_OF"
"303/577","0707410A","PARENT_OF"
"PC110","0707410B","PARENT_OF"
"303/577","0707410B","PARENT_OF"
"PC110","0707410C","PARENT_OF"
"303/577","0707410C","PARENT_OF"
"PC110","0707414A","PARENT_OF"
"303/577","0707414A","PARENT_OF"
"502/7","0707503A","PARENT_OF"
"12/49","0707503A","PARENT_OF"
"502/7","0707503B","PARENT_OF"
"12/49","0707503B","PARENT_OF"
"502/7","0707516A","PARENT_OF"
"12/49","0707516A","PARENT_OF"
"502/7","0707516B","PARENT_OF"
"12/49","0707516B","PARENT_OF"
