id:ID,gener,par1,par2,year:int,:LABEL
"1002975B","1","303/577","SFS204","2010","Plant"
"1002978A","1","303/577","SFS204","2010","Plant"
"1002978B","1","303/577","SFS204","2010","Plant"
"1002978C","1","303/577","SFS204","2010","Plant"
"1002978D","1","303/577","SFS204","2010","Plant"
"1002979A","1","303/577","SFS204","2010","Plant"
"1002979C","1","303/577","SFS204","2010","Plant"
"1002979D","1","303/577","SFS204","2010","Plant"
"1002980","1","303/577","SFS204","2010","Plant"
"1002985A","1","303/577","PC80","2010","Plant"
"1002985B","1","303/577","PC80","2010","Plant"
"1002985C","1","303/577","PC80","2010","Plant"
"1002985D","1","303/577","PC80","2010","Plant"
"1002987A","1","303/577","PC80","2010","Plant"
"1002988","1","303/577","PC80","2010","Plant"
"1002992A","1","303/577","PC80","2010","Plant"
"1002994B","1","303/577","PC80","2010","Plant"
"1002995","1","303/577","PC80","2010","Plant"
"1002998A","1","303/577","PC80","2010","Plant"
"1002998B","1","303/577","PC80","2010","Plant"
"1003002","1","303/577","PC80","2010","Plant"
"1003003A","1","303/577","PC80","2010","Plant"
"1003003B","1","303/577","PC80","2010","Plant"
"1003015A","1","PMC53","SFS204","2010","Plant"
"1003015B","1","PMC53","SFS204","2010","Plant"
"1003015C","1","PMC53","SFS204","2010","Plant"
"1003015D","1","PMC53","SFS204","2010","Plant"
"1003019A","1","PMC53","SFS204","2010","Plant"
"1003019B","1","PMC53","SFS204","2010","Plant"
"1003019C","1","PMC53","SFS204","2010","Plant"
"1003021A","1","303/577","PMC53","2010","Plant"
"1003021B","1","303/577","PMC53","2010","Plant"
"1003022A","1","303/577","PMC53","2010","Plant"
"1003022B","1","303/577","PMC53","2010","Plant"
"1003022C","1","303/577","PMC53","2010","Plant"
"1003023A","1","303/577","PMC53","2010","Plant"
"1003023B","1","303/577","PMC53","2010","Plant"
"1003024A","1","303/577","PMC53","2010","Plant"
"1003024B","1","303/577","PMC53","2010","Plant"
"1003024C","1","303/577","PMC53","2010","Plant"
"1003027A","1","303/577","PMC53","2010","Plant"
"1003027B","1","303/577","PMC53","2010","Plant"
"1003034A","1","303/577","PMC53","2010","Plant"
"1003034B","1","303/577","PMC53","2010","Plant"
"1003034C","1","303/577","PMC53","2010","Plant"
"1003034D","1","303/577","PMC53","2010","Plant"
"1003036A","1","303/577","PMC53","2010","Plant"
"1003038","1","303/577","PMC53","2010","Plant"
"1003043A","1","303/577","PMC53","2010","Plant"
"1003045","1","303/577","PMC53","2010","Plant"
"1003050A","1","303/577","PMC53","2010","Plant"
"1003053B","1","303/577","PMC53","2010","Plant"
"1003054A","1","303/577","PMC53","2010","Plant"
"1003054B","1","303/577","PMC53","2010","Plant"
"1003056A","1","303/577","PMC53","2010","Plant"
"1003056C","1","303/577","PMC53","2010","Plant"
"1003060A","1","303/577","PMC53","2010","Plant"
"1003060B","1","303/577","PMC53","2010","Plant"
"1003060C","1","303/577","PMC53","2010","Plant"
"1003062","1","303/577","1/92","2010","Plant"
"1003063","1","303/577","1/92","2010","Plant"
"1003070A","1","303/577","1/92","2010","Plant"
"1003070B","1","303/577","1/92","2010","Plant"
"1003071","1","303/577","1/92","2010","Plant"
"1003072A","1","303/577","1/92","2010","Plant"
"1003072B","1","303/577","1/92","2010","Plant"
"1003075B","1","303/577","1/92","2010","Plant"
"1003077","1","303/577","1/92","2010","Plant"
"1003078A","1","303/577","1/92","2010","Plant"
"1003078B","1","303/577","1/92","2010","Plant"
"1003080A","1","303/577","1/92","2010","Plant"
"1003150A","1","BB2","PC80","2010","Plant"
"1003150B","1","BB2","PC80","2010","Plant"
"1003151","1","BB35","BB2","2010","Plant"
"1003154","1","BB35","BB2","2010","Plant"
"1003166A","1","PMC53","BB2","2010","Plant"
"1003166C","1","PMC53","BB2","2010","Plant"
"1003171","1","303/577","SFS204","2010","Plant"
"1003178","1","303/577","SFS204","2010","Plant"
"1003221A","1","303/577","PC108","2010","Plant"
"1003221B","1","303/577","PC108","2010","Plant"
"1003222A","1","303/577","PC108","2010","Plant"
"1003222B","1","303/577","PC108","2010","Plant"
"1003222C","1","303/577","PC108","2010","Plant"
"1003228","1","303/577","PC108","2010","Plant"
"1003229A","1","303/577","PC108","2010","Plant"
"1003229B","1","303/577","PC108","2010","Plant"
"1003233A","1","303/577","PC108","2010","Plant"
"1003233B","1","303/577","PC108","2010","Plant"
"1003234","1","303/577","PC108","2010","Plant"
"1003237B","1","303/577","PC108","2010","Plant"
"1003239G","1","303/577","PC108","2010","Plant"
"1003241A","1","303/577","SFS204","2010","Plant"
"1003241B","1","303/577","SFS204","2010","Plant"
"1003241C","1","303/577","SFS204","2010","Plant"
"1003254B","1","PMC53","PC80","2010","Plant"
"1003254C","1","PMC53","PC80","2010","Plant"
"1003257A","1","PMC53","PC80","2010","Plant"
"1003261A","1","303/577","PC108","2010","Plant"
"1003261B","1","303/577","PC108","2010","Plant"
"1003263A","1","303/577","PC108","2010","Plant"
"1003263B","1","303/577","PC108","2010","Plant"
"1003263C","1","303/577","PC108","2010","Plant"
"1003263D","1","303/577","PC108","2010","Plant"
"1003264B","1","303/577","PC108","2010","Plant"
"1003265A","1","303/577","PC108","2010","Plant"
"1003265B","1","303/577","PC108","2010","Plant"
"1003270A","1","303/577","PC108","2010","Plant"
"1003270B","1","303/577","PC108","2010","Plant"
"1003273","1","303/577","PC108","2010","Plant"
"1003280","1","303/577","PC108","2010","Plant"
"1003281A","1","303/577","PC108","2010","Plant"
"1003281B","1","303/577","PC108","2010","Plant"
"1003281C","1","303/577","PC108","2010","Plant"
"1003286A","1","303/577","PC108","2010","Plant"
"1003286B","1","303/577","PC108","2010","Plant"
"1003286C","1","303/577","PC108","2010","Plant"
"1003291A","1","303/577","PC108","2010","Plant"
"1003291B","1","303/577","PC108","2010","Plant"
"1003291C","1","303/577","PC108","2010","Plant"
"1003296","1","303/577","PC108","2010","Plant"
"1003297A","1","303/577","PC108","2010","Plant"
"1003297B","1","303/577","PC108","2010","Plant"
"1003302","1","303/577","PC108","2010","Plant"
"1003303","1","303/577","PC108","2010","Plant"
"1003307","1","303/577","PC108","2010","Plant"
"1003308","1","303/577","PC108","2010","Plant"
"1003322","1","BB35","SFS204","2010","Plant"
"1003323A","1","BB35","SFS204","2010","Plant"
"1003323B","1","BB35","SFS204","2010","Plant"
"1003327A","1","BB35","SFS204","2010","Plant"
"1003327B","1","BB35","SFS204","2010","Plant"
"1003327C","1","BB35","SFS204","2010","Plant"
"1003328","1","BB35","SFS204","2010","Plant"
"1003329A","1","BB35","SFS204","2010","Plant"
"1003353","1","PC108","1/92","2010","Plant"
"1003362A","1","303/577","PC80","2010","Plant"
"1003362B","1","303/577","PC80","2010","Plant"
"1003364","1","303/577","PC80","2010","Plant"
"1003365A","1","303/577","PC80","2010","Plant"
"1003365B","1","303/577","PC80","2010","Plant"
"1003374A","1","303/577","PC80","2010","Plant"
"1003374B","1","303/577","PC80","2010","Plant"
"1003375A","1","303/577","PC80","2010","Plant"
"1003375B","1","303/577","PC80","2010","Plant"
"1003375C","1","303/577","PC80","2010","Plant"
"1003376","1","303/577","PC80","2010","Plant"
"1003377","1","303/577","PC80","2010","Plant"
"1003381A","1","303/577","PC80","2010","Plant"
"1003388","1","303/577","PC80","2010","Plant"
"1003392A","1","PMC53","SFS204","2010","Plant"
"1003400A","1","PMC53","SFS204","2010","Plant"
"1003400B","1","PMC53","SFS204","2010","Plant"
"1003406B","1","PMC53","SFS204","2010","Plant"
"1003407B","1","PMC53","SFS204","2010","Plant"
"1003414A","1","BB2","PC108","2010","Plant"
"1003414B","1","BB2","PC108","2010","Plant"
"1003414C","1","BB2","PC108","2010","Plant"
"1003420A","1","BB2","PC108","2010","Plant"
"1003420B","1","BB2","PC108","2010","Plant"
"1003461A","1","303/577","1/92","2010","Plant"
"1003461B","1","303/577","1/92","2010","Plant"
"1003464A","1","303/577","1/92","2010","Plant"
"1003467A","1","303/577","1/92","2010","Plant"
"1003467B","1","303/577","1/92","2010","Plant"
"1003467C","1","303/577","1/92","2010","Plant"
"1003468A","1","303/577","1/92","2010","Plant"
"1003468B","1","303/577","1/92","2010","Plant"
"1003469A","1","303/577","1/92","2010","Plant"
"1003469B","1","303/577","1/92","2010","Plant"
"1003469C","1","303/577","1/92","2010","Plant"
"1003469D","1","303/577","1/92","2010","Plant"
"1003471A","1","303/577","1/92","2010","Plant"
"1003471B","1","303/577","1/92","2010","Plant"
"1003471C","1","303/577","1/92","2010","Plant"
"1003471D","1","303/577","1/92","2010","Plant"
"1003471F","1","303/577","1/92","2010","Plant"
"1003472","1","303/577","1/92","2010","Plant"
"1003474A","1","303/577","1/92","2010","Plant"
"1003474B","1","303/577","1/92","2010","Plant"
"1003475A","1","303/577","1/92","2010","Plant"
"1003475B","1","303/577","1/92","2010","Plant"
"1003479A","1","303/577","1/92","2010","Plant"
"1003479B","1","303/577","1/92","2010","Plant"
"1003480B","1","303/577","1/92","2010","Plant"
"1003481A","1","303/577","1/92","2010","Plant"
"1003481B","1","303/577","1/92","2010","Plant"
"1003482A","1","303/577","1/92","2010","Plant"
"1003482B","1","303/577","1/92","2010","Plant"
"1003484A","1","303/577","1/92","2010","Plant"
"1003484B","1","303/577","1/92","2010","Plant"
"1003485A","1","303/577","1/92","2010","Plant"
"1003485B","1","303/577","1/92","2010","Plant"
"1003485C","1","303/577","1/92","2010","Plant"
"1003491A","1","303/577","1/92","2010","Plant"
"1003491B","1","303/577","1/92","2010","Plant"
"1003492A","1","303/577","1/92","2010","Plant"
"1003492B","1","303/577","1/92","2010","Plant"
"1003493","1","303/577","1/92","2010","Plant"
"1003494","1","303/577","1/92","2010","Plant"
"1003495A","1","303/577","1/92","2010","Plant"
"1003495B","1","303/577","1/92","2010","Plant"
"1003497A","1","303/577","1/92","2010","Plant"
"1003497B","1","303/577","1/92","2010","Plant"
"1003497C","1","303/577","1/92","2010","Plant"
"1003501B","1","PMC53","PC80","2010","Plant"
"1003501C","1","PMC53","PC80","2010","Plant"
"1003501D","1","PMC53","PC80","2010","Plant"
"1003510A","1","PMC53","PC80","2010","Plant"
"1003510B","1","PMC53","PC80","2010","Plant"
"1003516A","1","303/577","BB35","2010","Plant"
"1003517A","1","303/577","BB35","2010","Plant"
"1003518A","1","303/577","BB35","2010","Plant"
"1003518B","1","303/577","BB35","2010","Plant"
"1003521","1","303/577","BB35","2010","Plant"
"1003523A","1","303/577","BB35","2010","Plant"
"1003523B","1","303/577","BB35","2010","Plant"
"1003527A","1","303/577","BB35","2010","Plant"
"1003527B","1","303/577","BB35","2010","Plant"
"1003528","1","303/577","BB35","2010","Plant"
"1003529","1","303/577","BB35","2010","Plant"
"1003531A","1","303/577","PC80","2010","Plant"
"1003531B","1","303/577","PC80","2010","Plant"
"1003532A","1","303/577","PC80","2010","Plant"
"1003532B","1","303/577","PC80","2010","Plant"
"1003544B","1","303/577","PC80","2010","Plant"
"1003547","1","303/577","PC80","2010","Plant"
"1003548A","1","303/577","PC80","2010","Plant"
"1003548B","1","303/577","PC80","2010","Plant"
"1003549A","1","303/577","PC80","2010","Plant"
"1003549B","1","303/577","PC80","2010","Plant"
"1003551A","1","303/577","PC80","2010","Plant"
"1003551B","1","303/577","PC80","2010","Plant"
"1003554","1","303/577","PC80","2010","Plant"
"1003555A","1","303/577","PC80","2010","Plant"
"1003555B","1","303/577","PC80","2010","Plant"
"1003555C","1","303/577","PC80","2010","Plant"
"1003555D","1","303/577","PC80","2010","Plant"
"1003556A","1","303/577","PC80","2010","Plant"
"1003556B","1","303/577","PC80","2010","Plant"
"1003557A","1","303/577","PC80","2010","Plant"
"1003557B","1","303/577","PC80","2010","Plant"
"1003558A","1","303/577","PC80","2010","Plant"
"1003558B","1","303/577","PC80","2010","Plant"
"1003559","1","303/577","PC80","2010","Plant"
"1003560A","1","303/577","PC80","2010","Plant"
"1003560B","1","303/577","PC80","2010","Plant"
"1003560C","1","303/577","PC80","2010","Plant"
"1003562A","1","PMC53","PC108","2010","Plant"
"1003562B","1","PMC53","PC108","2010","Plant"
"1003578A","1","PMC53","PC108","2010","Plant"
"1003579","1","PMC53","PC108","2010","Plant"
"1003584A","1","303/577","SFS204","2010","Plant"
"1003584B","1","303/577","SFS204","2010","Plant"
"1003589","1","303/577","SFS204","2010","Plant"
"1003592A","1","BB2","1/92","2010","Plant"
"1003594A","1","BB2","1/92","2010","Plant"
"1003594B","1","BB2","1/92","2010","Plant"
"1003594C","1","BB2","1/92","2010","Plant"
"1003595A","1","BB2","1/92","2010","Plant"
"1003595B","1","BB2","1/92","2010","Plant"
"1003601A","1","BB2","1/92","2010","Plant"
"1003605","1","BB2","1/92","2010","Plant"
"1003606","1","BB2","1/92","2010","Plant"
"1003607A","1","BB2","1/92","2010","Plant"
"1003607B","1","BB2","1/92","2010","Plant"
"1003609","1","BB2","1/92","2010","Plant"
"1003612A","1","303/577","PC108","2010","Plant"
"1003612B","1","303/577","PC108","2010","Plant"
"1003613B","1","303/577","PC108","2010","Plant"
"1003616A","1","303/577","PC108","2010","Plant"
"1003616B","1","303/577","PC108","2010","Plant"
"1003617A","1","303/577","PC108","2010","Plant"
"1003617B","1","303/577","PC108","2010","Plant"
"1003617C","1","303/577","PC108","2010","Plant"
"1003617D","1","303/577","PC108","2010","Plant"
"1003618A","1","303/577","PC108","2010","Plant"
"1003618C","1","303/577","PC108","2010","Plant"
"1003624","1","303/577","PC80","2010","Plant"
"1003625","1","303/577","PC80","2010","Plant"
"1003629A","1","303/577","PC80","2010","Plant"
"1003629B","1","303/577","PC80","2010","Plant"
"1003629C","1","303/577","PC80","2010","Plant"
"1003631A","1","303/577","PMC53","2010","Plant"
"1003631B","1","303/577","PMC53","2010","Plant"
"1003638","1","303/577","PMC53","2010","Plant"
"1003647A","1","303/577","PMC53","2010","Plant"
"1003661A","1","PMC53","SFS204","2010","Plant"
"1003661B","1","PMC53","SFS204","2010","Plant"
"1003661C","1","PMC53","SFS204","2010","Plant"
"1003674B","1","PMC53","SFS204","2010","Plant"
"1003674C","1","PMC53","SFS204","2010","Plant"
"1003675A","1","PMC53","SFS204","2010","Plant"
"1003675B","1","PMC53","SFS204","2010","Plant"
"1003675C","1","PMC53","SFS204","2010","Plant"
"1003676A","1","PMC53","SFS204","2010","Plant"
"1003676B","1","PMC53","SFS204","2010","Plant"
"1003676C","1","PMC53","SFS204","2010","Plant"
"1003677A","1","PMC53","SFS204","2010","Plant"
"1003677B","1","PMC53","SFS204","2010","Plant"
"1003688A","1","PMC53","BB2","2010","Plant"
"1003689B","1","PMC53","BB2","2010","Plant"
"1003690A","1","PMC53","BB2","2010","Plant"
"1003690B","1","PMC53","BB2","2010","Plant"
"1003696","1","PMC53","BB2","2010","Plant"
"1003698A","1","PMC53","BB2","2010","Plant"
"1003698B","1","PMC53","BB2","2010","Plant"
"1003698C","1","PMC53","BB2","2010","Plant"
"1003705A","1","PMC53","BB2","2010","Plant"
"1003705B","1","PMC53","BB2","2010","Plant"
"1003721A","1","303/577","SFS204","2010","Plant"
"1003721B","1","303/577","SFS204","2010","Plant"
"1003733A","1","BB2","PC108","2010","Plant"
"1003733B","1","BB2","PC108","2010","Plant"
"1003738","1","BB2","PC108","2010","Plant"
"1003739","1","BB2","PC108","2010","Plant"
"1003742","1","BB2","PC108","2010","Plant"
"1003743","1","BB2","PC108","2010","Plant"
"1003749","1","BB2","PC108","2010","Plant"
"1003752B","1","BB2","PC108","2010","Plant"
"1003754","1","BB2","PC108","2010","Plant"
"1003755A","1","BB2","PC108","2010","Plant"
"1003755B","1","BB2","PC108","2010","Plant"
"1003755C","1","BB2","PC108","2010","Plant"
"1003757","1","BB2","PC108","2010","Plant"
"1003763","1","303/577","PC108","2010","Plant"
"1003764","1","303/577","PC108","2010","Plant"
"1003765A","1","303/577","PC108","2010","Plant"
"1003765B","1","303/577","PC108","2010","Plant"
"1003766A","1","303/577","PC108","2010","Plant"
"1003766B","1","303/577","PC108","2010","Plant"
"1003770","1","303/577","PC108","2010","Plant"
"1003772A","1","303/577","PC108","2010","Plant"
"1003772B","1","303/577","PC108","2010","Plant"
"1003772C","1","303/577","PC108","2010","Plant"
"1003773A","1","303/577","PC108","2010","Plant"
"1003773B","1","303/577","PC108","2010","Plant"
"1003773C","1","303/577","PC108","2010","Plant"
"1003778A","1","303/577","PC108","2010","Plant"
"1003778B","1","303/577","PC108","2010","Plant"
"1003780","1","303/577","PC108","2010","Plant"
"1003781B","1","303/577","BB35","2010","Plant"
"1003783","1","303/577","BB35","2010","Plant"
"1003784","1","303/577","BB35","2010","Plant"
"1003790A1","1","303/577","BB35","2010","Plant"
"1003790A2","1","303/577","BB35","2010","Plant"
"1003799","1","303/577","BB35","2010","Plant"
"1003801A","1","303/577","PMC53","2010","Plant"
"1003801B","1","303/577","PMC53","2010","Plant"
"1003807A","1","303/577","PMC53","2010","Plant"
"1003807C","1","303/577","PMC53","2010","Plant"
"1003811","1","303/577","PMC53","2010","Plant"
"1003813A","1","303/577","PMC53","2010","Plant"
"1003813B","1","303/577","PMC53","2010","Plant"
"1003816A","1","303/577","PMC53","2010","Plant"
"1003816B","1","303/577","PMC53","2010","Plant"
"1003818B","1","303/577","PMC53","2010","Plant"
"1003819A","1","303/577","PMC53","2010","Plant"
"1003819B","1","303/577","PMC53","2010","Plant"
"1003819C","1","303/577","PMC53","2010","Plant"
"1003826A","1","303/577","PMC53","2010","Plant"
"1003827A","1","303/577","PMC53","2010","Plant"
"1003827B","1","303/577","PMC53","2010","Plant"
"1003827C","1","303/577","PMC53","2010","Plant"
"1003828A","1","303/577","PMC53","2010","Plant"
"1003828B","1","303/577","PMC53","2010","Plant"
"1003829A","1","303/577","PMC53","2010","Plant"
"1003830A","1","303/577","PMC53","2010","Plant"
"1003830B","1","303/577","PMC53","2010","Plant"
"1003830C","1","303/577","PMC53","2010","Plant"
"1003831","1","303/577","BB35","2010","Plant"
"1003832A","1","303/577","BB35","2010","Plant"
"1003832B","1","303/577","BB35","2010","Plant"
"1003832C","1","303/577","BB35","2010","Plant"
"1003832D","1","303/577","BB35","2010","Plant"
"1003833","1","303/577","BB35","2010","Plant"
"1003835","1","303/577","BB35","2010","Plant"
"1003836A","1","303/577","BB35","2010","Plant"
"1003837A","1","303/577","BB35","2010","Plant"
"1003837B","1","303/577","BB35","2010","Plant"
"1003840A","1","303/577","BB35","2010","Plant"
"1003842A","1","303/577","BB35","2010","Plant"
"1003842B","1","303/577","BB35","2010","Plant"
"1003842C","1","303/577","BB35","2010","Plant"
"1003846","1","303/577","BB35","2010","Plant"
"1003847","1","303/577","BB35","2010","Plant"
"1003850A","1","303/577","BB35","2010","Plant"
"1003850B","1","303/577","BB35","2010","Plant"
"1003853A","1","303/577","BB35","2010","Plant"
"1003853B","1","303/577","BB35","2010","Plant"
"1003858A","1","303/577","BB35","2010","Plant"
"1003862","1","PMC53","1/92","2010","Plant"
"1003865A","1","PMC53","1/92","2010","Plant"
"1003865B","1","PMC53","1/92","2010","Plant"
"1003865C","1","PMC53","1/92","2010","Plant"
"1003865D","1","PMC53","1/92","2010","Plant"
"1003871B","1","PMC53","1/92","2010","Plant"
"1003874B","1","PMC53","1/92","2010","Plant"
"1003878","1","PMC53","1/92","2010","Plant"
"1003879A","1","PMC53","1/92","2010","Plant"
"1003882A","1","BB2","PC80","2010","Plant"
"1003883A","1","BB2","PC80","2010","Plant"
"1003883B","1","BB2","PC80","2010","Plant"
"1003883C","1","BB2","PC80","2010","Plant"
"1003883D","1","BB2","PC80","2010","Plant"
"1003885A","1","BB2","PC80","2010","Plant"
"1003885B","1","BB2","PC80","2010","Plant"
"1003885C","1","BB2","PC80","2010","Plant"
"1003885D","1","BB2","PC80","2010","Plant"
"1003889A","1","BB2","PC80","2010","Plant"
"1003891A","1","BB2","PC80","2010","Plant"
"1003901A","1","BB2","PC80","2010","Plant"
"1003902A","1","BB2","PC80","2010","Plant"
"1003902B","1","BB2","PC80","2010","Plant"
"1003903A","1","BB2","PC80","2010","Plant"
"1003903B","1","BB2","PC80","2010","Plant"
"1003910B","1","BB2","PC108","2010","Plant"
"1003914","1","BB2","PC108","2010","Plant"
"1003920B","1","BB2","PC108","2010","Plant"
"1003921A","1","303/577","PC108","2010","Plant"
"1003921B","1","303/577","PC108","2010","Plant"
"1003921C","1","303/577","PC108","2010","Plant"
"1003922","1","303/577","PC108","2010","Plant"
"1003926","1","303/577","PC108","2010","Plant"
"1003927","1","303/577","PC108","2010","Plant"
"1003928A","1","303/577","PC108","2010","Plant"
"1003928B","1","303/577","PC108","2010","Plant"
"1003929","1","303/577","PC108","2010","Plant"
"1003930B","1","303/577","PC108","2010","Plant"
"1003932B","1","PMC53","BB2","2010","Plant"
"1003949A","1","PMC53","BB2","2010","Plant"
"1003952A","1","PMC53","BB2","2010","Plant"
"1003952B","1","PMC53","BB2","2010","Plant"
"1003952C","1","PMC53","BB2","2010","Plant"
"1003957B","1","PMC53","BB2","2010","Plant"
"1003969B","1","PMC53","BB2","2010","Plant"
"1003969C","1","PMC53","BB2","2010","Plant"
"1003971A","1","303/577","SFS204","2010","Plant"
"1003971B","1","303/577","SFS204","2010","Plant"
"1003971C","1","303/577","SFS204","2010","Plant"
"1003972B","1","303/577","SFS204","2010","Plant"
"1003972C","1","303/577","SFS204","2010","Plant"
"1003977A","1","303/577","SFS204","2010","Plant"
"1003979A","1","303/577","SFS204","2010","Plant"
"1003979B","1","303/577","SFS204","2010","Plant"
"1003979C","1","303/577","SFS204","2010","Plant"
"1003981A","1","303/577","BB35","2010","Plant"
"1003982A","1","303/577","BB35","2010","Plant"
"1003982B","1","303/577","BB35","2010","Plant"
"1003982C","1","303/577","BB35","2010","Plant"
"1003982D","1","303/577","BB35","2010","Plant"
"1003983A","1","303/577","BB35","2010","Plant"
"1003983B","1","303/577","BB35","2010","Plant"
"1003984A","1","303/577","BB35","2010","Plant"
"1003988C","1","303/577","BB35","2010","Plant"
"1003990","1","303/577","BB35","2010","Plant"
"1003991A","1","303/577","BB35","2010","Plant"
"1003991B","1","303/577","BB35","2010","Plant"
"1003993A","1","303/577","BB35","2010","Plant"
"1003993B","1","303/577","BB35","2010","Plant"
"1003993C","1","303/577","BB35","2010","Plant"
"1003994A","1","303/577","BB35","2010","Plant"
"1003994B","1","303/577","BB35","2010","Plant"
"1003994C","1","303/577","BB35","2010","Plant"
"1003995A","1","303/577","BB35","2010","Plant"
"1003995B","1","303/577","BB35","2010","Plant"
"1003998A","1","303/577","BB35","2010","Plant"
"1003998B","1","303/577","BB35","2010","Plant"
"1004003A","1","303/577","BB35","2010","Plant"
"1004003B","1","303/577","BB35","2010","Plant"
"1004004","1","303/577","BB35","2010","Plant"
"1004005A","1","303/577","BB35","2010","Plant"
"1004005B","1","303/577","BB35","2010","Plant"
"1004005C","1","303/577","BB35","2010","Plant"
"1004012A","1","303/577","1/92","2010","Plant"
"1004012B","1","303/577","1/92","2010","Plant"
"1004013A","1","303/577","1/92","2010","Plant"
"1004013B","1","303/577","1/92","2010","Plant"
"1004013C","1","303/577","1/92","2010","Plant"
"1004021","1","303/577","1/92","2010","Plant"
"1004022","1","303/577","1/92","2010","Plant"
"1004024","1","303/577","1/92","2010","Plant"
"1004027","1","303/577","1/92","2010","Plant"
"1004028","1","303/577","1/92","2010","Plant"
"1004030","1","303/577","1/92","2010","Plant"
"1004031A","1","303/577","BB2","2010","Plant"
"1004031B","1","303/577","BB2","2010","Plant"
"1004031C","1","303/577","BB2","2010","Plant"
"1004031D","1","303/577","BB2","2010","Plant"
"1004033A","1","303/577","BB2","2010","Plant"
"1004033B","1","303/577","BB2","2010","Plant"
"1004033C","1","303/577","BB2","2010","Plant"
"1004035A","1","303/577","BB2","2010","Plant"
"1004035B","1","303/577","BB2","2010","Plant"
"1004035C","1","303/577","BB2","2010","Plant"
"1004035D","1","303/577","BB2","2010","Plant"
"1004037A","1","303/577","BB2","2010","Plant"
"1004037B","1","303/577","BB2","2010","Plant"
"1004037C","1","303/577","BB2","2010","Plant"
"1004038","1","303/577","BB2","2010","Plant"
"1004039A","1","303/577","BB2","2010","Plant"
"1004039B","1","303/577","BB2","2010","Plant"
"1004039C","1","303/577","BB2","2010","Plant"
"1004041A","1","303/577","BB2","2010","Plant"
"1004041B","1","303/577","BB2","2010","Plant"
"1004041C","1","303/577","BB2","2010","Plant"
"1004043","1","303/577","BB2","2010","Plant"
"1004044A","1","303/577","BB2","2010","Plant"
"1004044B","1","303/577","BB2","2010","Plant"
"1004045A","1","303/577","BB2","2010","Plant"
"1004045B","1","303/577","BB2","2010","Plant"
"1004047A","1","303/577","BB2","2010","Plant"
"1004047B","1","303/577","BB2","2010","Plant"
"1004047C","1","303/577","BB2","2010","Plant"
"1004051A","1","303/577","BB2","2010","Plant"
"1004051B","1","303/577","BB2","2010","Plant"
"1004051C","1","303/577","BB2","2010","Plant"
"1004052A","1","303/577","BB2","2010","Plant"
"1004052B","1","303/577","BB2","2010","Plant"
"1004052C","1","303/577","BB2","2010","Plant"
"1004054A","1","303/577","BB2","2010","Plant"
"1004054B","1","303/577","BB2","2010","Plant"
"1004065B","1","PMC53","PC80","2010","Plant"
"1004067A","1","PMC53","PC80","2010","Plant"
"1004067B","1","PMC53","PC80","2010","Plant"
"1004084A","1","303/577","BB2","2010","Plant"
"1004084B","1","303/577","BB2","2010","Plant"
"1004085A","1","303/577","BB2","2010","Plant"
"1004085B","1","303/577","BB2","2010","Plant"
"1004090A","1","303/577","BB2","2010","Plant"
"1004090B","1","303/577","BB2","2010","Plant"
"1004095A","1","303/577","BB2","2010","Plant"
"1004097A","1","303/577","BB2","2010","Plant"
"1004097C","1","303/577","BB2","2010","Plant"
"1004099B","1","303/577","BB2","2010","Plant"
"1004100","1","303/577","BB2","2010","Plant"
"1004101B","1","303/577","BB2","2010","Plant"
"1004106A","1","303/577","BB2","2010","Plant"
"1004106B","1","303/577","BB2","2010","Plant"
"1004106C","1","303/577","BB2","2010","Plant"
"1004108A","1","303/577","BB2","2010","Plant"
"1004108B","1","303/577","BB2","2010","Plant"
"1004127A","1","PMC53","PC80","2010","Plant"
"1004127B","1","PMC53","PC80","2010","Plant"
"1004139A","1","BB2","BB35","2010","Plant"
"1004139B","1","BB2","BB35","2010","Plant"
"1004142A","1","BB2","BB35","2010","Plant"
"1004142B","1","BB2","BB35","2010","Plant"
"1004142C","1","BB2","BB35","2010","Plant"
"1004152","1","BB2","BB35","2010","Plant"
"1004161","1","BB5","PC80","2010","Plant"
"1004182A","1","303/577","SFS204","2010","Plant"
"1004182B","1","303/577","SFS204","2010","Plant"
"1004183A","1","303/577","SFS204","2010","Plant"
"1004183B","1","303/577","SFS204","2010","Plant"
"1004185","1","303/577","SFS204","2010","Plant"
"1004186","1","303/577","SFS204","2010","Plant"
"1004190A","1","303/577","SFS204","2010","Plant"
"1004190B","1","303/577","SFS204","2010","Plant"
"1004191A","1","303/577","SFS204","2010","Plant"
"1004191B","1","303/577","SFS204","2010","Plant"
"1004192","1","303/577","SFS204","2010","Plant"
"1004193A","1","303/577","SFS204","2010","Plant"
"1004197B","1","303/577","SFS204","2010","Plant"
"1004200","1","303/577","SFS204","2010","Plant"
"1004204","1","303/577","SFS204","2010","Plant"
"1004213A","1","303/577","SFS204","2010","Plant"
"1004213B","1","303/577","SFS204","2010","Plant"
"1004213C","1","303/577","SFS204","2010","Plant"
"1004213D","1","303/577","SFS204","2010","Plant"
"1004219A","1","303/577","SFS204","2010","Plant"
"1004219B","1","303/577","SFS204","2010","Plant"
"1004219C","1","303/577","SFS204","2010","Plant"
"1004219D","1","303/577","SFS204","2010","Plant"
"1004223A","1","303/577","SFS204","2010","Plant"
"1004223B","1","303/577","SFS204","2010","Plant"
"1004223C","1","303/577","SFS204","2010","Plant"
