ID	Female_parent	Male_parent
1600475b	9803076c	0701947a
1600478a	9803076c	0701947a
1600478b	9803076c	0701947a
1600483a1	9803076c	0701947a
1600483a2	9803076c	0701947a
1600483b	9803076c	0701947a
1600484a	9803076c	0701947a
1600484b	9803076c	0701947a
1600495a	9803076c	0701947a
1600495b	9803076c	0701947a
1600495c	9803076c	0701947a
1600497a	9803076c	0701947a
1600497b	9803076c	0701947a
1600497c	9803076c	0701947a
1600500a	9803076c	0701947a
1600500b	9803076c	0701947a
1600534a	0708312c	9501818a
1600534b	0708312c	9501818a
1600540a	0708312c	9501818a
1600540c	0708312c	9501818a
1600557a	0708312c	9501818a
1600572b	0708312c	9401046
1600580a	0708312c	9401046
1600580b	0708312c	9401046
1600582a	0708312c	9401046
1600582b	0708312c	9401046
1600582c	0708312c	9401046
1600586a	0708312c	9401046
1600586b	0708312c	9401046
1600586d	0708312c	9401046
1600605a	0708312c	9401046
1600605b	0708312c	9401046
1600626a	303/577	0700113a
1600633a	303/577	0700113a
1600633c	303/577	0700113a
1600635a	303/577	0700113a
1600635b	303/577	0700113a
1600635c	303/577	0700113a
1600639a	303/577	0700113a
1600639b	303/577	0700113a
1600641a	303/577	0700113a
1600641b	303/577	0700113a
1600647a	303/577	0700113a
1600647b	303/577	0700113a
1600647c	303/577	0700113a
1600648a	303/577	0700113a
1600648b	303/577	0700113a
1600655b	303/577	0700113a
1600656b	303/577	0700113a
1600657b	303/577	0700113a
1600657c	303/577	0700113a
1600661a	303/577	0700113a
1600661b	303/577	0700113a
1600661c	303/577	0700113a
1600664a	303/577	0700113a
1600664c	303/577	0700113a
1600665a	303/577	0700113a
1600665b	303/577	0700113a
1600675b	0701947a	9501702
1600721a	303/577	0700113a
1600721c	303/577	0700113a
1600721d	303/577	0700113a
1600728a	303/577	0700113a
1600728b	303/577	0700113a
1600728c	303/577	0700113a
1600729b	303/577	0700113a
1600732a	303/577	0700113a
1600740a	303/577	0700113a
1600740b	303/577	0700113a
1600743a	303/577	0700113a
1600743b	303/577	0700113a
1600743c	303/577	0700113a
1600749a	303/577	0700113a
1600759b	9805110a	0700113a
1600761a	9805110a	0700113a
1600761b	9805110a	0700113a
1600761c	9805110a	0700113a
1600765a	9805110a	0700113a
1600765b	9805110a	0700113a
1600767a	9805110a	0700113a
1600767b	9805110a	0700113a
1600814a	9803076c	0701947a
1600814b	9803076c	0701947a
1600814c	9803076c	0701947a
1600814d	9803076c	0701947a
1600819a	9803076c	0701947a
1600819b	9803076c	0701947a
1600879a	303/577	0700113a
1600892a	303/577	0700113a
1600892b	303/577	0700113a
1600892c	303/577	0700113a
1600892d	303/577	0700113a
1600892e	303/577	0700113a
1600893a	303/577	0700113a
1600894a	303/577	0700113a
1600894b	303/577	0700113a
1600898a	303/577	0700113a
1600905b	9805110a	0700113a
1600906b	9805110a	0700113a
1600907a	9805110a	0700113a
1600953a	9400122	0710225b
1600953b	9400122	0710225b
1600957a	9400122	0710225b
1600957b	9400122	0710225b
1600967a	9400122	0710225b
1600967b	9400122	0710225b
1601024a	9803076c	0708004a
1601024b	9803076c	0708004a
1601028a	9803076c	0708004a
1601028b	9803076c	0708004a
1601028c	9803076c	0708004a
1601032a	9803076c	0708004a
1601032b	9803076c	0708004a
1601036a	9803076c	0708004a
1601044a	9803076c	0708004a
1601044b	9803076c	0708004a
1601045a	9803076c	0708004a
1601045b	9803076c	0708004a
1601048a	9803076c	0708004a
1601048b	9803076c	0708004a
1601048c	9803076c	0708004a
1601050a	9803076c	0708004a
1601050b	9803076c	0708004a
1601050c	9803076c	0708004a
1601055a	9501017	0710225b
1601055b	9501017	0710225b
1601062b	9501017	0710225b
1601077a	9501017	0710225b
1601077b	9501017	0710225b
1601077d	9501017	0710225b
1601087a	9501017	0710225b
1601087b	9501017	0710225b
1601088a	9501017	0710225b
1601088b	9501017	0710225b
1601090a	9501017	0710225b
1601090b	9501017	0710225b
1601103a	9501017	0710225b
1601115/1	9501017	0710225b
1601115/2	9501017	0710225b
1601119a	9501017	0710225b
1601119b	9501017	0710225b
1601120a	9501017	0710225b
1601125a	9803076c	0708004a
1601125b1	9803076c	0708004a
1601125b2	9803076c	0708004a
1601125c	9803076c	0708004a
1601125d	9803076c	0708004a
1601160b	0701947a	9400223
1601168b	0701947a	9400223
1601172a	9501017	0702235b
1601178a	9501017	0702235b
1601178b	9501017	0702235b
1601184a	9501017	0702235b
1601184b	9501017	0702235b
1601184c	9501017	0702235b
1601197a	9501017	0702235b
1601197b	9501017	0702235b
1601197c	9501017	0702235b
1601197d	9501017	0702235b
1601197e	9501017	0702235b
1601202a	9501017	0702235b
1601219a	9501017	0702235b
1601219b	9501017	0702235b
1601219c	9501017	0702235b
1601222/1	9501017	0710225b
1601222/2	9501017	0710225b
1601222/3	9501017	0710225b
1601275a	9803076c	0701947a
1601275b	9803076c	0701947a
1601282i	9803076c	0701947a
1601283a	9803076c	0701947a
1601283b	9803076c	0701947a
1601283c	9803076c	0701947a
1601284a	9803076c	0701947a
1601284b	9803076c	0701947a
1601286a	9803076c	0701947a
1601286b	9803076c	0701947a
1601287a	9803076c	0701947a
1601287b	9803076c	0701947a
1601287c	9803076c	0701947a
1601288b	9803076c	0701947a
1601290a	9803076c	0701947a
1601290b	9803076c	0701947a
1601290c	9803076c	0701947a
1601290d	9803076c	0701947a
1601294/1	9501017	0702235b
1601294/2	9501017	0702235b
1601310a	9501017	0702235b
1601311a	9501017	0702235b
1601311b	9501017	0702235b
1601311c	9501017	0702235b
1601318a	9501017	0702235b
1601318b	9501017	0702235b
1601318c	9501017	0702235b
1601332a	9803076c	0708004a
1601332b	9803076c	0708004a
1601332c	9803076c	0708004a
1601333a	9803076c	0708004a
1601333b	9803076c	0708004a
1601344d	9803076c	0708004a
1601378a	9501617	0710225b
1601378b	9501617	0710225b
1601381a	9501617	0710225b
1601381b	9501617	0710225b
1601388a	9501617	0710225b
1601388b	9501617	0710225b
1601388c	9501617	0710225b
1601388d	9501617	0710225b
1601388e	9501617	0710225b
1601390a1	9501617	0710225b
1601390a2	9501617	0710225b
1601390b	9501617	0710225b
1601390c	9501617	0710225b
1601399a	9501017	0710225b
1601399b1	9501017	0710225b
1601399b2	9501017	0710225b
1601401a	9501017	0710225b
1601401b1	9501017	0710225b
1601401b2	9501017	0710225b
1601411a	9501017	0710225b
1601414a	9501017	0710225b
1601416a	9501017	0710225b
1601416b	9501017	0710225b
1601417a	9501017	0710225b
1601417b	9501017	0710225b
1601417c	9501017	0710225b
1601417d	9501017	0710225b
1601417e	9501017	0710225b
1601421a	303/577	0700113a
1601421b	303/577	0700113a
1601428b	303/577	0700113a
1601445a	9805110a	0700113a
1601445b	9805110a	0700113a
1601446a	9805110a	0700113a
1601446c	9805110a	0700113a
1601448b	9805110a	0700113a
1601449a	9805110a	0700113a
1601449b	9805110a	0700113a
1601452a	9805110a	0700113a
1601452b	9805110a	0700113a
1601455a	9805110a	0700113a
1601455b	9805110a	0700113a
1601481a	9501617	0708004a
1601481b	9501617	0708004a
1601481c	9501617	0708004a
1601481d	9501617	0708004a
1601482b	9501617	0708004a
1601491a	9501017	0710225b
1601491b	9501017	0710225b
1601500a	9501017	0710225b
1601500b	9501017	0710225b
1601590a	9401046	0708312c
1601600a	9401046	0708312c
1601600b	9401046	0708312c
1601600c	9401046	0708312c
1601600d	9401046	0708312c
1601614a	1602/7	0707485b
1601614b	1602/7	0707485b
1601617a	1602/7	0707485b
1601624a	9803076c	0708004a
1601624b1	9803076c	0708004a
1601624b2	9803076c	0708004a
1601644a	9803076c	0708004a
1601644b	9803076c	0708004a
1601645/1	9803076c	0708004a
1601645/2	9803076c	0708004a
1601651a	9501617	0710225b
1601651b	9501617	0710225b
1601651c	9501617	0710225b
1601655a	9501617	0710225b
1601655b	9501617	0710225b
1601655c	9501617	0710225b
1601669a	9501617	0710225b
1601669c	9501617	0710225b
1601669d	9501617	0710225b
1601671b	9501617	0708004a
1601674a	9501617	0708004a
1601674b	9501617	0708004a
1601677a	9501617	0708004a
1601677b	9501617	0708004a
1601677c	9501617	0708004a
1601677d	9501617	0708004a
1601677e	9501617	0708004a
1601679a	9501617	0708004a
1601681a	9501617	0708004a
1601681b	9501617	0708004a
1601683a	9501617	0708004a
1601683b	9501617	0708004a
1601690a	9501617	0708004a
1601690b	9501617	0708004a
1601690c	9501617	0708004a
1601690d	9501617	0708004a
1601691a	9803076c	0708004a
1601691b	9803076c	0708004a
1601691c	9803076c	0708004a
1601691d	9803076c	0708004a
1601693a	9803076c	0708004a
1601693b	9803076c	0708004a
1601693c	9803076c	0708004a
1601695a	9803076c	0708004a
1601701a	9803076c	0708004a
1601704a	9803076c	0708004a
1601704b	9803076c	0708004a
1601706a	9803076c	0708004a
1601708a	9803076c	0708004a
1601708b	9803076c	0708004a
1601712a	9803076c	0708004a
1601712b	9803076c	0708004a
1601712c	9803076c	0708004a
1601712d	9803076c	0708004a
1601713a	9803076c	0708004a
1601713b	9803076c	0708004a
1601715a	9803076c	0708004a
1601715b	9803076c	0708004a
1601715c	9803076c	0708004a
1601716a	9803076c	0708004a
1601716b	9803076c	0708004a
1601716c	9803076c	0708004a
1601719a	9803076c	0708004a
1601719b	9803076c	0708004a
1601720a	9803076c	0708004a
1601720b	9803076c	0708004a
1601727a	9501017	0710225b
1601727b	9501017	0710225b
1601727c	9501017	0710225b
1601738a	9501017	0710225b
1601738c	9501017	0710225b
1601740b	9501017	0710225b
1601740c	9501017	0710225b
1601750a	9501617	0710225b
1601750c	9501617	0710225b
1601757a	9501617	0710225b
1601757b	9501617	0710225b
1601757c	9501617	0710225b
1601757d1	9501617	0710225b
1601757d2	9501617	0710225b
1601762a	9501617	0710225b
1601765a	9501617	0710225b
1601766a	9501617	0710225b
1601766b	9501617	0710225b
1601792a	303/577	0702825
1601792b	303/577	0702825
1601796a	303/577	0702825
1601796b	303/577	0702825
1601796c	303/577	0702825
1601801a	303/577	0702825
1601801b	303/577	0702825
1601816a	303/577	0702825
1601816b	303/577	0702825
1601816c	303/577	0702825
1601818a	303/577	0702825
1601822a	303/577	0702825
1601822b	303/577	0702825
1601826a	303/577	0702825
1601832a	303/577	0702825
1601832b	303/577	0702825
1601832c	303/577	0702825
1601835b	303/577	0702825
1601839a	303/577	0702825
1601839b	303/577	0702825
1601841a	303/577	0702825
1601849a	303/577	0702825
1601849b	303/577	0702825
1601850a	303/577	0702825
1601850b	303/577	0702825
1601850c	303/577	0702825
1601850d	303/577	0702825
1601859b	303/577	0702825
1601870a	303/577	0702825
1601870b	303/577	0702825
1601882a	303/577	0702825
1601882b	303/577	0702825
1601887a	303/577	0702825
1601895a	303/577	0702825
1601895b	303/577	0702825
1601897a	303/577	0702825
1601901a	303/577	0702825
1601901b	303/577	0702825
1601909a	303/577	0702825
1601909b	303/577	0702825
1601910a	303/577	0702825
1601910b	303/577	0702825
1601970a	1602/7	0708312c
1601970b	1602/7	0708312c
1601972a	9501017	0702235b
1601975a	9501017	0702235b
1601975b	9501017	0702235b
1601984a	9803076c	0708004a
1601984b	9803076c	0708004a
1601984c	9803076c	0708004a
1601985a	9803076c	0708004a
1601988a	9803076c	0708004a
1601988b	9803076c	0708004a
1601989a	9803076c	0708004a
1601989b	9803076c	0708004a
1601992a	9803076c	0708004a
1601992b	9803076c	0708004a
1601993a	9803076c	0708004a
1601993b	9803076c	0708004a
1601997a	9803076c	0708004a
1601997b	9803076c	0708004a
1601999a	9803076c	0708004a
1601999b	9803076c	0708004a
1602000a	9803076c	0708004a
1602000b1	9803076c	0708004a
1602000b2	9803076c	0708004a
1602003a	9805110a	0700113a
1602003b	9805110a	0700113a
1602003c	9805110a	0700113a
1602015b	9805110a	0700113a
1602015c	9805110a	0700113a
1602015d	9805110a	0700113a
1602020b	9805110a	0700113a
1602022b	9805110a	0700113a
1602022c	9805110a	0700113a
1602025a	9805110a	0700113a
1602025b	9805110a	0700113a
1602041a	9805110a	0700113a
1602041b	9805110a	0700113a
1602045a	9805110a	0700113a
1602045b	9805110a	0700113a
1602046a	9805110a	0700113a
1602047a	9805110a	0700113a
1602047c	9805110a	0700113a
1602048b	9805110a	0700113a
1602049a1	9805110a	0700113a
1602049a2	9805110a	0700113a
1602049b	9805110a	0700113a
1602049c	9805110a	0700113a
1602054b	9805110a	0700113a
1602055a	9805110a	0700113a
1602055c	9805110a	0700113a
1602059a	9805110a	0700113a
1602059c	9805110a	0700113a
1602061a	9805110a	0700113a
1602061b	9805110a	0700113a
1602061c	9805110a	0700113a
1602067a	9805110a	0700113a
1602067b	9805110a	0700113a
1602067c	9805110a	0700113a
1602077a	9805110a	0700113a
1602085a	9501617	0710225b
1602085b	9501617	0710225b
1602085c	9501617	0710225b
1602085d	9501617	0710225b
1602086a	9501617	0710225b
1602086b	9501617	0710225b
1602086c	9501617	0710225b
1602088a	9501617	0710225b
1602088b	9501617	0710225b
1602088c	9501617	0710225b
1602088d	9501617	0710225b
1602088e	9501617	0710225b
1602088f	9501617	0710225b
1602090a	9501617	0710225b
1602090b	9501617	0710225b
1602091a	9501617	0710225b
1602091b	9501617	0710225b
1602091c	9501617	0710225b
1602094a	9501617	0710225b
1602094b	9501617	0710225b
1602094c	9501617	0710225b
1602094d	9501617	0710225b
1602094e	9501617	0710225b
1602094f	9501617	0710225b
1602098a	9501617	0710225b
1602098b	9501617	0710225b
1602098c	9501617	0710225b
1602098e	9501617	0710225b
1602098f	9501617	0710225b
1602098g	9501617	0710225b
1602098h	9501617	0710225b
1602099a	9501617	0710225b
1602099b	9501617	0710225b
1602099c	9501617	0710225b
1602099d	9501617	0710225b
1602121b	9803076c	0708004a
1602124a	9803076c	0708004a
1602124b	9803076c	0708004a
1602124c	9803076c	0708004a
1602126a	9803076c	0708004a
1602128a	9803076c	0708004a
1602128b	9803076c	0708004a
1602128c	9803076c	0708004a
1602130a	9803076c	0708004a
1602130b	9803076c	0708004a
1602132a	9803076c	0708004a
1602132b	9803076c	0708004a
1602133a	9803076c	0708004a
1602133b	9803076c	0708004a
1602133c	9803076c	0708004a
1602137a	9803076c	0708004a
1602137b	9803076c	0708004a
1602140a	9803076c	0708004a
1602140b	9803076c	0708004a
1602140c	9803076c	0708004a
1602141a	9806490b	0701941b
1602141b	9806490b	0701941b
1602158a	9806490b	0701941b
1602158b	9806490b	0701941b
1602158c	9806490b	0701941b
1602158d	9806490b	0701941b
1602224a	9501017	0702235b
1602224b	9501017	0702235b
1602231a	9501017	0702235b
1602231b	9501017	0702235b
1602231c	9501017	0702235b
1602231d	9501017	0702235b
1602239a	9501017	0702235b
1602239b	9501017	0702235b
1602273b	9501017	0702235b
1602279a	9501017	0702235b
1602279b	9501017	0702235b
1602288a	9501017	0702235b
1602288b	9501017	0702235b
1602288c	9501017	0702235b
1602291a	9501017	0702235b
1602291b	9501017	0702235b
1602291c	9501017	0702235b
1602297b	9501017	0702235b
1602300a	9501017	0702235b
1602328a	9501017	0702235b
1602328b	9501017	0702235b
1602334a	9501017	0702235b
1602334b	9501017	0702235b
1602334c	9501017	0702235b
1602355b	9501017	0702235b
1602368a	9501017	0702235b
1602368b	9501017	0702235b
1602419b	1602/7	0708312c
1602443a	9805110a	0702825
1602443b	9805110a	0702825
1602460b	9805110a	0702825
1602466b	9805110a	0702825
1602466c	9805110a	0702825
1602468a	9805110a	0702825
1602468b	9805110a	0702825
1602495a	9501617	0708004a
1602495b	9501617	0708004a
1602495c	9501617	0708004a
1602495d	9501617	0708004a
1602495e	9501617	0708004a
1602495f	9501617	0708004a
1602498a	9501617	0708004a
1602498b	9501617	0708004a
1602498c	9501617	0708004a
1602499a	9501617	0708004a
1602499b	9501617	0708004a
1602501b	9501617	0708004a
1602503a	9501617	0708004a
1602503b	9501617	0708004a
1602503c	9501617	0708004a
1602503d	9501617	0708004a
1602505a	9501617	0708004a
1602505b	9501617	0708004a
1602505c	9501617	0708004a
1602509a	9501617	0708004a
1602509b	9501617	0708004a
1602509c	9501617	0708004a
1602509d	9501617	0708004a
1602510b	9501617	0708004a
1602510c	9501617	0708004a
1602512a	9501521	0702235b
1602512b	9501521	0702235b
1602539a	9501521	0702235b
1602539b	9501521	0702235b
1602539c	9501521	0702235b
1602557a	303/577	0702825
1602557b	303/577	0702825
1602561b	303/577	0702825
1602567a	303/577	0702825
1602567b	303/577	0702825
1602567c	303/577	0702825
1602581a	9803076c	0708004a
1602581b	9803076c	0708004a
1602589a	9803076c	0708004a
1602589b	9803076c	0708004a
1602589c	9803076c	0708004a
1602590a	9803076c	0708004a
1602590b	9803076c	0708004a
1602591a	9803076c	0708004a
1602591b	9803076c	0708004a
1602591c	9803076c	0708004a
1602593a	9803076c	0708004a
1602597a	9803076c	0708004a
1602597b	9803076c	0708004a
1602597c	9803076c	0708004a
1602598a	9803076c	0708004a
1602598b	9803076c	0708004a
1602599b	9803076c	0708004a
1602600a	9803076c	0708004a
1602600b	9803076c	0708004a
1602603a	9805110a	0702825
1602603b	9805110a	0702825
1602609b	9805110a	0702825
1602612a	9805110a	0702825
1602612b	9805110a	0702825
1602627a	9805110a	0702825
1602627c	9805110a	0702825
1602634a	9805110a	0702825
1602634b	9805110a	0702825
1602638a	9805110a	0702825
1602640a	9805110a	0702825
1602640c	9805110a	0702825
1602643a	9803076c	0708004a
1602643b	9803076c	0708004a
1602644a	9803076c	0708004a
1602644b	9803076c	0708004a
1602646a	9803076c	0708004a
1602646b	9803076c	0708004a
1602647a	9803076c	0708004a
1602648a	9803076c	0708004a
1602648b	9803076c	0708004a
1602651a	9803076c	0708004a
1602651b	9803076c	0708004a
1602652a	9803076c	0708004a
1602652b	9803076c	0708004a
1602652c	9803076c	0708004a
1602653a	9803076c	0708004a
1602653b	9803076c	0708004a
1602653c	9803076c	0708004a
1602660a	9803076c	0708004a
1602660b	9803076c	0708004a
1602660c	9803076c	0708004a
1602660d	9803076c	0708004a
1602664a	303/577	0702825
1602664b	303/577	0702825
1602664c	303/577	0702825
1602672a	9501617	0710225b
1602672b	9501617	0710225b
1602673a	9501617	0710225b
1602673b	9501617	0710225b
1602689a	9501617	0710225b
1602689b	9501617	0710225b
1602803a	9806490b	0701947a
1602803b	9806490b	0701947a
1602803c	9806490b	0701947a
1602804b	9806490b	0701947a
1602813a	9806490b	0701947a
1602813b	9806490b	0701947a
1602828a	9806490b	0701947a
1602828b	9806490b	0701947a
1602863a	9805110a	0700113a
1602863b	9805110a	0700113a
1602863c	9805110a	0700113a
1602864a	9805110a	0700113a
1602864b	9805110a	0700113a
1602864c	9805110a	0700113a
1602866a	9805110a	0700113a
1602866b	9805110a	0700113a
1602867a	9805110a	0700113a
1602875a	9805110a	0700113a
1602875b	9805110a	0700113a
1602876a	9805110a	0700113a
1602876b	9805110a	0700113a
1602878a	9805110a	0700113a
1602878b	9805110a	0700113a
1602906b	1602/7	0708312c
1602928a	1602/7	0708312c
1602965a	9501617	0710225b
1602965b	9501617	0710225b
1602969a	9501617	0710225b
1602969b	9501617	0710225b
1602991b	9806490b	0701941b
1602995a	9806490b	0701941b
1602995c	9806490b	0701941b
1603036b	1602/7	0707485b
1603152b	1602/7	0707485b
1603152d	1602/7	0707485b
1603160a	1602/7	0707485b
1603160b	1602/7	0707485b
1603162a	9501617	0708004a
1603162b	9501617	0708004a
1603162e	9501617	0708004a
1603162f	9501617	0708004a
1603163a	9501617	0708004a
1603163b	9501617	0708004a
1603164a	9501617	0708004a
1603164d	9501617	0708004a
1603165a	9501617	0708004a
1603166a	9501617	0708004a
1603166c	9501617	0708004a
1603166d	9501617	0708004a
1603169a	9501617	0708004a
1603169b	9501617	0708004a
1603169c	9501617	0708004a
1603169d	9501617	0708004a
1603169e	9501617	0708004a
1603179a	9501617	0708004a
1603179b	9501617	0708004a
1603204a	9501818a	0708312c
1603204b	9501818a	0708312c
1603208a	9501818a	0708312c
1603208b	9501818a	0708312c
1603211b	9400942	0707485b
1603232a	9804585a	0707485b
1603232b	9804585a	0707485b
1603232c	9804585a	0707485b
1603242a	9804585a	0707485b
1603242b	9804585a	0707485b
1603242c	9804585a	0707485b
1603243a	9804585a	0707485b
1603243b	9804585a	0707485b
1603243c	9804585a	0707485b
1603244a	9804585a	0707485b
1603244b	9804585a	0707485b
1603245a	9804585a	0707485b
1603245b	9804585a	0707485b
1603245c	9804585a	0707485b
1603246a	9804585a	0707485b
1603246b	9804585a	0707485b
1603246c	9804585a	0707485b
1603246d	9804585a	0707485b
1603302a	1602/7	0707485b
1603302b	1602/7	0707485b
1603323a	9803076c	0701947a
1603323b	9803076c	0701947a
1603323c	9803076c	0701947a
1603325a	9803076c	0701947a
1603325b	9803076c	0701947a
1603326a	9803076c	0701947a
1603326b	9803076c	0701947a
1603326c	9803076c	0701947a
1603326d	9803076c	0701947a
1603326e	9803076c	0701947a
1603327a	9803076c	0701947a
1603327b	9803076c	0701947a
1603328a	9803076c	0701947a
1603328b	9803076c	0701947a
1603329a	9803076c	0701947a
1603329b	9803076c	0701947a
1603333a	9803076c	0701947a
1603333b	9803076c	0701947a
1603333c	9803076c	0701947a
1603334a	9803076c	0701947a
1603334b	9803076c	0701947a
1603335a	9803076c	0701947a
1603335b	9803076c	0701947a
1603335c	9803076c	0701947a
1603336a	9803076c	0701947a
1603336b	9803076c	0701947a
1603342a	9803076c	0701947a
1603342b	9803076c	0701947a
1603342c	9803076c	0701947a
1603343a	9803076c	0701947a
1603343b	9803076c	0701947a
1603348a	9803076c	0701947a
1603348b	9803076c	0701947a
1603351a	9803076c	0701947a
1603351b	9803076c	0701947a
1603354b	9803076c	0701947a
1603355b	9803076c	0701947a
1603355c	9803076c	0701947a
1603356a	9803076c	0701947a
1603356b	9803076c	0701947a
1603375a	9806490b	0701947a
1603375b	9806490b	0701947a
1603379a	9806490b	0701947a
1603379b	9806490b	0701947a
1603391a	9806490b	0701947a
1603391b	9806490b	0701947a
1603391c	9806490b	0701947a
1603412a	1602/7	0707485b
1603412b	1602/7	0707485b
1603482a	9803076c	0701947a
1603482b	9803076c	0701947a
1603482c	9803076c	0701947a
1603483b	9803076c	0701947a
1603484a	9803076c	0701947a
1603484b	9803076c	0701947a
1603485a	9803076c	0701947a
1603485b	9803076c	0701947a
1603486a	9803076c	0701947a
1603486b	9803076c	0701947a
1603486c	9803076c	0701947a
1603487a	9803076c	0701947a
1603487b	9803076c	0701947a
1603487c	9803076c	0701947a
1603488a	9803076c	0701947a
1603488b	9803076c	0701947a
1603489b	9803076c	0701947a
1603489c	9803076c	0701947a
1603490a	9803076c	0701947a
1603490b	9803076c	0701947a
1603491a	9803076c	0701947a
1603491b	9803076c	0701947a
1603491c	9803076c	0701947a
1603496a	9803076c	0701947a
1603496b	9803076c	0701947a
1603498b	9803076c	0701947a
1603506b	9803076c	0701947a
1603507a	9803076c	0701947a
1603507b	9803076c	0701947a
1603508a	9803076c	0701947a
1603508b	9803076c	0701947a
1603508c	9803076c	0701947a
1603508d	9803076c	0701947a
1603508e	9803076c	0701947a
1603510a	9803076c	0701947a
1603510b	9803076c	0701947a
1603510c	9803076c	0701947a
1603513b	9804585a	0707485b
1603521a	9804585a	0707485b
1603521b	9804585a	0707485b
1603521c	9804585a	0707485b
1603521d	9804585a	0707485b
1603522a	9804585a	0707485b
1603522b	9804585a	0707485b
1603522c	9804585a	0707485b
1603522d	9804585a	0707485b
1603616/1	9400122	0708004a
1603645a1	9501617	0708004a
1603645a2	9501617	0708004a
1603645b	9501617	0708004a
1603646a	9501617	0708004a
1603646b	9501617	0708004a
1603647a	9501617	0708004a
1603647b	9501617	0708004a
1603647c	9501617	0708004a
1603648a	9501617	0708004a
1603648b	9501617	0708004a
1603648c	9501617	0708004a
1603656a	9501617	0708004a
1603662a	9501617	0708004a
1603662b	9501617	0708004a
1603663b	9501617	0708004a
1603663c	9501617	0708004a
1603663d	9501617	0708004a
1603663e	9501617	0708004a
1603665a	9501617	0708004a
1603665b	9501617	0708004a
1603666b	9501617	0708004a
1603695a	9501617	0708004a
1603695b	9501617	0708004a
1603695c	9501617	0708004a
1603695f	9501617	0708004a
1603697b	9501617	0708004a
1603697c	9501617	0708004a
1603704a	9501617	0708004a
1603704b	9501617	0708004a
1603704d	9501617	0708004a
1603709a	9501617	0708004a
1603709b	9501617	0708004a
1603795d	9806490b	0701941b
1603800c	9806490b	0701941b
1603800d	9806490b	0701941b
1603811a	9806490b	0701941b
1603811b	9806490b	0701941b
1603811c	9806490b	0701941b
1603816b	9806490b	0701941b
1603819a	9806490b	0701941b
1603819b	9806490b	0701941b
1603819c	9806490b	0701941b
1603820c	9806490b	0701941b
1603823c	9806490b	0701941b
1603875a	9501818a	0708312c
1603875b	9501818a	0708312c
1603895a	C12	0702856b
1603895b	C12	0702856b
1603895c	C12	0702856b
1603902a	C12	0702856b
1603902b	C12	0702856b
1603904a	C12	0702856b
1603906a	C12	0702856b
1603909a	C12	0702856b
1603909b	C12	0702856b
1603915a	C12	0702856b
1603915b	C12	0702856b
1603915c	C12	0702856b
1603927c	C12	0702856b
1603928b	C12	0702856b
1603930a	C12	0702856b
1603930b	C12	0702856b
1603932a	C12	0702856b
1603932b	C12	0702856b
1603932c	C12	0702856b
1603932d	C12	0702856b
1603938a	C12	0702856b
1604012a	303/577	0702825
1604012b	303/577	0702825
1604014a	303/577	0702825
1604014b	303/577	0702825
1604015a	303/577	0702825
1604015b	303/577	0702825
1604058a	C12	0702856b
1604058b	C12	0702856b
1604058c	C12	0702856b
1604059b	C12	0702856b
1604059c	C12	0702856b
1604069a	C12	0702856b
1604069b	C12	0702856b
1604069c	C12	0702856b
1604069d	C12	0702856b
1604074a	C12	0702856b
1604077a	C12	0702856b
1604085b	9501818a	0701941b
1604085c	9501818a	0701941b
1604111b	9501818a	0701941b
1604151a	9803076c	0701947a
1604151b	9803076c	0701947a
1604153a	9803076c	0701947a
1604154a	9803076c	0701947a
1604154b	9803076c	0701947a
1604157a	9803076c	0701947a
1604157b	9803076c	0701947a
1604157c	9803076c	0701947a
1604158a	9803076c	0701947a
1604158b	9803076c	0701947a
1604158c	9803076c	0701947a
1604158d	9803076c	0701947a
1604159a	9803076c	0701947a
1604162a	9803076c	0701947a
1604162b	9803076c	0701947a
1604163a	9803076c	0701947a
1604163b	9803076c	0701947a
1604164a	9803076c	0701947a
1604164b	9803076c	0701947a
1604165a	9803076c	0701947a
1604165b	9803076c	0701947a
1604165c	9803076c	0701947a
1604167a	9803076c	0701947a
1604167b	9803076c	0701947a
1604172a	9803076c	0701947a
1604172b	9803076c	0701947a
1604172c	9803076c	0701947a
1604172d	9803076c	0701947a
1604173a	9803076c	0701947a
1604173b	9803076c	0701947a
1604173c	9803076c	0701947a
1604174a	9803076c	0701947a
1604174b	9803076c	0701947a
1604177c	9803076c	0701947a
1604178a	9803076c	0701947a
1604178b	9803076c	0701947a
1604178c	9803076c	0701947a
1604182b	9806490b	0701947a
1604182c	9806490b	0701947a
1604212a	9806490b	0701947a
1604226a	9804585a	0708312c
1604228a	9804585a	0708312c
1604228b	9804585a	0708312c
1604231a	9804585a	0708312c
1604231c	9804585a	0708312c
1604237b	9804585a	0708312c
1604249a	9804585a	0708312c
1604256a	9804585a	0708312c
1604256c	9804585a	0708312c
1604260b	9804585a	0708312c
1604260c	9804585a	0708312c
1604263a	9501818a	0708312c
1604263b	9501818a	0708312c
1604285b	9804585a	0708312c
1604285c	9804585a	0708312c
1604292a	9804585a	0708312c
1604292b	9804585a	0708312c
1604299b	9804585a	0708312c
1604310b	9804585a	0708312c
1604311a	1602/7	0708312c
1604311b	1602/7	0708312c
1604325b	1602/7	0708312c
1604330a	1602/7	0708312c
1604342a	9805110a	0702825
1604342b	9805110a	0702825
1604342c	9805110a	0702825
1604347a	9805110a	0702825
1604347b	9805110a	0702825
1604358a	9805110a	0702825
1604358b	9805110a	0702825
