	ID	Female_parent	Male_parent
1	000007	TL1	12/108
2	000029	TL1	12/108
3	000174	TL1	12/108
4	000176	TL1	12/108
5	000269	12/108	PC110
6	000292	MRTM1	TL1
7	000299	MRTM1	TL1
8	000307	TL1	12/108
9	000344	TL1	12/108
10	000388	MRTM1	TL1
11	000463	SFS150	EJULU
12	000540	MRTM1	TL1
13	000589	EJULU	PC110
14	000639	TL1	10/3
15	000641	TL1	10/3
16	000742	MRTM1	TL1
17	000788	SFS150	EJULU
18	000810	SFS150	EJULU
19	001028	MRTM1	TL1
20	001132	MRTM1	TL1
21	001154	MRTM1	TL1
22	001263	TL1	12/108
23	001335	12/108	PC110
24	001563	6/8	PC110
25	001650	SFS150	EJULU
26	001896	6/8	PC110
27	002047	SFS150	6/8
28	002347	TL1	10/3
29	0002403	SFS150	6/8
30	002453	SFS150	6/8
31	002473	SFS150	6/8
32	002591	SFS150	6/8
33	002782	SFS150	6/8
34	002790	SFS150	6/8
35	002886	MRTM1	TL1
36	002889	MRTM1	TL1
37	003163	TL1	12/108
38	0003180	SFS150	12/108
39	003437	SFS150	12/108
40	003448	SFS150	12/108
41	003522	SFS150	12/108
42	003547	12/108	SFS150
43	0003549	12/108	SFS150
44	003825	SFS150	10/3
45	003914	10/3	SFS150
46	003919	1602/7	MRTM1
47	003949	1602/7	MRTM1
48	003950	1602/7	MRTM1
49	003954	1602/7	MRTM1
50	004011	2607/7	MRTM1
51	004021	901/2	MRTM1
52	004022	901/2	MRTM1
53	004029	901/2	MRTM1
54	0004132	2607/7	MRTM1
55	004344	2607/7	MRTM1
56	004354	2607/7	MRTM1
57	004358	2607/7	MRTM1
58	004371	901/2	MRTM1
59	004397	1602/7	MRTM1
60	004442	901/2	MRTM1
61	0004519	510/17	MRTM1
62	004551	901/2	MRTM1
63	004567	901/2	MRTM1
64	004597	2607/7	6/8
65	0004658	1602/7	MRTM1
66	004683	1602/7	MRTM1
67	0004736	2607/7	6/8
68	004741	2607/7	6/8
69	004798	1602/7	MRTM1
70	004801	1602/7	MRTM1
71	004806	1602/7	MRTM1
72	004841	901/2	6/8
73	004904	901/2	6/8
74	004923	901/2	6/8
75	0005020	901/2	6/8
76	005032	901/2	6/8
77	005307	1602/7	6/8
78	0005356	901/2	6/8
79	0005433	1602/7	6/8
80	005492	MRTM1	16/163
81	005521	1602/7	6/8
82	0005560	MRTM1	16/163
83	005564	MRTM1	16/163
84	005617	MRTM1	16/163
85	0005627	MRTM1	16/163
86	005667	MRTM1	16/163
87	005690	MRTM1	16/163
88	005703	901/2	15/10
89	0005758	MRTM1	16/163
90	0005786	MRTM1	16/163
91	005818	901/2	15/10
92	005859	1602/7	15/10
93	005864	1602/7	15/10
94	005885	1602/7	15/10
95	0005906	MRTM1	16/163
96	005931	MRTM1	16/163
97	006035	1602/7	15/10
98	006046	901/2	15/10
99	0006071	510/2	15/10
100	006088	502/7	15/10
101	0006101	510/2	MRTM1
102	0006173	1602/7	15/10
103	006176	1602/7	15/10
104	006253	803/17	MRTM1
105	006261	803/17	MRTM1
106	0006271	803/17	MRTM1
107	006272	803/17	MRTM1
108	006277	803/17	MRTM1
109	0006294	208/17	MRTM1
110	006303	901/2	15/10
111	006311	901/2	15/10
112	006326	901/2	15/10
113	006379	1602/7	15/10
114	0006403	803/17	MRTM1
115	0006430	208/17	MRTM1
116	006582	1602/7	15/10
117	006663	803/17	MRTM1
118	006665	803/17	MRTM1
119	0006759	2607/7	15/10
120	0006780	502/7	MRTM1
121	0006783	510/2	MRTM1
122	0006806	510/2	MRTM1
123	0006840	901/2	TL1
124	006861	1602/7	TL1
125	006875	1602/7	TL1
126	0006886	1602/7	TL1
127	006889	1602/7	TL1
128	006891	1602/7	TL1
129	0006935	502/7	MRTM1
130	0006939	510/2	MRTM1
131	0006965	16/163	15/10
132	0007039	2607/7	15/10
133	007064	502/7	MRTM1
134	007156	1602/7	TL1
135	007160	1602/7	TL1
136	007162	1602/7	TL1
137	007189	1602/7	TL1
138	0007221	803/17	MRTM1
139	007238	803/17	MRTM1
140	007261	2607/7	15/10
141	007288	510/2	MRTM1
142	0007329	2607/7	15/10
143	0007352	1602/7	TL1
144	007375	1602/7	TL1
145	007387	1602/7	TL1
146	007477	901/2	BB35
147	0007543	2607/7	TL1
148	0007598	2607/7	TL1
149	007607	510/2	15/10
150	0007608	510/2	15/10
151	007706	1602/7	BB35
152	0007714	502/7	MRTM1
153	0007735	502/7	MRTM1
154	007829	1602/7	BB35
155	0007851	2607/7	TL1
156	007855	2607/7	TL1
157	007870	502/7	MRTM1
158	007901	1602/7	BB35
159	007902	1602/7	BB35
160	007935	2607/7	TL1
161	007963	1602/7	BB35
162	0008123	502/7	15/10
163	0008233	203/2	MRTM1
164	0008236	203/2	MRTM1
165	0008237	203/2	MRTM1
166	0008316	510/2	MRTM1
167	0008330	1704/17	MRTM1
168	0008331	1704/17	MRTM1
169	0008332	1704/17	MRTM1
170	0100170	803/17	864
171	0100173	803/17	864
172	0100178	803/17	864
173	0100193	502/7	PC110
174	0100204	502/7	PC110
175	0100214	502/7	PC110
176	0100227	502/7	PC110
177	0100257	803/17	PC110
178	0100264	502/7	PC110
179	0100279	502/7	PC110
180	0100295	502/7	864
181	0100330	803/17	PC110
182	0100457	502/7	PC110
183	0100462	502/7	PC110
184	0100469	502/7	PC110
185	0100493	803/17	PC110
186	0100541	502/7	864
187	0100568	502/7	864
188	0100570	502/7	864
189	0100592	502/7	PC110
190	0100629	803/17	PC110
191	0100633	803/17	PC110
192	0100698	803/17	PC110
193	0100709	803/17	PC110
194	0100784	1506/7	PC110
195	0100806	803/17	12/108
196	0100872	502/7	864
197	0100916	1506/7	12/108
198	0100939	1506/7	12/108
199	0100974	803/17	PC110
200	0101012	1506/7	PC110
201	0101031	1506/7	12/108
202	0101034	1506/7	12/108
203	0101039	1506/7	12/108
204	0101070	803/17	PC110
205	0101104	502/7	12/108
206	0101120	1506/7	PC110
207	0101133	1506/7	PC110
208	0101134	1506/7	PC110
209	0101160	803/17	12/108
210	0101182	803/17	12/108
211	0101187	803/17	12/108
212	0101240	1506/7	PC110
213	0101257	502/7	12/108
214	0101283	1506/7	12/108
215	0101285	1506/7	12/108
216	0101318	803/17	PC110
217	0101383	1506/7	PC110
218	0101386	1506/7	PC110
219	0101428	803/17	PC110
220	0101435	803/17	PC110
221	0101473	502/7	15/10
222	0101489	502/7	15/10
223	0101503	502/7	15/10
224	0101594	502/7	TL1
225	0101623	864	PC110
226	0101637	12/108	PC110
227	0101639	12/108	PC110
228	0101656	12/108	PC110
229	0101686	31/8	PC110
230	0101811	31/8	PC110
231	0101813	31/8	PC110
232	0101828	864	15/10
233	0101831	31/8	PC110
234	0101875	502/7	TL1
235	0101878	502/7	TL1
236	0101882	502/7	TL1
237	0101891	502/7	TL1
238	0101894	502/7	TL1
239	0101897	502/7	TL1
240	0101920	31/8	PC110
241	0101951	12/108	PC110
242	0101980	864	TL1
243	0102004	12/108	PC110
244	0102066	15/10	PC110
245	0102081	502/7	15/10
246	0102102	502/7	15/10
247	0102108	502/7	15/10
248	0102146	12/108	PC110
249	0102247	TL1	PC110
250	0102272	31/8	PC110
251	0102305	10/3	31/8
252	0102309	10/3	31/8
253	0102311	10/3	31/8
254	0102327	502/7	15/10
255	0102355	502/7	TL1
256	0102386	864	15/10
257	0102494	31/8	PC110
258	0102500	31/8	PC110
259	0102519	31/8	PC110
260	0102628	12/108	PC110
261	0102655	TL1	PC110
262	0102661	TL1	PC110
263	0102666	TL1	PC110
264	0102740	31/8	PC110
265	0102757	31/8	PC110
266	0102772	502/7	TL1
267	0102773	502/7	TL1
268	0102786	502/7	TL1
269	0102792	502/7	TL1
270	0102816	864	15/10
271	0102822	864	15/10
272	0102888	10/3	31/8
273	0102980	12/108	PC110
274	0103017	12/108	31/8
275	0103076	502/7	TL1
276	0103107	TL1	PC110
277	0103184	15/10	PC110
278	0103241	10/3	31/8
279	0103242	10/3	31/8
280	0103281	803/17	12/108
281	0103305	1506/7	12/108
282	0103310	1506/7	12/108
283	0103317	502/7	TL1
284	0103428	864	PC110
285	0103472	502/7	TL1
286	0103476	502/7	TL1
287	0103580	TL1	PC110
288	0103620	502/7	TL1
289	0103639	803/17	12/108
290	0103801	TL1	PC110
291	0103804	TL1	PC110
292	0103820	TL1	PC110
293	0103824	TL1	PC110
294	0103860	TL1	PC110
295	0103868	TL1	PC110
296	0103877	TL1	PC110
297	0103878	TL1	PC110
298	0103930	864	12/108
299	0103941	864	12/108
300	0103968	864	12/108
301	0103976	TL1	PC110
302	0103984	TL1	PC110
303	0103992	TL1	PC110
304	0103999	TL1	PC110
305	0104005	TL1	PC110
306	0104019	TL1	PC110
307	0104035	10/3	31/8
308	0104074	10/3	31/8
309	0104153	10/3	31/8
310	0104160	10/3	31/8
311	0104214	864	15/10
312	0104241	502/7	TL1
313	0104380	803/17	864
314	0104501	803/17	12/108
315	0104529	803/17	12/108
316	0104562	502/7	15/10
317	0104566	502/7	15/10
318	0104583	502/7	15/10
319	0104593	502/7	15/10
320	0104617	502/7	15/10
321	0104623	502/7	15/10
322	0104652	12/108	31/8
323	0104659	12/108	31/8
324	0104847	864	PC110
325	0104849	864	PC110
326	0104911	502/7	864
327	0104915	502/7	864
328	0104918	502/7	864
329	0104935	502/7	864
330	0104936	502/7	864
331	0104941	502/7	864
332	0104962	502/7	864
333	0104984	803/17	12/108
334	0104997	803/17	12/108
335	0104998	803/17	12/108
336	0105110	10/3	31/8
337	0105117	10/3	31/8
338	0105120	10/3	31/8
339	0105190	15/10	31/8
340	0105296	502/7	864
341	0105307	502/7	864
342	0105311	502/7	864
343	0105344	803/17	12/108
344	0105348	803/17	12/108
345	0105392	864	PC110
346	0105393	864	PC110
347	0105429	12/108	10/3
348	0105453	15/10	31/8
349	0105463	864	12/108
350	0105471	502/7	864
351	0105607	510/2	BB35
352	0105644	510/2	BB35
353	0105681	502/7	864
354	0105686	502/7	864
355	0105689	502/7	864
356	0105698	502/7	864
357	0105701	502/7	864
358	0105710	502/7	864
359	0105789	510/2	BB35
360	0105801	510/2	BB35
361	0105804	510/2	BB35
362	0105864	502/7	864
363	0105890	502/7	864
364	0105896	2607/7	BB7
365	0105898	2607/7	BB7
366	0105900	2607/7	BB7
367	0105909	2607/7	BB7
368	0105929	864	12/108
369	0105993	2607/7	BB35
370	0106023	803/17	864
371	0106046	502/7	31/8
372	0106085	502/7	31/8
373	0106092	502/7	31/8
374	0106109	510/2	BB35
375	0106134	510/2	BB35
376	0106142	510/2	BB35
377	0106146	510/2	BB35
378	0106172	864	12/108
379	0106191	864	12/108
380	0106212	864	12/108
381	0106213	864	12/108
382	0106227	864	12/108
383	0106397	864	15/10
384	0106427	2607/7	BB35
385	0106440	2607/7	BB35
386	0106453	502/7	10/3
387	0106525	12/108	31/8
388	0106530	12/108	31/8
389	0106531	12/108	31/8
390	0106587	2607/7	BB35
391	0106607	2607/7	BB35
392	0106654	510/2	BB7
393	0106692	510/2	BB35
394	0106706	502/7	31/8
395	0106738	502/7	31/8
396	0106751	803/17	10/3
397	0106803	2607/7	BB35
398	0106858	803/17	10/3
399	0106861	803/17	10/3
400	0106878	803/17	10/3
401	0106902	803/17	10/3
402	0106912	502/7	10/3
403	0106963	502/7	10/3
404	0106968	502/7	10/3
405	0106977	510/2	BB35
406	0106994	510/2	BB7
407	0106996	510/2	BB7
408	0106999	510/2	BB7
409	0107006	510/2	BB7
410	0107016	510/2	BB7
411	0107022	510/2	BB7
412	0107024	510/2	BB7
413	0107042	502/7	10/3
414	0107045	502/7	10/3
415	0107049	502/7	10/3
416	0107060	502/7	10/3
417	0107067	502/7	10/3
418	0107077	510/2	BB7
419	0107079	510/2	BB7
420	0107082	510/2	BB7
421	0107138	502/7	10/3
422	0107154	502/7	10/3
423	0107195	2607/7	BB35
424	0107244	502/7	12/108
425	0107262	502/7	12/108
426	0107303	510/2	BB35
427	0107373	803/17	10/3
428	0107393	502/7	10/3
429	0107406	502/7	10/3
430	0107429	502/7	10/3
431	0107434	1506/7	864
432	0107441	2607/7	BB35
433	0107490	510/2	BB35
434	0107510	803/17	15/10
435	0107518	803/17	15/10
436	0107556	502/7	15/10
437	0107557	502/7	15/10
438	0107601	2607/7	BB35
439	0107615	2607/7	BB35
440	0107619	2607/7	BB35
441	0107628	803/17	10/3
442	0107675	2607/7	BB7
443	0107688	2607/7	BB7
444	0107697	510/2	BB7
445	0107713	510/2	BB7
446	0107719	510/2	BB7
447	0107795	510/2	BB7
448	0107802	510/2	BB7
449	0107911	510/2	BB7
450	0108031	502/7	12/108
451	0108036	502/7	12/108
452	0108111	803/17	15/10
453	0108204	502/7	31/8
454	0108233	502/7	31/8
455	0108301	803/17	10/3
456	0108326	502/7	31/8
457	0108330	502/7	31/8
458	0108337	510/2	BB7
459	0108347	510/2	BB7
460	0108404	510/2	BB7
461	0108494	502/7	31/8
462	0108497	502/7	31/8
463	0108515	502/7	31/8
464	0108535	502/7	31/8
465	0108541	803/17	15/10
466	0108569	803/17	31/8
467	0108575	803/17	31/8
468	0108630	510/2	510/2
469	0108682	502/7	31/8
470	0108699	502/7	31/8
471	0108768	803/17	10/3
472	0108906	864	TL1
473	0109010	12/108	10/3
474	0109041	502/7	15/10
475	0109057	502/7	15/10
476	0109182	15/10	15/10
477	0109572	510/2	15/10
478	0109665	BB35	BB35
479	0109824	12/108	10/3
480	0109904	TL1	TL1
481	0109913	TL1	TL1
482	0109922	TL1	TL1
483	0109980	803/17	15/10
484	0109997	803/17	15/10
485	0110040	TL1	TL1
486	0110144	BB35	BB35
487	0110220	864	TL1
488	0110265	502/7	15/10
489	0110656	BB35	BB35
490	0110688	MRTM1	13/005
491	0110702	TL1	13/005
492	0110778	MRTM1	13/005
493	0110781	MRTM1	13/005
494	0110807	MRTM1	16/163
495	0110816	MRTM1	16/163
496	0110833	TL1	13/005
497	0110835	TL1	13/005
498	0110867	15/10	15/10
499	0110878	MRTM1	16/163
500	0110955	MRTM1	16/163
501	0110956	MRTM1	16/163
502	0111039	TL1	13/005
503	0111067	MRTM1	16/163
504	0111074	MRTM1	16/163
505	0111172	MRTM1	16/163
506	0111188	MRTM1	16/163
507	0111190	MRTM1	16/163
508	0111198	MRTM1	16/163
509	0111239	MRTM1	16/163
510	0111321	1506/7	TL1
511	0111344	864	TL1
512	0111354	12/108	31/8
513	0111395	864	TL1
514	0111405	864	TL1
515	0111446	864	TL1
516	0111542	864	TL1
517	0111556	864	TL1
518	0111603	864	TL1
519	0111605	864	TL1
520	0111611	864	TL1
521	0111617	1506/7	TL1
522	0111619	1506/7	TL1
523	0111621	1506/7	TL1
524	0111671	1506/7	TL1
525	0111683	803/17	15/10
526	0111731	12/108	10/3
527	0111794	2607/7	BB7
528	0111795	2607/7	BB7
529	0111851	2607/7	BB7
530	0111874	2607/7	BB7
531	0112003	2607/7	BB7
532	0112010	2607/7	BB7
533	0112011	2607/7	BB7
534	0112014	2607/7	BB7
535	0112019	2607/7	BB7
536	0112042	2607/7	BB7
537	0112048	2607/7	BB7
538	0112129	15/10	10/3
539	0112138	2607/7	BB7
540	0112188	2607/7	BB7
541	0112202	2607/7	BB7
542	0112399	502/7	12/108
543	0112453	502/7	12/108
544	0112581	510/2	15/10
545	0112652	510/2	15/10
546	0112904	864	10/3
547	0112930	864	10/3
548	0112932	864	10/3
549	0113048	864	10/3
550	0113053	864	10/3
551	0113073	864	10/3
552	0113119	864	10/3
553	0113177	864	10/3
554	0113194	510/2	510/2
555	0113246	510/2	BB7
556	0113290	9400208	MRTM1
557	0113292	9400208	MRTM1
558	0113308	9400208	MRTM1
559	0200006	MRTM1	9400208
560	0200008	MRTM1	9400208
561	0200018	MRTM1	9400208
562	0200039	MRTM1	9400208
563	0200116	864	9400131
564	0200126	MRTM1	9400208
565	0200144	MRTM1	9400208
566	0200147	MRTM1	9400208
567	0200149	MRTM1	9400208
568	0200153	MRTM1	9400208
569	0200158	MRTM1	9400208
570	0200160	MRTM1	9400208
571	0200162	TL1	9400208
572	0200181	MRTM1	9400208
573	0200186	MRTM1	9400208
574	0200194	MRTM1	9400208
575	0200201	MRTM1	9400208
576	0200204	MRTM1	9400208
577	0200209	MRTM1	9400208
578	0200213	MRTM1	9400208
579	0200249	MRTM1	9400208
580	0200251	MRTM1	9400208
581	0200256	MRTM1	9400208
582	0200260	MRTM1	9400208
583	0200266	MRTM1	9400208
584	0200277	MRTM1	9400208
585	0200330	MRTM1	9400131
586	0200379	MRTM1	9400208
587	0200385	MRTM1	9400208
588	0200386	MRTM1	9400208
589	0200402	MRTM1	9400208
590	0200446	SFS150	9400404
591	0200456	SFS150	9400404
592	0200471	SFS150	9400404
593	0200472	SFS150	9400404
594	0200473	SFS150	9400404
595	0200499	MRTM1	9400404
596	0200577	MRTM1	9400404
597	0200591	MRTM1	9400404
598	0200600	864	9400131
599	0200624	MRTM1	9400404
600	0200701	864	9400208
601	0200723	MRTM1	9400404
602	0200725	MRTM1	9400404
603	0200741	MRTM1	9400404
604	0200743	MRTM1	9400404
605	0200791	MRTM1	9400404
606	0200792	MRTM1	9400404
607	0200797	MRTM1	9400404
608	0200804	MRTM1	9400404
609	0200810	MRTM1	9400404
610	0200811	MRTM1	9400404
611	0200820	MRTM1	9400404
612	0200850	SFS150	9400208
613	0201156	MRTM1	929
614	0201176	MRTM1	929
615	0201238	6/8	EJULU
616	0201362	TL1	9400208
617	0201364	TL1	9400208
618	0201453	TL1	9400225
619	0201470	864	9400208
620	0201629	SFS150	9400131
621	0201704	MRTM1	9400225
622	0201706	MRTM1	9400225
623	0201840	MRTM1	9400225
624	0201935	MRTM1	929
625	0201938	MRTM1	929
626	0201944	TL1	9400208
627	0201952	TL1	9400208
628	0201990	864	9400225
629	0202042	MRTM1	9400131
630	0202043	MRTM1	9400131
631	0202060	MRTM1	9400131
632	0202128	864	9400225
633	0202211	MRTM1	9400225
634	0202212	MRTM1	9400225
635	0202216	MRTM1	9400225
636	0202233	MRTM1	9400225
637	0202532	1207/17	929
638	0202533	1207/17	929
639	0202535	1207/17	929
640	0202544	1207/17	929
641	0202551	1207/17	9400131
642	0202583	MRTM1	929
643	0202584	MRTM1	929
644	0202606	1207/17	929
645	0202675	MRTM1	9400131
646	0202693	MRTM1	9400131
647	0202719	1207/17	929
648	0202734	1207/17	929
649	0202742	1207/17	929
650	0202756	1207/17	9400131
651	0202768	MRTM1	9400131
652	0202774	MRTM1	9400131
653	0202795	10/3	9400225
654	0202812	14/140	15/10
655	0202873	1207/17	929
656	0202894	1207/17	929
657	0203011	864	9400131
658	0203094	1207/17	929
659	0203110	1207/17	929
660	0203117	EJULU	9400404
661	0203141	TL1	9400404
662	0203190	MRTM1	9400131
663	0203235	6/8	9400131
664	0203289	TL1	9400131
665	0203300	TL1	9400131
666	0203323	10/3	9400131
667	0203345	1207/17	9400131
668	0203369	TL1	9400131
669	0203385	TL1	9400131
670	0203517	TL1	9400131
671	0203548	EJULU	9400131
672	0203643	14/140	6/8
673	0203662	6/8	9400131
674	0203670	6/8	9400131
675	0203682	864	9400208
676	0203684	864	9400208
677	0203725	EJULU	9400131
678	0203744	TL1	9400131
679	0203745	TL1	9400131
680	0203746	TL1	9400131
681	0203850	MRTM1	9400131
682	0203854	EJULU	9400208
683	0203856	EJULU	9400208
684	0203874	864	9400208
685	0203888	9400208	9400404
686	0203982	EJULU	9400208
687	0203984	EJULU	9400208
688	0204003	MRTM1	929
689	0204027	TL1	9400225
690	0204046	15/10	9400131
691	0204112	1207/17	9400208
692	0204120	1207/17	9400208
693	0204187	1207/17	9400208
694	0204216	1207/17	9400208
695	0204246	1207/17	9400208
696	0204260	1207/17	9400208
697	0204273	1207/17	9400131
698	0204306	1207/17	9400131
699	0204362	9400131	9400225
700	0204395	1207/17	9400131
701	0204398	1207/17	9400131
702	0204476	1207/17	9400131
703	0204489	9400131	9400208
704	0204520	1207/17	9400131
705	0204533	9400131	9400208
706	0204603	9400208	9400404
707	0204606	9400208	9400404
708	0204610	9400208	9400404
709	0204637	MRTM1	9400131
710	0204674	9400208	9400404
711	0204731	1207/17	9400131
712	0204744	1207/17	9400131
713	0204791	9400208	9400404
714	0204835	9400208	9400404
715	0204988	16/163	14/140
716	0204994	16/163	14/140
717	0205000	16/163	14/140
718	0205109	16/163	14/140
719	0205131	16/163	14/140
720	0205140	16/163	14/140
721	0205178	TL1	9400225
722	0205217	9400208	9400404
723	0205221	9400208	9400404
724	0205234	16/163	14/140
725	0205237	16/163	14/140
726	0205360	9400208	9400404
727	0205409	16/163	13/005
728	0205411	16/163	13/005
729	0205422	16/163	13/005
730	0205440	TL1	9400225
731	0205465	9400208	9400404
732	0205473	9400208	9400404
733	0205491	15/10	9400131
734	0205529	16/163	13/005
735	0205553	16/163	13/005
736	0205747	9400404	9400208
737	0205761	16/163	13/005
738	0300022	6/8	S15/10
739	0300128	6/8	S15/10
740	0300139	14/140	MRTM1
741	0300160	6/8	14/140
742	0300208	6/8	S15/10
743	0300211	6/8	15/10
744	0300253	10/3	S15/10
745	0300254	10/3	15/10
746	0300274	6/8	S15/10
747	0300294	6/8	15/10
748	0300296	6/8	S15/10
749	0300321	6/8	S15/10
750	0300336	6/8	15/10
751	0300361	16/163	MRTM1
752	0300417	6/8	14/140
753	0300450	6/8	864
754	0300472	14/140	864
755	0300482	6/8	14/140
756	0300493	6/8	14/140
757	0300627	14/140	MRTM1
758	0300688	1602/7	9400131
759	0300693	1602/7	9400131
760	0300695	1602/7	9400131
761	0300764	6/8	864
762	0300775	6/8	864
763	0300793	1602/7	9400131
764	0300801	1602/7	9400131
765	0300833	1602/7	9400131
766	0300850	1602/7	9400225
767	0300892	MRTM1	EJULU
768	0301036	1602/7	9400225
769	0301102	502/7	9400225
770	0301114	502/7	9400225
771	0301131	502/7	9400225
772	0301132	502/7	9400225
773	0301137	502/7	9400225
774	0301154	6/8	15/10
775	0301160	6/8	15/10
776	0301175	14/140	15/10
777	0301191	502/7	9400225
778	0301222	1207/17	9400225
779	0301223	1207/17	9400225
780	0301225	1207/17	9400225
781	0301228	1207/17	9400225
782	0301230	1207/17	9400225
783	0301233	1207/17	9400225
784	0301241	1207/17	9400225
785	0301242	1207/17	9400225
786	0301250	1207/17	9400225
787	0301254	1207/17	9400225
788	0301327	502/7	9400208
789	0301332	502/7	9400208
790	0301350	1602/7	9400208
791	0301355	1602/7	9400208
792	0301371	1207/17	9400225
793	0301380	1207/17	9400225
794	0301399	1602/7	9400208
795	0301421	502/7	9400131
796	0301491	1602/7	9400208
797	0301499	1602/7	9400208
798	0301511	1602/7	9400208
799	0301513	1602/7	9400208
800	0301523	1506/7	9400225
801	0301525	1506/7	9400225
802	0301526	1506/7	9400225
803	0301542	502/7	9400131
804	0301546	502/7	9400131
805	0301557	502/7	9400131
806	0301564	1207/17	9400131
807	0301601	1602/7	9400208
808	0301602	1602/7	9400208
809	0301606	1602/7	9400208
810	0301609	1602/7	9400208
811	0301610	1602/7	9400208
812	0301619	1207/17	9400131
813	0301672	1602/7	9400208
814	0301681	1602/7	9400201
815	0301685	1602/7	9400201
816	0301687	1602/7	9400201
817	0301703	1602/7	9400201
818	0301709	1602/7	9400201
819	0301728	1602/7	9400201
820	0301730	1602/7	9400201
821	0301731	1602/7	9400201
822	0301736	1602/7	9400201
823	0301740	1602/7	9400201
824	0301760	502/7	9400131
825	0301772	1602/7	9400208
826	0301775	1602/7	9400208
827	0301777	1602/7	9400208
828	0301794	1207/17	9400225
829	0301798	1207/17	9400225
830	0301819	1602/7	9400208
831	0301821	1602/7	9400208
832	0301828	1602/7	9400208
833	0301839	6/8	S15/10
834	0301851	864	10/3
835	0301894	1602/7	9400201
836	0301907	502/7	9400208
837	0301909	502/7	9400208
838	0301916	1506/7	9400208
839	0301933	1602/7	9400208
840	0301952	1207/17	9400131
841	0301967	1207/17	9400131
842	0301973	502/7	9400208
843	0302027	1506/7	9400131
844	0302093	502/7	9400208
845	0302118	1207/17	9400225
846	0302132	502/7	9400201
847	0302142	502/7	9400201
848	0302160	502/7	9400201
849	0302162	502/7	9400201
850	0302174	16/163	MRTM1
851	0302186	16/163	MRTM1
852	0302194	16/163	MRTM1
853	0302265	1207/17	9400208
854	0302275	1207/17	9400208
855	0302281	1207/17	9400208
856	0302326	6/8	S15/10
857	0302335	502/7	9400201
858	0302342	502/7	9400201
859	0302350	502/7	9400201
860	0302368	502/7	9400201
861	0302374	502/7	9400201
862	0302388	502/7	9400201
863	0302403	502/7	9400201
864	0302411	502/7	9400201
865	0302451	1506/7	9400201
866	0302481	1207/17	9400208
867	0302496	1207/17	9400208
868	0302511	1207/17	9400208
869	0302557	6/8	16/163
870	0302563	864	10/3
871	0302593	MRTM1	16/163
872	0302602	MRTM1	16/163
873	0302684	MRTM1	14/140
874	0302726	864	10/3
875	0302729	864	10/3
876	0302748	MRTM1	EJULU
877	0302754	MRTM1	EJULU
878	0302757	MRTM1	EJULU
879	0302824	MRTM1	EJULU
880	0302825	MRTM1	EJULU
881	0302863	S15/10	10/3
882	0302871	MRTM1	EJULU
883	0302897	1207/17	9400208
884	0302902	1207/17	9400208
885	0302905	1207/17	9400208
886	0302908	1207/17	9400208
887	0302909	1207/17	9400208
888	0302930	1506/7	9400208
889	0302951	MRTM1	EJULU
890	0302975	MRTM1	EJULU
891	0302978	MRTM1	EJULU
892	0302993	MRTM1	EJULU
893	0303005	MRTM1	EJULU
894	0303009	MRTM1	EJULU
895	0303011	MRTM1	EJULU
896	0303012	MRTM1	EJULU
897	0303015	MRTM1	EJULU
898	0303020	MRTM1	EJULU
899	0303063	1207/17	9400201
900	0303078	1207/17	9400201
901	0303096	16/163	864
902	0303116	16/163	864
903	0303186	864	6/8
904	0303195	1207/17	9400201
905	0303301	1207/17	9400201
906	0303324	1207/17	9400201
907	0303326	1207/17	9400201
908	0303328	1207/17	9400201
909	0303331	502/7	9400208
910	0303333	502/7	9400208
911	0303347	502/7	9400208
912	0303356	502/7	9400208
913	0303362	502/7	9400208
914	0303387	502/7	9400208
915	0303392	16/163	10/3
916	0303395	16/163	10/3
917	0303404	16/163	10/3
918	0303407	16/163	10/3
919	0303415	16/163	10/3
920	0303452	6/8	864
921	0303464	6/8	864
922	0303476	S15/10	13/005
923	0303478	15/10	13/005
924	0303521	EJULU	S15/10
925	0303533	6/8	13/005
926	0303548	6/8	13/005
927	0303584	MRTM1	14/140
928	0303587	MRTM1	14/140
929	0303603	MRTM1	14/140
930	0303624	864	EJULU
931	0303641	864	EJULU
932	0303653	864	EJULU
933	0303674	MRTM1	16/163
934	0303676	MRTM1	16/163
935	0303683	MRTM1	13/005
936	0303692	16/163	S15/10
937	0303700	16/163	15/10
938	0303766	EJULU	15/10
939	0303777	EJULU	S15/10
940	0303790	MRTM1	14/140
941	0303818	16/163	S15/10
942	0303837	S15/10	16/163
943	0303874	864	EJULU
944	0303879	864	EJULU
945	0303907	864	EJULU
946	0303926	16/163	S15/10
947	0303927	16/163	15/10
948	0303935	16/163	S15/10
949	0303940	16/163	S15/10
950	0303984	864	EJULU
951	0303990	864	EJULU
952	0304082	16/163	15/10
953	0304090	16/163	15/10
954	0304098	16/163	15/10
955	0304099	16/163	15/10
956	0304104	16/163	S15/10
957	0304110	16/163	15/10
958	0304156	EJULU	S15/10
959	0304179	9400208	1602/7
960	0304230	16/163	15/10
961	0304233	16/163	S15/10
962	0304241	16/163	S15/10
963	0304244	16/163	S15/10
964	0304245	16/163	15/10
965	0304254	16/163	15/10
966	0304258	16/163	S15/10
967	0304259	16/163	15/10
968	0304309	EJULU	15/10
969	0304351	16/163	10/3
970	0304369	16/163	10/3
971	0304398	16/163	10/3
972	0304401	16/163	10/3
973	0304412	EJULU	15/10
974	0304484	16/163	10/3
