	ID	Female_parent	Male_parent
26032	1005892c	BB5	PC80
26033	1005902a	PMC53	PC108
26034	1005902b	PMC53	PC108
26035	1005914a	PMC53	PC108
26036	1005914b	PMC53	PC108
26037	1005914d	PMC53	PC108
26038	1005915a	PMC53	PC108
26039	1005915c	PMC53	PC108
26040	1005931a	PMC53	PC108
26041	1005931b	PMC53	PC108
26042	1005955a	BB5	1/92
26043	1005955b	BB5	1/92
26044	1005956b	BB5	1/92
26045	1005957a	BB5	1/92
26046	1005957b	BB5	1/92
26047	1005968a	BB5	1/92
26048	1005968c	BB5	1/92
26049	1005983a	PMC53	PC80
26050	1005983b	PMC53	PC80
26051	1005984d	PMC53	PC80
26052	1005986a	PMC53	PC80
26053	1005986b	PMC53	PC80
26054	1005991b	BB2	1/92
26055	1005991c	BB2	1/92
26056	1005992a	BB2	1/92
26057	1005992b	BB2	1/92
26058	1005999a	BB2	BB35
26059	1005999b	BB2	BB35
26060	1005999c	BB2	BB35
26061	1006021a	BB35	PC108
26062	1006023a	BB35	PC108
26063	1006023b	BB35	PC108
26064	1006031a	9400340	PC80
26065	1006072a	9400340	PC80
26066	1006072b	9400340	PC80
26067	1006092b	BB2	BB35
26068	1006093a	BB2	BB35
26069	1006093b	BB2	BB35
26070	1006098a	BB2	BB35
26071	1006100b	BB2	BB35
26072	1006103c	BB2	BB35
26073	1006103d	BB2	BB35
26074	1006108a	BB2	BB35
26075	1006108b	BB2	BB35
26076	1006109a	BB2	BB35
26077	1006109b	BB2	BB35
26078	1006111a	BB5	1/92
26079	1006111b	BB5	1/92
26080	1006131a	PMC53	PC108
26081	1006131b	PMC53	PC108
26082	1006131c	PMC53	PC108
26083	1006177c	9400340	PMC53
26084	1006182b	PMC53	PC108
26085	1006182c	PMC53	PC108
26086	1006189a	PMC53	PC108
26087	1006189b	PMC53	PC108
26088	1006189c	PMC53	PC108
26089	1006190a	PMC53	PC108
26090	1006190b	PMC53	PC108
26091	1006190c	PMC53	PC108
26092	1006208b	BB35	PC108
26093	1006215b	BB35	PC108
26094	1006215c	BB35	PC108
26095	1006237b	PMC53	PC80
26096	1006249a	PMC53	PC80
26097	1006262c	PMC53	PC80
26098	1006263a	PMC53	PC80
26099	1006271a	BB35	PC80
26100	1006271b	BB35	PC80
26101	1006271c	BB35	PC80
26102	1006271d	BB35	PC80
26103	1006278a	BB35	PC80
26104	1006302a	BB5	303/577
26105	1006302b	BB5	303/577
26106	1006302c	BB5	303/577
26107	1006302d	BB5	303/577
26108	1006304a	BB5	303/577
26109	1006309a	BB5	303/577
26110	1006310a	BB5	303/577
26111	1006310b	BB5	303/577
26112	1006310c	BB5	303/577
26113	1006311a	9400340	1/92
26114	1006311b	9400340	1/92
26115	1006323a	BB2	9400340
26116	1006330a	BB2	9400340
26117	1006330b	BB2	9400340
26118	1006332b	BB2	9400340
26119	1006333b	BB2	9400340
26120	1006333c	BB2	9400340
26121	1006337a	BB2	9400340
26122	1006341a	BB2	9400340
26123	1006342a	BB2	9400340
26124	1006343a	BB2	9400340
26125	1006343b	BB2	9400340
26126	1006343c	BB2	9400340
26127	1006343d	BB2	9400340
26128	1006344a	BB2	9400340
26129	1006344c	BB2	9400340
26130	1006345a	BB2	9400340
26131	1006345b	BB2	9400340
26132	1006352a	9400340	1/92
26133	1006352b	9400340	1/92
26134	1006352c	9400340	1/92
26135	1006369a	BB5	303/577
26136	1006369b	BB5	303/577
26137	1006370a	BB5	303/577
26138	1006370b	BB5	303/577
26139	1006372a	BB5	303/577
26140	1006379a	BB5	303/577
26141	1006379b	BB5	303/577
26142	1006399a	BB35	PC108
26143	1006399b	BB35	PC108
26144	1006399c	BB35	PC108
26145	1006404a	9400340	PMC53
26146	1006404b	9400340	PMC53
26147	1006404c	9400340	PMC53
26148	1006414a	BB5	303/577
26149	1006414b	BB5	303/577
26150	1006414c	BB5	303/577
26151	1006418a	BB5	303/577
26152	1006449b	BB5	PC80
26153	1006457a	PC108	1/92
26154	1006457b	PC108	1/92
26155	1006465a	BB5	303/577
26156	1006471a	BB5	303/577
26157	1006475a	BB5	303/577
26158	1006479a	BB5	303/577
26159	1006479b	BB5	303/577
26160	1006479c	BB5	303/577
26161	1006482a	BB35	PC108
26162	1006487a	BB35	PC108
26163	1006487b	BB35	PC108
26164	1006488a	BB35	PC108
26165	1006488b	BB35	PC108
26166	1006488c	BB35	PC108
26167	1006505a	BB5	PC80
26168	1006505b	BB5	PC80
26169	1006505c	BB5	PC80
26170	1006505d	BB5	PC80
26171	1006509a	BB5	PC80
26172	1006514a	BB5	PC80
26173	1006514b	BB5	PC80
26174	1006550a	BB5	303/577
26175	1006550b	BB5	303/577
26176	1006550c	BB5	303/577
26177	1006557a	303/577	BB5
26178	1006557b	303/577	BB5
26179	1006563b	303/577	BB5
26180	1006564a	303/577	BB5
26181	1006564b	303/577	BB5
26182	1006577a	BB2	BB35
26183	1006577b	BB2	BB35
26184	1006580a	BB2	BB35
26185	1006580b	BB2	BB35
26186	1006581a	BB2	BB35
26187	1006582a	BB2	BB35
26188	1006586a	BB2	BB35
26189	1006586b	BB2	BB35
26190	1006587a	BB2	BB35
26191	1006587b	BB2	BB35
26192	1006587c	BB2	BB35
26193	1006588c	BB2	BB35
26194	1006589a	BB2	BB35
26195	1006589b	BB2	BB35
26196	1006591b	BB35	PC108
26197	1006592b	BB35	PC108
26198	1006592c	BB35	PC108
26199	1006599a	BB35	PC108
26200	1006599b	BB35	PC108
26201	1006599c	BB35	PC108
26202	1006603a	BB5	PC80
26203	1006604a	BB5	PC80
26204	1006604b	BB5	PC80
26205	1006609a	BB5	PC80
26206	1006609c	BB5	PC80
26207	1006613a	303/577	BB5
26208	1006613b	303/577	BB5
26209	1006613c	303/577	BB5
26210	1006613d	303/577	BB5
26211	1006632a	BB2	BB35
26212	1006632b	BB2	BB35
26213	1006634b	BB2	BB35
26214	1006636a	BB2	BB35
26215	1006638a	BB2	BB35
26216	1006638b	BB2	BB35
26217	1006638c	BB2	BB35
26218	1006648a	BB2	BB35
26219	1006648b	BB2	BB35
26220	1006648c	BB2	BB35
26221	1006648d	BB2	BB35
26222	1006648e	BB2	BB35
26223	1006650a	BB2	BB35
26224	1006651a	BB2	BB35
26225	1006654b	BB2	BB35
26226	1006657c	BB2	BB35
26227	1006704b	BB5	PC80
26228	1006712a	BB5	PC80
26229	1006716a	BB5	PC80
26230	1006716b	BB5	PC80
26231	1006719a	BB5	PC80
26232	1006719b	BB5	PC80
26233	1006720a	BB5	PC80
26234	1006720b	BB5	PC80
26235	1006721b	BB2	BB35
26236	1006721c	BB2	BB35
26237	1006722a	BB2	BB35
26238	1006722b	BB2	BB35
26239	1006723a	BB2	BB35
26240	1006723b	BB2	BB35
26241	1006723c	BB2	BB35
26242	1006741a	PC80	BB5
26243	1006741b	PC80	BB5
26244	1006742a	PC80	BB5
26245	1006746a	PC80	BB5
26246	1006746b	PC80	BB5
26247	1006750a	PC80	BB5
26248	1006750b	PC80	BB5
26249	1006751a	BB5	PC80
26250	1006754a	BB5	PC80
26251	1006754b	BB5	PC80
26252	1006761a	BB5	PC80
26253	1006761b	BB5	PC80
26254	1006783a	BB5	9400340
26255	1006784a	BB5	9400340
26256	1006785a	BB5	9400340
26257	1006785b	BB5	9400340
26258	1006786a	BB5	9400340
26259	1006786b	BB5	9400340
26260	1006788a	BB5	9400340
26261	1006792b	BB5	9400340
26262	1006792d	BB5	9400340
26263	1006794a	BB5	9400340
26264	1006794b	BB5	9400340
26265	1006794c	BB5	9400340
26266	1006794d	BB5	9400340
26267	1006794e	BB5	9400340
26268	1006802a	BB5	9400340
26269	1006802b	BB5	9400340
26270	1006803a	BB5	9400340
26271	1006803b	BB5	9400340
26272	1006807a	BB5	1/92
26273	1006811a	PC80	BB5
26274	1006821a	PC80	BB5
26275	1006821b	PC80	BB5
26276	1006826b	BB2	BB35
26277	1006831b	BB2	BB35
26278	1006833a	BB2	BB35
26279	1006833b	BB2	BB35
26280	1006833c	BB2	BB35
26281	1006835a	BB2	BB35
26282	1006835b	BB2	BB35
26283	1006839a	BB2	BB35
26284	1006839b	BB2	BB35
26285	1006847a	PMC53	BB5
26286	1006847b	PMC53	BB5
26287	1006847c	PMC53	BB5
26288	1006848a	PMC53	BB5
26289	1006848b	PMC53	BB5
26290	1006848c	PMC53	BB5
26291	1006848d	PMC53	BB5
26292	1006865a	PMC53	BB5
26293	1006865b	PMC53	BB5
26294	1006908a	BB5	PMC53
26295	1006910a	BB5	PMC53
26296	1006910b	BB5	PMC53
26297	1006911b	BB5	PMC53
26298	1006921a	9400340	PMC53
26299	1006936a	BB5	1/92
26300	1006936b	BB5	1/92
26301	1006945b	BB5	1/92
26302	1006948a	BB35	BB2
26303	1006948b	BB35	BB2
26304	1006949a	BB35	BB2
26305	1006949b	BB35	BB2
26306	1006951a	BB35	BB2
26307	1006951b	BB35	BB2
26308	1006959a	BB35	BB2
26309	1006959b	BB35	BB2
26310	1006971a	PC80	9400340
26311	1006971b	PC80	9400340
26312	1007003a	BB2	BB35
26313	1007003b	BB2	BB35
26314	1007006c	BB5	1/92
26315	1007028a	PMC53	BB5
26316	1007028b	PMC53	BB5
26317	1007028c	PMC53	BB5
26318	1007043a	PMC53	BB5
26319	1007043c	PMC53	BB5
26320	1007077b	BB5	1/92
26321	1007077c	BB5	1/92
26322	1007080a	BB5	1/92
26323	1007080b	BB5	1/92
26324	1007104a	BB5	1/92
26325	1007104b	BB5	1/92
26326	1007158b	PC80	9400340
26327	1007161a	PC80	9400340
26328	1007161b	PC80	9400340
26329	1007163a	PC80	9400340
26330	1007163b	PC80	9400340
26331	1007165a	PC80	9400340
26332	1007165b	PC80	9400340
26333	1007169b	BB5	9400340
26334	1007176b	BB5	1/92
26335	1007187b	BB5	1/92
26336	1007199a	BB5	1/92
26337	1007199b	BB5	1/92
26338	1007199c	BB5	1/92
26339	1007207b	BB5	9400340
26340	1007226a	BB5	9400340
26341	1007226b	BB5	9400340
26342	1007246a	BB2	BB5
26343	1007246b	BB2	BB5
26344	1007268a	BB2	BB5
26345	1007285a	PMC53	BB5
26346	1007285b	PMC53	BB5
26347	1007285c	PMC53	BB5
26348	1007292b	PMC53	BB5
26349	1007299a	PMC53	BB5
26350	1007339a	BB5	9400340
26351	1007339b	BB5	9400340
26352	1007339c	BB5	9400340
26353	1007355a	PC80	9400340
26354	1007355d	PC80	9400340
26355	1007357a	PC80	9400340
26356	1007357b	PC80	9400340
26357	1007357c	PC80	9400340
26358	1007381b	SFS204	BB35
26359	1007393a	SFS204	BB35
26360	1007393b	SFS204	BB35
26361	1007393c	SFS204	BB35
26362	1007394a	SFS204	BB35
26363	1007395a	SFS204	BB35
26364	1007398a	PC80	9400340
26365	1007398b	PC80	9400340
26366	1007398c	PC80	9400340
26367	1007398d	PC80	9400340
26368	1007410a	BB5	9400340
26369	1007412a	BB5	9400340
26370	1007417b	BB5	9400340
26371	1007417c	BB5	9400340
26372	1007428a	BB35	9400340
26373	1007428b	BB35	9400340
26374	1007428c	BB35	9400340
26375	1007428d	BB35	9400340
26376	1007454b	BB2	BB35
26377	1007454c	BB2	BB35
26378	1007456a	BB2	BB35
26379	1007463a	PMC53	9400340
26380	1007463b	PMC53	9400340
26381	1007463c	PMC53	9400340
26382	1007476a	SFS204	BB35
26383	1007476b	SFS204	BB35
26384	1007479a	SFS204	BB35
26385	1007479b	SFS204	BB35
26386	1007480b	SFS204	BB35
26387	1007480c	SFS204	BB35
26388	1007547b	BB5	PC108
26389	1007567a	BB5	PC108
26390	1007567b	BB5	PC108
26391	1007567c	BB5	PC108
26392	1007573a	BB5	PC108
26393	1007573b	BB5	PC108
26394	1007581a	BB5	PC108
26395	1007594a	BB5	PC108
26396	1007594b	BB5	PC108
26397	1007595a	BB5	PC108
26398	1007595b	BB5	PC108
26399	1007596a	BB5	PC108
26400	1007596b	BB5	PC108
26401	1007613a	BB5	PC108
26402	1007613b	BB5	PC108
26403	1007621a	BB5	PC108
26404	1007621b	BB5	PC108
26405	1007625a	BB5	PC108
26406	1007625b	BB5	PC108
26407	1007652a	BB5	PC108
26408	1007657c	BB5	PC108
26409	1007658b	BB5	PC108
26410	1007659a	BB5	PC108
26411	1007675c	PMC53	9400340
26412	1007682b	PMC53	9400340
26413	1007701a	BB5	PC108
26414	1007701b	BB5	PC108
26415	1007701c	BB5	PC108
26416	1007710a	BB5	PC108
26417	1007711a	BB5	PC108
26418	1007719b	BB5	PC108
26419	1007719c	BB5	PC108
26420	1007745a	BB5	BB35
26421	1007748a	BB5	BB35
26422	1007748b	BB5	BB35
26423	1007758a	BB5	PC108
26424	1007758b	BB5	PC108
26425	1007761a	BB5	PC108
26426	1007801a	BB5	BB35
26427	1007806b	BB5	BB35
26428	1007818a	BB5	BB35
26429	1007819b	BB5	BB35
26430	1007819c	BB5	BB35
26431	1007821a	BB5	BB35
26432	1007822a	BB5	BB35
26433	1007822b	BB5	BB35
26434	1007828b	BB5	BB35
26435	1007829a	BB5	BB35
26436	1007844a	SFS204	BB35
26437	1007848a	SFS204	BB35
26438	1007848b	SFS204	BB35
26439	1007848c	SFS204	BB35
26440	1007861a	BB5	BB35
26441	1007861b	BB5	BB35
26442	1007861c	BB5	BB35
26443	1007870b	BB5	BB35
26444	1007870c	BB5	BB35
26445	1007871b	BB5	BB35
26446	1007872a	BB5	BB35
26447	1007885a	BB35	BB5
26448	1007902c	BB5	BB35
26449	1007910b	BB5	BB35
26450	1007910c	BB5	BB35
26451	1007941a	BB5	BB35
26452	1007950a	BB5	BB35
26453	1007963a	BB5	BB35
26454	1007969a	BB5	BB35
26455	1007969b	BB5	BB35
26456	1007977a	BB5	BB35
26457	1007977c	BB5	BB35
26458	1007997a	BB5	BB35
26459	1007997b	BB5	BB35
26460	1008062a	PC108	BB35
26461	1008079b	SFS204	BB35
26462	1008079c	SFS204	BB35
26463	1008084a	SFS204	BB35
26464	1008084b	SFS204	BB35
26465	1008086b	SFS204	BB35
26466	1008086c	SFS204	BB35
26467	1008086d	SFS204	BB35
26468	1008089a	SFS204	BB35
26469	1008091a	BB35	9400340
26470	1008091b	BB35	9400340
26471	1008120a	SFS204	BB35
26472	1008120b	SFS204	BB35
26473	1008120d	SFS204	BB35
26474	1008122a	SFS204	BB35
26475	1008124a	SFS204	BB35
26476	1008124b	SFS204	BB35
26477	1008137a	SFS204	BB35
26478	1008138a	SFS204	BB35
26479	1008146a	SFS204	BB35
26480	1008151b	SFS204	BB35
26481	1008176b	BB35	SFS204
26482	1008176c	BB35	SFS204
26483	1008198a	SFS204	BB35
26484	1008230a	SFS204	BB35
26485	1008230b	SFS204	BB35
26486	1008237a	SFS204	BB35
26487	1008237b	SFS204	BB35
26488	1100003a	9501622b	CH3
26489	1100003b	9501622b	CH3
26490	1100018a	9501622b	CH3
26491	1100026a	9501622b	CH3
26492	1100026b	9501622b	CH3
26493	1100026c	9501622b	CH3
26494	1100123c	9501622B	9806490B
26495	1100137a	9501529B	CH3
26496	1100151a	CH3	9806490B
26497	1100151d	CH3	9806490B
26498	1100151e	CH3	9806490B
26499	1100161b	CH3	9806490B
26500	1100161f	CH3	9806490B
26501	1100162a	CH3	9806490B
26502	1100166a	CH3	9806490B
26503	1100166b	CH3	9806490B
26504	1100166c	CH3	9806490B
26505	1100167e	CH3	9806490B
26506	1100220a	9400248	CH3
26507	1100224d	CH3	9806490B
26508	1100225b	CH3	9806490B
26509	1100227a	CH3	9806490B
26510	1100227b	CH3	9806490B
26511	1100227c	CH3	9806490B
26512	1100227d	CH3	9806490B
26513	1100227e	CH3	9806490B
26514	1100227f	CH3	9806490B
26515	1100230b	CH3	9806490B
26516	1100231b	CH3	9806490B
26517	1100231c	CH3	9806490B
26518	1100231f	CH3	9806490B
26519	1100236a	CH3	9806490B
26520	1100236b	CH3	9806490B
26521	1100245a	9501622B	9806490B
26522	1100249b	9501622B	9806490B
26523	1100249c1	9501622B	9806490B
26524	1100249c2	9501622B	9806490B
26525	1100259a	9501622B	9806490B
26526	1100301a	9400310	9806490B
26527	1100315c	CH3	9400310
26528	1100341a	CH3	9400310
26529	1100341c	CH3	9400310
26530	1100341d	CH3	9400310
26531	1100341e	CH3	9400310
26532	1100350a	CH3	9400310
26533	1100353e	CH3	9400310
26534	1100363a	CH3	9400310
26535	1100363b	CH3	9400310
26536	1100363c	CH3	9400310
26537	1100369a	CH3	9400310
26538	1100369b	CH3	9400310
26539	1100369c	CH3	9400310
26540	1100369e	CH3	9400310
26541	1100369f	CH3	9400310
26542	1100372a	9806490B	9400310
26543	1100372b	9806490B	9400310
26544	1100378a	9806490B	9400310
26545	1100386a	9501622B	CH3
26546	1100413a	9501622B	CH3
26547	1100413b	9501622B	CH3
26548	1100440a	9400310	9803076C
26549	1100457b	CH3	9806490B
26550	1100465a	CH3	9806490B
26551	1100468a	CH3	9806490B
26552	1100468e	CH3	9806490B
26553	1100468f	CH3	9806490B
26554	1100471a	CH3	9806490B
26555	1100475a	CH3	9806490B
26556	1100475c	CH3	9806490B
26557	1100475d	CH3	9806490B
26558	1100476b	CH3	9806490B
26559	1100478b	CH3	9806490B
26560	1100478c	CH3	9806490B
26561	1100478e	CH3	9806490B
26562	1100487a	CH3	9806490B
26563	1100491a	CH3	9806490B
26564	1100491b	CH3	9806490B
26565	1100494c	CH3	9806490B
26566	1100499a	CH3	9806490B
26567	1100499b	CH3	9806490B
26568	1100499c	CH3	9806490B
26569	1100499e	CH3	9806490B
26570	1100499f	CH3	9806490B
26571	1100499g	CH3	9806490B
26572	1100521c	CH3	9806275A
26573	1100521e	CH3	9806275A
26574	1100522b	CH3	9806275A
26575	1100523a	CH3	9806275A
26576	1100523b	CH3	9806275A
26577	1100523c	CH3	9806275A
26578	1100524b	CH3	9806275A
26579	1100524d	CH3	9806275A
26580	1100524e	CH3	9806275A
26581	1100524f	CH3	9806275A
26582	1100524g	CH3	9806275A
26583	1100524h	CH3	9806275A
26584	1100528b	CH3	9806275A
26585	1100528e	CH3	9806275A
26586	1100529a	CH3	9806275A
26587	1100537a	CH3	9806275A
26588	1100537c	CH3	9806275A
26589	1100537f	CH3	9806275A
26590	1100537g	CH3	9806275A
26591	1100543a	CH3	9806275A
26592	1100543b	CH3	9806275A
26593	1100576a	9501622B	9803076C
26594	1100576b	9501622B	9803076C
26595	1100576c	9501622B	9803076C
26596	1100576d	9501622B	9803076C
26597	1100596a	CH3	9806275A
26598	1100596b	CH3	9806275A
26599	1100596e	CH3	9806275A
26600	1100600a	CH3	9806275A
26601	1100600c	CH3	9806275A
26602	1100600d	CH3	9806275A
26603	1100614a	CH3	9806275A
26604	1100614c	CH3	9806275A
26605	1100616a	CH3	9806275A
26606	1100616b	CH3	9806275A
26607	1100630a	CH3	9806275A
26608	1100630b	CH3	9806275A
26609	1100635b	CH3	9806275A
26610	1100636a	CH3	9806275A
26611	1100656a	9400248	9806275A
26612	1100656b	9400248	9806275A
26613	1100663a	CH3	9715075B
26614	1100663c	CH3	9715075B
26615	1100671c	CH3	9715075B
26616	1100676a	CH3	9715075B
26617	1100676b	CH3	9715075B
26618	1100676c	CH3	9715075B
26619	1100676d	CH3	9715075B
26620	1100676e	CH3	9715075B
26621	1100678d	CH3	9715075B
26622	1100678e	CH3	9715075B
26623	1100679d	CH3	9715075B
26624	1100679e	CH3	9715075B
26625	1100679h	CH3	9715075B
26626	1100685a	CH3	9715075B
26627	1100691c	9806490b	9715075B
26628	1100691e	9806490b	9715075B
26629	1100709a	9806490b	9715075B
26630	1100710a	9806490b	9715075B
26631	1100710d	9806490b	9715075B
26632	1100747b	9806490B	9715075B
26633	1100755a	CH3	9715075B
26634	1100755b	CH3	9715075B
26635	1100755c	CH3	9715075B
26636	1100755d	CH3	9715075B
26637	1100755e	CH3	9715075B
26638	1100755f	CH3	9715075B
26639	1100758a	CH3	9715075B
26640	1100758c	CH3	9715075B
26641	1100765a	CH3	9715075B
26642	1100766a	CH3	9715075B
26643	1100766g	CH3	9715075B
26644	1100768c	CH3	9715075B
26645	1100769b	CH3	9715075B
26646	1100769c	CH3	9715075B
26647	1100773c	CH3	9715075B
26648	1100773e	CH3	9715075B
26649	1100778a	CH3	9715075B
26650	1100781b	CH3	9715075B
26651	1100832b	CH3	9400310
26652	1100848a	CH3	9400310
26653	1100848b	CH3	9400310
26654	1100870d	9501529B	9806490B
26655	1100872a	9501529B	9806490B
26656	1100895a	CH3	9400310
26657	1100895b	CH3	9400310
26658	1100895c	CH3	9400310
26659	1100999a	9400248	9803076C
26660	1101017a	1704/17	9806490B
26661	1101059b	9400248	9806490B
26662	1101063b	9501622b	9806490b
26663	1101063d	9501622b	9806490b
26664	1101066B	9501622b	9806490b
26665	1101075a	9501622b	9806490b
26666	1101075b	9501622b	9806490b
26667	1101079c	9501622b	9806490b
26668	1101149a	9501529B	9400310
26669	1101149b	9501529B	9400310
26670	1101165b	9806490B	9400310
26671	1101167b	9806490B	9400310
26672	1101167c	9806490B	9400310
26673	1101176a	9806490B	9400310
26674	1101176c	9806490B	9400310
26675	1101213a	CH3	9813850B
26676	1101213d	CH3	9813850B
26677	1101213f	CH3	9813850B
26678	1101213h	CH3	9813850B
26679	1101219a	CH3	9813850B
26680	1101219c	CH3	9813850B
26681	1101230b	CH3	9813850B
26682	1101232a	CH3	9813850B
26683	1101249a	9806490B	9715075B
26684	1101249b	9806490B	9715075B
26685	1101257a	CH3	9803076C
26686	1101257b	CH3	9803076C
26687	1101257c	CH3	9803076C
26688	1101264b	CH3	9803076C
26689	1101275a	CH3	9803076C
26690	1101278a	CH3	9803076C
26691	1101278b	CH3	9803076C
26692	1101278c	CH3	9803076C
26693	1101279a	CH3	9803076C
26694	1101293a	9806490B	9715075B
26695	1101314a1	9806490B	9715075B
26696	1101314a2	9806490B	9715075B
26697	1101314b	9806490B	9715075B
26698	1101339a	9806490B	9715075B
26699	1101360a	9806490B	9715075B
26700	1101360b	9806490B	9715075B
26701	1101371a	9400310	9715075B
26702	1101378a	9400310	9715075B
26703	1101402b	CH3	9715075B
26704	1101402c	CH3	9715075B
26705	1101404e	CH3	9715075B
26706	1101404f	CH3	9715075B
26707	1101415a	CH3	9715075B
26708	1101415b	CH3	9715075B
26709	1101415c	CH3	9715075B
26710	1101415f	CH3	9715075B
26711	1101440a	9400248	9803076C
26712	1101440b	9400248	9803076C
26713	1101482a	9501529B	9813850B
26714	1101482c	9501529B	9813850B
26715	1101523a	9806490B	CH3
26716	1101524a	9806490B	CH3
26717	1101553a	CH3	9803076C
26718	1101553f	CH3	9803076C
26719	1101555b	CH3	9803076C
26720	1101571b	CH3	9803076C
26721	1101571d	CH3	9803076C
26722	1101572c	CH3	9803076C
26723	1101596c	9806490B	CH3
26724	1101597a	9806490B	CH3
26725	1101598a	9806490B	CH3
26726	1101612b	9806490B	CH3
26727	1101637b	CH3	9803076C
26728	1101641b	CH3	9803076C
26729	1101643a	CH3	9803076C
26730	1101643c	CH3	9803076C
26731	1101645a	CH3	9803076C
26732	1101645c	CH3	9803076C
26733	1101648a	CH3	9803076C
26734	1101650a	CH3	9803076C
26735	1101650b	CH3	9803076C
26736	1101665a	CH3	9803076C
26737	1101676a	CH3	9806490B
26738	1101676b	CH3	9806490B
26739	1101676d	CH3	9806490B
26740	1101676e	CH3	9806490B
26741	1101676f	CH3	9806490B
26742	1101681a	CH3	9806490B
26743	1101689a	CH3	9806490B
26744	1101689b	CH3	9806490B
26745	1101691a	CH3	9806490B
26746	1101691b	CH3	9806490B
26747	1101691c	CH3	9806490B
26748	1101691e	CH3	9806490B
26749	1101691f	CH3	9806490B
26750	1101694a	CH3	9806490B
26751	1101694b	CH3	9806490B
26752	1101697a	CH3	9806490B
26753	1101698a	CH3	9806490B
26754	1101703c	CH3	9806490B
26755	1101710a	CH3	9806490B
26756	1101710b	CH3	9806490B
26757	1101710c	CH3	9806490B
26758	1101726b	9806490B	9715075B
26759	1101733a	9806490B	9715075B
26760	1101749d	9806490B	9715075B
26761	1101763a	9806490B	9715075B
26762	1101763b	9806490B	9715075B
26763	1101764a	9806490B	9715075B
26764	1101764b	9806490B	9715075B
26765	1101770a	9806490B	9715075B
26766	1101770b	9806490B	9715075B
26767	1101771a	CH3	9806490B
26768	1101771c	CH3	9806490B
26769	1101771d	CH3	9806490B
26770	1101774a	CH3	9806490B
26771	1101784a	CH3	9806490B
26772	1101784b	CH3	9806490B
26773	1101784e	CH3	9806490B
26774	1101788b	CH3	9806490B
26775	1101790a	CH3	9806490B
26776	1101790b	CH3	9806490B
26777	1101847b	CH3	9806490B
26778	1101853a	CH3	9806490B
26779	1101856a	CH3	9806490B
26780	1101859b	CH3	9806490B
26781	1101864a	CH3	9806490B
26782	1101865a	CH3	9806490B
26783	1101868a	CH3	9806490B
26784	1101868b	CH3	9806490B
26785	1101868c	CH3	9806490B
26786	1101868e	CH3	9806490B
26787	1101970a	CH3	9806275A
26788	1101970b	CH3	9806275A
26789	1101970c	CH3	9806275A
26790	1101970d	CH3	9806275A
26791	1101970e	CH3	9806275A
26792	1101973c	CH3	9806275A
26793	1101974c	CH3	9806275A
26794	1101980a	CH3	9806275A
26795	1101980b	CH3	9806275A
26796	1101988a	CH3	9806275A
26797	1101988c	CH3	9806275A
26798	1101988d	CH3	9806275A
26799	1102002b	9806490B	9715075B
26800	1102004a	9806490B	9715075B
26801	1102004b	9806490B	9715075B
26802	1102010a	9806490B	9715075B
26803	1102017a	9806490B	9715075B
26804	1102023b	9806490B	9715075B
26805	1102026a	9806490B	9715075B
26806	1102026b	9806490B	9715075B
26807	1102027a	9806490B	9715075B
26808	1102027b	9806490B	9715075B
26809	1102049a	CH3	9813850B
26810	1102049b	CH3	9813850B
26811	1102051b	CH3	9813850B
26812	1102051d	CH3	9813850B
26813	1102051e	CH3	9813850B
26814	1102062a	9806490B	9715075B
26815	1102062b	9806490B	9715075B
26816	1102062c	9806490B	9715075B
26817	1102081b	CH3	9715075B
26818	1102081c	CH3	9715075B
26819	1102082a	CH3	9715075B
26820	1102082b	CH3	9715075B
26821	1102082c	CH3	9715075B
26822	1102083b	CH3	9715075B
26823	1102083c	CH3	9715075B
26824	1102083d	CH3	9715075B
26825	1102088b	CH3	9715075B
26826	1102089b	CH3	9715075B
26827	1102107b	CH3	9715075B
26828	1102107f	CH3	9715075B
26829	1102134b	9806490B	9715075B
26830	1102134c	9806490B	9715075B
26831	1102136b	9806490B	9715075B
26832	1102137a	9806490B	9715075B
26833	1102137b	9806490B	9715075B
26834	1102138b	9806490B	9715075B
26835	1102144b	9806490B	9715075B
26836	1102187a	9400248	9806490B
26837	1102215b	1704/17	9806490B
26838	1102223b	9501622B	9803076C
26839	1102224a	9501622B	9803076C
26840	1102224b	9501622B	9803076C
26841	1102224c	9501622B	9803076C
26842	1102224d	9501622B	9803076C
26843	1102251a	9501529B	9400310
26844	1102251b	9501529B	9400310
26845	1102255a	9501529B	9400310
26846	1102255b	9501529B	9400310
26847	1102263a	9501529B	9400310
26848	1102263b	9501529B	9400310
26849	1102295a	CH3	9806275A
26850	1102295b	CH3	9806275A
26851	1102303b	CH3	9806275A
26852	1102304a	CH3	9806275A
26853	1102304b	CH3	9806275A
26854	1102313c	CH3	9806275A
26855	1102314a	CH3	9806275A
26856	1102314b	CH3	9806275A
26857	1102314c	CH3	9806275A
26858	1102314d	CH3	9806275A
26859	1102371a	9806490B	9400310
26860	1102375a	9806490B	9400310
26861	1102377b	9806490B	9400310
26862	1102382a	9806490B	9400310
26863	1102382b	9806490B	9400310
26864	1102410a	9400310	9803076C
26865	1102410b	9400310	9803076C
26866	1102412a	9400310	9803076C
26867	1102412b	9400310	9803076C
26868	1102454b	9806490B	9400310
26869	1102465c	CH3	9813850B
26870	1102465d	CH3	9813850B
26871	1102469b	CH3	9813850B
